OBJECTID,riparianid,bioAc,opAcres,DirectCost,meanPIdx,OpportunityCost,bioBuffWidth,adjOCosts,bioYield,energyPot,CO2red,N2Ored,SUM_cropAcres,SUM_pctWScropAcres,MEAN_Nrate,MEAN_NO3conc,SUM_cpNO3load,SUM_cpNO3LoadReduced,SUM_cpWSNO3LoadPct,SUM_cpSEDload,SUM_cpSEDloadlbs,SUM_cpSEDLoadReduced,SUM_cpWSSEDLoadPct,TotalCost,DCredNO3,TCredNO3,DCredSED,TCredSED,Shape_Length,Shape_Area,MLRA,HUC12,FBndID
922,656_15_1,1.746881843,0.870616674,444.0144958,76,215.7039948,100,1438.026611,5.90446043,9.033824921,0.940266013,2.808440924,,,,,,,,3.343607569,6687,3.00924681,1.14862E-05,659.7185059,,,147.5500488,219.2304382,504.8607149,3524.763858,104,070801030202,
923,424_7_1,1.761613607,0.87038064,443.8941345,86,244.0198212,100,1626.798828,5.95425415,9.110009193,0.940011084,2.807679415,,,,,,,,49.11746979,98235,44.20572281,0.000168731,687.9139404,,,10.0415535,15.56164932,504.6562212,3523.80827,108c,070801030303,
924,106_2_1,1.800972581,0.870319724,443.8630676,48,136.1876373,100,907.9176025,6.087287426,9.313549995,0.939945281,2.807482958,,,,,,,,7.603551926,15208,6.843196779,2.61202E-05,580.0507202,,,64.86194611,84.76312256,501.6223732,3523.561624,104,070801030404,
925,550_7_1,1.718462229,0.870201647,443.8028259,70,198.5800171,100,1323.866821,5.808402538,8.886856079,0.939817786,2.807102203,,,,,,,,3.199863121,6400,2.879876839,1.09924E-05,642.3828125,,,154.1047974,223.0591278,501.3869678,3523.08364,108c,070801010301,
926,416_5_1,1.802705288,0.870106399,443.7542725,86,243.9424896,100,1626.283203,6.09314394,9.322509766,0.939714909,2.806794882,88.57588196,0.010016973,139.5008316,12.46122694,2363,1181,0.006468762,153.4051704,306811,138.0646538,0.000526987,687.6967773,0.375744522,0.582300425,3.214104891,4.980976582,501.6011481,3522.697928,108c,070802060601,
927,484_10_1,1.731913328,0.87006551,443.7333984,86,243.9315643,100,1626.210449,5.853867054,8.95641613,0.939670742,2.806663036,,,,,,,,1.468265414,2937,1.321438909,5.04388E-06,687.664978,,,335.7956238,520.3910522,501.1163291,3522.532403,108c,070801030301,
928,161_17_1,1.743388057,0.869987845,443.6937866,86,243.9093933,100,1626.062622,5.892651558,9.015756607,0.939586878,2.806412458,,,,,,,,65.5444796,131089,58.99003278,0.000225162,687.6031494,,,7.521504402,11.65625954,502.3452223,3522.217951,108c,070802060602,
929,104_7_1,1.783359051,0.869617999,443.505188,82,232.4662933,100,1549.775269,6.02775383,9.222463608,0.939187467,2.805219412,,,,,,,,29.04363978,58087,26.13927603,9.97725E-05,675.9714966,,,16.96700287,25.86037636,502.4658579,3520.720664,108c,070802060602,
930,450_29_2,1.661818385,0.869372845,443.3801575,70,198.3908081,100,1322.605347,5.61694622,8.593927383,0.938922644,2.804428577,,,,,,,,6.231539667,12464,5.608385801,2.1407E-05,641.7709961,,,79.05664063,114.4306107,501.556801,3519.728,108c,070801030301,
931,549_17_2,1.938031912,0.869284391,443.3350525,68,192.7029572,100,1284.686401,6.550548077,10.02233887,0.938827157,2.80414319,,,,,,,,70.45563698,140911,63.41007233,0.000242034,636.0380249,,,6.991555691,10.03055191,498.3247881,3519.369957,108c,070801010301,
932,152_4_2,1.834973931,0.869232774,443.3087158,88,249.3654938,100,1662.436646,6.202211857,9.489383698,0.938771367,2.803976774,,,,,,,,0.406629205,813,0.36596629,1.39688E-06,692.6741943,,,1211.337524,1892.726807,503.2115061,3519.161025,108c,070801030407,
933,389_22_2,1.799210787,0.869102955,443.2424927,92,260.6613464,100,1737.74231,6.081332684,9.304438591,0.938631177,2.803557873,,,,,,,,38.56389236,77128,34.70750427,0.000132477,703.9038086,,,12.77079678,20.28102684,501.2719886,3518.635492,108c,070802060601,
934,528_5_1,1.902335525,0.868606031,442.9890747,77,218.0371552,100,1453.581055,6.42989397,9.837738037,0.938094497,2.801954985,,,,,,,,9.718809366,19438,8.746928692,3.33867E-05,661.0262451,,,50.64509964,75.57238007,503.5975707,3516.623675,108c,070802060502,
935,186_15_2,1.785182118,0.868353069,442.8600769,78,220.8047028,100,1472.031372,6.03391552,9.231890678,0.937821329,2.801138878,,,,,,,,68.34426,136688,61.50983325,0.00023478,663.6647949,,,7.199825764,10.78957272,502.1502043,3515.599568,108c,070801030407,
936,209_11_1,1.787750959,0.868332326,442.8494873,86,243.4456482,100,1622.970947,6.042598248,9.245175362,0.937798917,2.801072121,,,,,,,,29.28606395,58572,26.35745661,0.000100605,686.295166,,,16.8016777,26.03798866,503.9299504,3515.515585,108c,070802060601,
937,430_12_1,1.778776288,0.868319511,442.8429565,70,198.1503601,100,1321.002441,6.012263775,9.198763847,0.937785089,2.801030636,,,,,,,,14.30108768,28602,12.8709791,4.9128E-05,640.9932861,,,34.40631485,49.80144119,502.1649953,3515.463535,108c,070801030302,
938,194_11_1,1.817046523,0.868253052,442.8090515,70,198.1353455,100,1320.902344,6.141617298,9.396674156,0.937713325,2.800816298,,,,,,,,78.84923698,157698,70.96431557,0.000270868,640.944397,,,6.239883423,9.031925201,503.5990559,3515.194469,108c,070801030408,
939,163_4_1,1.824187517,0.868192017,442.7779236,82,232.0850677,100,1547.233765,6.165753841,9.433603287,0.937647402,2.800619364,,,,,,,,23.41927814,46839,21.07735014,8.04513E-05,674.8629761,,,21.00728607,32.01839828,500.4285449,3514.947386,108c,070801030407,
940,495_7_1,1.805562496,0.868188083,442.7759094,86,243.4051971,100,1622.701294,6.102801323,9.337285995,0.937643111,2.800606728,,,,,,,,3.090110839,6180,2.781099767,1.06153E-05,686.1810913,,,159.2089233,246.7301178,501.4427907,3514.931428,108c,070802060501,
941,540_4_2,1.798978448,0.868181527,442.772583,7,19.81188583,100,132.0792389,6.080547333,9.303236961,0.937636077,2.800585508,,,,,,,,9.259581476,18519,8.333623709,3.18091E-05,462.5844727,,,53.13085938,55.5082016,500.8979304,3514.904971,108c,070802060503,
942,483_4_2,1.737547874,0.868173778,442.7686157,78,220.7592316,100,1471.728271,5.87291193,8.985555649,0.937627673,2.800560474,,,,,,,,11.89843558,23797,10.70859155,4.08742E-05,663.527832,,,41.3470459,61.96219635,501.1273927,3514.873713,108c,070801010403,
943,194_14_2,1.806205034,0.868146598,442.7547607,65,183.9602661,100,1226.401733,6.104972839,9.340608597,0.937598348,2.800472975,,,,,,,,7.614890516,15230,6.853401542,2.61591E-05,626.7150269,,,64.60365295,91.4458313,500.4990789,3514.763669,108c,070801030408,
944,550_6_2,1.717973232,0.867988884,442.6743164,70,198.075058,100,1320.500366,5.806749344,8.884326935,0.937427998,2.79996419,,,,,,,,53.66021347,107320,48.29419327,0.000184337,640.7493896,,,9.166201591,13.26762772,500.9532581,3514.125067,108c,070801010301,
945,523_3_1,1.808299899,0.86796397,442.6616211,79,223.5354462,100,1490.236328,6.112053871,9.351442337,0.937401116,2.799883842,,,,,,,,20.92640686,41853,18.83376694,7.18877E-05,666.1970825,,,23.50361633,35.3724823,503.1509738,3514.024218,108c,070802060502,
946,184_4_1,1.897954345,0.867904603,442.6313477,78,220.6907959,100,1471.271973,6.415085793,9.815081596,0.937336981,2.799692154,,,,,,,,2.79160881,5583,2.512447834,9.58991E-06,663.3221436,,,176.1753387,264.0142822,498.5440429,3513.783863,108c,070802060602,
947,477_7_2,1.83646965,0.867733538,442.5440979,59,167.0097656,100,1113.398438,6.207267284,9.49711895,0.937152207,2.799140453,,,,,,,,1.647203709,3294,1.48248329,5.65858E-06,609.553833,,,298.5154114,411.1708069,503.3878817,3513.091305,108c,070802060704,
948,525_7_2,1.904147506,0.867610574,442.4813843,79,223.4433746,100,1489.622559,6.436018467,9.847107887,0.937019408,2.798743725,,,,,,,,12.40873587,24818,11.16786206,4.26273E-05,665.9247437,,,39.62095642,59.62866974,500.9325553,3512.593304,108c,070802060502,
949,98_4_1,1.807106256,0.867564499,442.4578857,78,220.6042938,100,1470.695313,6.108019352,9.345269203,0.936969638,2.79859519,,,,,,,,6.194609165,12389,5.575148106,2.12801E-05,663.0621948,,,79.36253357,118.9317627,500.7382988,3512.406894,104,070801030406,
950,130_2_2,1.862187266,0.867517531,442.4339294,86,243.2172089,100,1621.447998,6.294192791,9.630114555,0.936918914,2.798443556,,,,,,,,25.41538947,50831,22.87385129,8.73085E-05,685.651123,,,19.34234619,29.97532463,502.7767258,3512.216796,108c,070801030407,
951,594_4_1,1.777390599,0.867234647,442.2896729,5,14.13591385,100,94.23942566,6.00758028,9.191597939,0.936613441,2.797531128,,,,,,,,0.086106151,172,0.077495538,2.95797E-07,456.4255981,,,5707.291992,5889.70166,501.7392621,3511.071534,108c,070802060804,
952,430_7_1,1.796920896,0.867212892,442.2785645,70,197.8979797,100,1319.319824,6.073592663,9.292596817,0.936589897,2.797461033,,,,,,,,16.86800714,33735,15.18120675,5.7946E-05,640.1765137,,,29.13329506,42.16901398,502.3047562,3510.98327,108c,070801030302,
953,842_6_1,1.75996232,0.867196321,442.2701111,78,220.5105591,100,1470.070435,5.948672771,9.10146904,0.936572015,2.797407389,,,,,,,,5.742425442,11485,5.16818285,1.97267E-05,662.7806396,,,85.57555389,128.2424927,500.5702715,3510.916321,104,070801030602,
954,447_8_1,1.849996805,0.86684227,442.0895691,83,234.549942,100,1563.66626,6.252989292,9.567073822,0.936189651,2.796265364,,,,,,,,19.79703665,39594,17.81733274,6.8008E-05,676.6395264,,,24.81233215,37.97647858,502.5571792,3509.482971,108c,070802060603,
955,540_4_1,1.798978448,0.866732299,442.0334778,5,14.12773609,100,94.18490601,6.080547333,9.303236961,0.936070859,2.795910597,,,,,,,,0.503675282,1007,0.453307748,1.73026E-06,456.1612244,,,975.1289063,1006.2948,500.9269784,3509.037706,108c,070802060503,
956,209_14_2,1.827637076,0.866714358,442.0243225,78,220.3881226,100,1469.25415,6.177413464,9.451442719,0.936051488,2.795852661,,,,,,,,6.274867535,12550,5.647380829,2.15558E-05,662.4124756,,,78.27067566,117.2955246,499.5242369,3508.964909,108c,070802060601,
957,98_1_1,1.781019568,0.866275847,441.8006897,78,220.2766266,100,1468.510864,6.019845963,9.210364342,0.935577929,2.794438124,,,,,,,,12.05899334,24118,10.8530941,4.14258E-05,662.0773315,,,40.70734787,61.0035553,502.3619469,3507.189584,104,070801030406,
958,559_7_2,1.78044188,0.866196036,441.7599792,79,223.0800934,100,1487.200684,6.017893791,9.207377434,0.935491741,2.79418087,,,,,,,,0.971424043,1943,0.874281645,3.3371E-06,664.8400879,,,505.2833862,760.4415283,501.0533393,3506.866578,108c,070802060501,
959,477_8_1,1.798710704,0.866115868,441.7190857,78,220.2359467,100,1468.239624,6.079642296,9.30185318,0.935405135,2.793922186,,,,,,,,112.1329285,224267,100.9196332,0.000385206,661.9550171,,,4.376939297,6.559229374,502.1337629,3506.541995,108c,070802060704,
960,843_6_1,1.901077628,0.866099834,441.710907,36,101.6454926,100,677.6365967,6.42564249,9.831233025,0.93538785,2.793870449,,,,,,,,0.304406404,608,0.273965776,1.04572E-06,543.3563843,,,1612.285034,1983.300171,496.9632113,3506.477024,108c,070802060302,
961,489_1_1,1.720112681,0.86604768,441.6843262,78,220.2185822,100,1468.123901,5.813981056,8.895391464,0.935331523,2.793702126,,,,,,,,15.55305037,31106,13.99774495,5.34288E-05,661.9028931,,,31.55396271,47.28639603,500.0487951,3506.265842,108c,070802060502,
962,425_48_1,1.798167229,0.865961492,441.6403503,78,220.1966858,100,1467.977905,6.077805042,9.299041748,0.935238421,2.793424129,,,,,,,,0.508736253,1017,0.457862616,1.74764E-06,661.8370361,,,964.5695801,1445.492676,499.1314239,3505.91688,108c,070801030302,
963,430_21_1,1.822172403,0.865902424,441.6102295,70,197.598938,100,1317.326294,6.158942699,9.423182487,0.935174644,2.793233633,,,,,,,,27.07138634,54143,24.36424685,9.29973E-05,639.2091675,,,18.12533951,26.23554039,501.9637218,3505.677943,108c,070801030302,
964,130_1_1,1.774738193,0.865840793,441.5787964,86,242.7471313,100,1618.314209,5.998615265,9.177881241,0.935108066,2.793034792,,,,,,,,0.498583138,997,0.448724836,1.71276E-06,684.3259277,,,984.0747681,1525.045776,501.4073396,3505.428339,108c,070801030407,
965,476_6_1,1.799218178,0.865751386,441.5332031,78,220.1431885,100,1467.621216,6.081357479,9.304476738,0.935011506,2.792746305,,,,,,,,29.02810653,58057,26.1252955,9.97191E-05,661.6763916,,,16.90060043,25.32703972,501.2985279,3505.066351,108c,070802060704,
966,559_7_1,1.78044188,0.865725577,441.52005,79,222.9589691,100,1486.393066,6.017893791,9.207377434,0.934983611,2.792663097,,,,,,,,45.87507629,91750,41.28756714,0.000157593,664.4790039,,,10.69377708,16.09392548,502.1368307,3504.961901,108c,070802060501,
967,484_21_2,1.786768198,0.865699053,441.5065308,86,242.7073822,100,1618.049194,6.0392766,9.240093231,0.934955001,2.792577505,48.72833616,0.005510647,131.0019379,11.79876423,1209,605,0.003313803,17.79783444,35595,16.01805119,6.11402E-05,684.2139282,0.729762852,1.130932093,27.56306076,42.71517944,501.0216046,3504.854446,108c,070801030301,
968,495_2_2,1.801301837,0.865652859,441.4829712,83,234.2284241,100,1561.522827,6.088400364,9.315252304,0.934905112,2.792428493,,,,,,,,0.306737126,613,0.276063422,1.05372E-06,675.7114258,,,1599.208496,2447.667236,499.2358264,3504.667534,108c,070802060501,
969,425_48_2,1.798167229,0.865595043,441.4534607,78,220.1035004,100,1467.356689,6.077805042,9.299041748,0.934842646,2.79224205,,,,,,,,0.55652833,1113,0.500875503,1.91182E-06,661.5569458,,,881.3636475,1320.801147,499.1164089,3504.433452,108c,070801030302,
970,65_5_2,1.885125995,0.865547597,441.4292603,78,220.0914459,100,1467.276367,6.371726036,9.74874115,0.934791386,2.792088985,,,,,,,,23.03343153,46067,20.73008823,7.91259E-05,661.5206909,,,21.29413414,31.91113663,502.6901113,3504.241325,104,070801030601,
971,53_27_2,1.859153628,0.865514815,441.4125671,78,220.0831146,100,1467.220703,6.283939362,9.614427567,0.934755981,2.791983366,,,,,,,,9.279768134,18560,8.351791369,3.18784E-05,661.4956665,,,52.85243988,79.20404816,498.5738059,3504.108442,104,070801030601,
972,578_14_2,1.79685533,0.865448654,441.3788147,75,211.6022034,100,1410.681396,6.073370934,9.292257309,0.934684575,2.791769743,,,,,,,,22.00435066,44009,19.80391502,7.55907E-05,652.9810181,,,22.2874527,32.97232056,500.3931458,3503.840671,108c,070802060501,
973,496_39_1,1.779717207,0.86540252,441.3552856,78,220.0538177,100,1467.025391,6.015444279,9.203629494,0.934634745,2.79162097,,,,,,,,0.728311766,1457,0.65548059,2.50194E-06,661.4091187,,,673.3308105,1009.044556,498.6510127,3503.653968,108c,070802060502,
974,424_5_2,1.722924948,0.865314364,441.3103333,78,220.0318146,100,1466.878784,5.823486328,8.909934044,0.934539497,2.791336775,,,,,,,,10.57343769,21147,9.516094208,3.63225E-05,661.3421631,,,46.37515259,69.49723053,499.6887903,3503.297103,108c,070801030303,
975,526_4_2,1.81800437,0.864986598,441.143158,68,191.7502289,100,1278.334839,6.144854546,9.401627541,0.934185505,2.790279388,,,,,,,,23.84883308,47698,21.4639492,8.1927E-05,632.8933716,,,20.55274963,29.48634338,500.273333,3501.970154,108c,070801010301,
976,484_10_2,1.731913328,0.864956677,441.1278992,87,245.318924,100,1635.459473,5.853867054,8.95641613,0.934153199,2.790182829,,,,,,,,4.351365462,8703,3.916228801,1.49481E-05,686.4468384,,,112.6409912,175.2826233,498.9064396,3501.848864,108c,070801030301,
977,424_13_1,1.788836598,0.864946783,441.1228638,78,219.9386749,100,1466.257813,6.046267509,9.250789642,0.93414253,2.790150881,,,,,,,,145.9728037,291946,131.3755257,0.000501455,661.0615234,,,3.357724905,5.031847,499.9875938,3501.808788,108c,070801030303,
978,209_15_2,1.739553571,0.864776671,441.0361023,86,242.4487915,100,1616.325317,5.879691124,8.995927811,0.933958828,2.78960228,,,,,,,,193.043721,386087,173.7393457,0.000663156,683.4848633,,,2.538492918,3.933967113,500.8613213,3501.120218,108c,070802060601,
979,496_36_2,1.850376964,0.86475724,441.0261841,86,242.4433289,100,1616.288818,6.254274368,9.569039345,0.933937848,2.789539576,,,,,,,,6.020855953,12042,5.418770498,2.06832E-05,683.4694824,,,81.38861084,126.1299896,501.3831901,3501.041571,108c,070802060502,
980,476_6_2,1.799218178,0.864648223,440.9705811,78,219.8627472,100,1465.751709,6.081357479,9.304476738,0.933820069,2.789187908,,,,,,,,16.84041589,33682,15.15637407,5.78512E-05,660.833313,,,29.09472847,43.601017,505.0603406,3500.600198,108c,070802060704,
981,723_71_2,1.791006923,0.864595056,440.9434814,83,233.9421234,100,1559.614136,6.053603172,9.262012482,0.93376267,2.789016247,,,,,,,,45.29717493,90594,40.76745796,0.000155608,674.8856201,,,10.81606483,16.55451775,499.0977532,3500.384801,108c,070801010405,
982,495_4_1,1.737289786,0.864472508,440.8809814,78,219.8180542,100,1465.453735,5.872039318,8.984220505,0.933630288,2.788620949,,,,,,,,1.687189827,3375,1.518470796,5.79594E-06,660.6990356,,,290.3453674,435.1081543,500.5753717,3499.888637,108c,070802060501,
983,434_14_2,1.79338181,0.864453673,440.8713684,85,239.5400085,100,1596.93335,6.061630726,9.274294853,0.933609962,2.788560152,,,,,,,,42.54489899,85090,38.29040909,0.000146153,680.411377,,,11.5138855,17.76976013,499.3010613,3499.812502,108c,070801030303,
984,474_6_2,1.812422395,0.864131689,440.7071533,78,219.731369,100,1464.875732,6.12598753,9.372760773,0.933262229,2.787521601,,,,,,,,5.756116373,11512,5.180504879,1.97738E-05,660.4385376,,,85.0703125,127.4853592,500.9833496,3498.508775,108c,070801030301,
985,97_4_2,1.936064482,0.864056528,440.6688232,86,242.2468719,100,1614.979126,6.543898106,10.01216412,0.933181047,2.787279129,,,,,,,,4.70961237,9419,4.238651276,1.61788E-05,682.9157104,,,103.9643936,161.116272,495.3820577,3498.204574,108c,070801030406,
986,548_6_1,1.765173197,0.864031672,440.6561584,70,197.1720276,100,1314.480225,5.966285229,9.128416061,0.933154225,2.78719902,,,,,,,,13.47376009,26947,12.12638389,4.62859E-05,637.828186,,,36.33862686,52.59838486,500.6767032,3498.103942,108c,070801010301,
987,578_12_1,1.864334822,0.864029646,440.6551208,79,222.52211,100,1483.480713,6.301451683,9.641221046,0.93315202,2.787192345,,,,,,,,101.0671997,202135,90.96047872,0.000347192,663.1772461,,,4.844468117,7.290828228,497.2998838,3498.095853,108c,070802060501,
988,130_11_1,1.762928128,0.863874495,440.5759888,86,242.1958771,100,1614.63916,5.958696842,9.11680603,0.932984471,2.786691904,,,,,,,,2.515177853,5030,2.263659988,8.64029E-06,682.7718506,,,194.6299286,301.6229858,500.571325,3497.467519,108c,070801030407,
989,577_1_2,1.776548743,0.863849938,440.5634766,75,211.2112885,100,1408.075195,6.004734516,9.187243462,0.932957947,2.786612749,,,,,,,,35.89869213,71798,32.30882215,0.000123321,651.7747803,,,13.63601208,20.17327499,496.7715616,3497.368213,108c,070801010602,
990,463_4_2,1.744424939,0.86373651,440.5056152,78,219.6309204,100,1464.206177,5.896156311,9.021119118,0.93283546,2.786246777,,,,,,,,0.113487832,227,0.102139048,3.8986E-07,660.1365356,,,4312.803223,6463.116211,499.1113174,3496.908963,108c,070801030301,
991,102_6_1,1.808843374,0.863706291,440.4902039,78,219.62323,100,1464.154907,6.113890648,9.354252815,0.932802796,2.786149263,,,,,,,,0.716425896,1433,0.644783318,2.46111E-06,660.1134033,,,683.1600342,1023.775574,501.5561246,3496.786597,104,070801030406,
992,537_10_1,1.789247036,0.863638878,440.4558411,86,242.1298065,100,1614.19873,6.047655106,9.252912521,0.932729959,2.785931826,,,,,,,,19.68019676,39360,17.71217728,6.76066E-05,682.5856323,,,24.86740303,38.53764725,501.0603019,3496.513732,108c,070801010302,
993,814_26_1,1.786657929,0.863575697,440.4236145,58,133.6469574,100,890.9797363,6.038903713,9.239522934,0.932661772,2.785727978,,,,,,,,9.530600548,19061,8.577540398,3.27401E-05,574.0705566,,,51.34614182,66.92717743,496.1887825,3496.257962,108c,070801030409,
994,483_10_1,1.810587168,0.863559246,440.4152222,70,197.0642242,100,1313.761475,6.119784832,9.36327076,0.93264401,2.785675049,,,,,,,,20.4815302,40963,18.43337698,7.03594E-05,637.4794312,,,23.89227104,34.58288956,499.1640713,3496.191198,108c,070801010403,
995,556_6_2,1.827047825,0.863329232,440.2979126,82,230.7851715,100,1538.567871,6.175421715,9.448394775,0.932395577,2.78493309,,,,,,,,9.267672539,18535,8.34090519,3.18369E-05,671.0830688,,,52.78778458,80.4568634,497.9992129,3495.259927,108c,070802060501,
996,76_9_2,1.786112785,0.863233268,440.2489624,74,208.2463989,100,1388.309326,6.037061214,9.236703873,0.932291925,2.784623384,,,,,,,,8.87349236,17747,7.986142874,3.04828E-05,648.4953613,,,55.12660599,81.20257568,498.5583438,3494.87159,104,070801030403,
997,130_10_1,1.795003295,0.863158584,440.2108765,86,241.9949799,100,1613.299805,6.067111015,9.282679558,0.93221128,2.784382582,,,,,,,,4.951926084,9904,4.456733663,1.70112E-05,682.2058716,,,98.77433014,153.0730591,498.3572284,3494.569072,108c,070801030407,
998,612_3_1,1.889820337,0.863121748,440.1920776,86,241.9843597,100,1613.229004,6.387592793,9.77301693,0.932171464,2.784263611,,,,,,,,0.259550169,520,0.233595155,8.91623E-07,682.1764526,,,1884.422974,2920.336426,499.9440757,3494.419929,108c,070802060804,
999,434_14_1,1.79338181,0.863066971,440.1641541,86,241.9694519,100,1613.129639,6.061630726,9.274294853,0.932112336,2.784086943,,,,,,,,11.48547674,22970,10.33692908,3.94556E-05,682.133606,,,42.58171463,65.98996735,500.4246082,3494.198355,108c,070801030303,
1000,842_13_2,1.73404026,0.86300844,440.1343079,78,219.4454651,100,1462.969727,5.861055851,8.96741581,0.932049096,2.783898115,,,,,,,,1.353089452,2706,1.217780471,4.64822E-06,659.5797729,,,361.4233704,541.6245117,499.3864591,3493.961203,104,070801030602,
1001,129_10_2,1.799425125,0.862730026,439.9923096,86,241.8747253,100,1612.498169,6.082056999,9.305546761,0.93174845,2.782999992,,,,,,,,9.077737508,18155,8.169963529,3.11844E-05,681.8670654,,,53.85486984,83.4602356,499.1064269,3492.834068,108c,070801030407,
1002,398_1_1,1.846656442,0.862674713,439.9641113,79,222.1734467,100,1481.15625,6.241698742,9.549798965,0.931688666,2.782821655,,,,,,,,28.98886031,57978,26.08997351,9.95843E-05,662.1375732,,,16.86334038,25.37900543,498.6066604,3492.610163,108c,070802060602,
1003,483_17_2,1.796951413,0.862520814,439.8856201,76,213.6975555,100,1424.650391,6.07369566,9.292754173,0.931522489,2.782325268,,,,,,,,13.11172104,26223,11.80054855,4.50422E-05,653.5831909,,,37.27671051,55.38582993,498.5851555,3491.987066,108c,070801010403,
1004,194_17_1,1.801136613,0.862392187,439.8200073,70,196.7978973,100,1311.985962,6.087841988,9.314397812,0.93138355,2.781910181,,,,,,,,25.5926165,51185,23.03335541,8.79173E-05,636.6179199,,,19.0949173,27.63895607,497.7523966,3491.466383,108c,070801030408,
1005,472_1_1,1.807150245,0.862266779,439.7560425,73,205.2022552,100,1368.015015,6.108167648,9.345496178,0.931248128,2.781505823,,,,,,,,19.304636,38609,17.37417221,6.63165E-05,644.958313,,,25.31090546,37.12166977,498.3401902,3490.9587,108c,070801030301,
1006,104_8_1,1.808057904,0.8618173,439.526825,86,241.6190948,100,1610.793945,6.111235619,9.350190163,0.930762708,2.780055761,,,,,,,,0.142777056,286,0.128499344,4.90477E-07,681.1459351,,,3420.459717,5300.773438,498.0984366,3489.13878,108c,070802060602,
1007,138_22_2,1.708060265,0.861751497,439.4932556,79,221.9354248,100,1479.569458,5.773243904,8.833063126,0.9306916,2.779843569,,,,,,,,359.0521936,718104,323.1469784,0.001233438,661.4287109,,,1.36004138,2.046835423,498.4710357,3488.872462,108c,070802060602,
1008,92_3_2,1.782501698,0.861745775,439.4903564,78,219.1242218,100,1460.828125,6.024855614,9.218029022,0.930685461,2.779824972,,,,,,,,24.24415976,48488,21.81974354,8.3285E-05,658.614563,,,20.14186668,30.18433952,500.73775,3488.849324,108c,070801030406,
1009,137_23_1,1.782584906,0.86167568,439.4545898,79,221.915802,100,1479.438721,6.025136948,9.218459129,0.930609763,2.779598951,,,,,,,,124.6848357,249370,112.2163519,0.000428325,661.3703613,,,3.916136742,5.893707752,498.2340999,3488.565539,108c,070802060602,
1010,104_4_2,1.718254566,0.861646771,439.4398499,86,241.5715942,100,1610.477295,5.807700634,8.885782242,0.93057853,2.77950573,,,,,,,,0.12363755,247,0.111273795,4.24727E-07,681.0114746,,,3949.176514,6120.142578,496.9863595,3488.448466,108c,070802060602,
1011,549_21_1,1.796960115,0.861625731,439.4291077,68,191.0051727,100,1273.367798,6.073725224,9.29279995,0.930555761,2.77943778,,,,,,,,18.5871048,37174,16.72839355,6.38516E-05,630.4342651,,,26.26845741,37.68648148,497.5275794,3488.363281,108c,070801010301,
1012,483_19_1,1.733956218,0.861585796,439.4087524,86,241.5541992,100,1610.361328,5.860772133,8.966980934,0.930512667,2.779309034,,,,,,,,62.28244352,124565,56.05419922,0.000213956,680.9629517,,,7.838997841,12.1482954,496.8311797,3488.201546,108c,070801010403,
1013,487_22_2,1.757615685,0.861519337,439.3748474,78,219.0671387,100,1460.447632,5.940741062,9.089333534,0.930440903,2.779094696,,,,,,,,3.549476571,7099,3.194528915,1.21934E-05,658.4420166,,,137.5397949,206.1155243,497.2621943,3487.932569,108c,070802060502,
1014,548_7_2,1.750964522,0.861314893,439.2705994,70,196.5518494,100,1310.345703,5.918260098,9.054938316,0.930220068,2.77843523,,,,,,,,6.960790977,13922,6.264712021,2.39121E-05,635.8224487,,,70.11824036,101.4926834,499.047121,3487.104761,108c,070801010301,
1015,434_19_2,1.916138172,0.861264408,439.2448425,86,241.4640045,100,1609.76001,6.476547241,9.909117699,0.930165589,2.77827239,,,,,,,,4.324373722,8649,3.891936302,1.48554E-05,680.7088623,,,112.8602371,174.902359,494.8280696,3486.900509,108c,070801030303,
1016,130_1_2,1.774738193,0.861224174,439.2243347,86,241.4515076,100,1609.676758,5.998615265,9.177881241,0.930122137,2.778142452,,,,,,,,0.352117077,704,0.316905358,1.20961E-06,680.6758423,,,1385.979492,2147.883789,502.8972266,3486.737659,108c,070801030407,
1017,487_29_1,1.732350826,0.86119163,439.2077332,91,255.4809723,100,1703.206543,5.855345726,8.958679199,0.93008697,2.778037548,200.0000011,0.022617833,139.5475807,12.4700706,5293,2647,0.014498571,125.524285,251049,112.9718555,0.000431209,694.6887207,0.165926605,0.262443781,3.887762308,6.149219513,495.9671794,3486.605896,108c,070802060502,
1018,144_5_2,1.716720223,0.861018181,439.1192627,86,241.3943939,100,1609.295898,5.802514553,8.877847672,0.929899633,2.77747798,,,,,,,,31.21742594,62434,28.0956831,0.00010724,680.5136719,,,15.62942123,24.22128868,497.3445021,3485.903455,108c,070801030407,
1019,84_10_1,1.738767147,0.860938966,439.0788879,78,218.9195557,100,1459.463745,5.877032757,8.99186039,0.9298141,2.777222395,,,,,,,,1.182935119,2366,1.064641595,4.06369E-06,657.9984131,,,412.4194336,618.046875,494.7539929,3485.582907,104,070801030406,
1020,165_9_2,1.79211092,0.860565186,438.8882446,78,218.8245087,100,1458.830078,6.0573349,9.26772213,0.929410398,2.776016712,,,,,,,,0.181155145,362,0.163039625,6.22315E-07,657.7127686,,,2691.911621,4034.066895,499.0028002,3484.069646,108c,070802060406,
