OBJECTID,SiteID,MAX_BuffAreaAc,Shape_Length,Shape_Area,opAcres,DirectCost,DirectCost_CP,meanPIdx,OpportunityCost,bioYield,energyPot,CO2red,N2Ored,SUM_cropAcres,SUM_pctWScropAcres,MEAN_Nrate,MEAN_NO3conc,SUM_cpNO3load,SUM_cpNO3LoadReduced,SUM_cpWSNO3LoadPct,SUM_cpSEDload,SUM_cpSEDloadlbs,SUM_cpSEDLoadReduced,SUM_cpWSSEDLoadPct,TotalCost,TotalCost_CP,DCredNO3,TCredNO3,DCredSED,TCredSED,MLRA,HUC12,FBndID,radial
149,4028,4.558822632,1002.712621,32761.54663,8.092102051,3592.352295,47185.04688,56,1477.294189,15.40882015,179.6176147,4.467646122,1.276470304,182.4799787,0.020636509,140.9172455,12.5997344,4598,2392,0.013101844,51.18761105,102376,38.39070829,0.000146536,5069.646484,48662.33984,1.501819491,2.119417429,93.57348633,132.0540009,108,070801030603,F070801030603_743,24
150,4036,4.469132423,1047.329521,23640.07692,5.83909893,3521.67627,34047.78516,86,1637.049805,15.10566711,176.0838165,4.379749775,1.251357079,184.3564166,0.020848713,134.1880398,12.03487837,4590,2386,0.01306898,179.3544341,358708,134.515824,0.000513441,5158.726074,35684.83594,1.475974917,2.162081242,26.1803875,38.35033035,108,070802060601,F070802060601_102,16
151,4039,11.76595211,1533.07503,59767.25296,14.76251125,9271.570313,86080.20313,75,3609.434082,39.76891708,463.5785217,11.53063297,3.294466496,240.4683213,0.027194362,143.1514926,12.79199208,6915,3596,0.019696585,87.99696114,175994,65.99772197,0.00025191,12881.00391,89689.64063,2.578300953,3.582036734,140.4831848,195.1734619,108,070801030603,F070801030603_430,16
152,4112,7.357284546,1258.332485,42658.18015,10.53657055,5797.540039,61438.74219,88,3022.731445,24.86762238,289.8770142,7.210138798,2.060039759,185.8746683,0.021020411,136.0999527,12.20434952,5217,2714,0.014865554,144.5573035,289114,108.4179737,0.000413827,8820.271484,64461.47266,2.136160612,3.249915838,53.47397614,81.35433197,108,070802060602,F070802060602_205,24
153,4203,5.977594852,1344.865271,34909.23412,8.622580528,4710.344727,50278.26563,86,2417.426758,20.20427132,235.5172424,5.858042717,1.673726559,177.9063674,0.020119283,132.6999756,11.92460575,4485,2333,0.01277868,124.8978175,249795,93.67336118,0.000357547,7127.771484,52695.69141,2.019007683,3.05519557,50.28478241,76.09176636,108,070802060601,F070802060601_26,16
154,4272,8.619857788,1212.784517,50134.03972,12.38310814,6792.447754,72205.90625,76,3068.038818,29.13511848,339.622406,8.447460175,2.413560152,433.5922108,0.049034582,138.0207748,12.36534182,11283,5867,0.032135668,327.3672817,654735,245.5254639,0.00093716,9860.486328,75273.94531,1.157737851,1.680669188,27.66494179,40.16074753,108,070801030603,F070801030603_443,16
155,4308,7.998835087,1449.037336,48250.08403,11.91777039,6303.082031,69492.51563,87,3380.11792,27.03606224,315.1541138,7.838858604,2.239673853,230.430851,0.026059233,131.0003764,11.79865424,5717,2974,0.016289667,176.9012403,353802,132.6759319,0.000506418,9683.200195,72872.63281,2.119395494,3.255951643,47.50735092,72.98384857,108,070802060601,F070802060601_249,24
156,4341,2.971901178,861.3034773,17319.76656,4.277982235,2341.858154,24944.91406,53,739.1498413,10.04502583,117.0929031,2.912463188,0.832132339,196.1838555,0.022186269,135.8740784,11.17032115,4970,2584,0.014153497,214.8851569,429770,161.1638701,0.000615156,3081.008057,25684.06445,0.906291842,1.192340612,14.5309124,19.11723709,108,070801030409,F070801030409_30,16
157,4343,4.931759357,961.8915775,28527.33529,7.046251774,3886.226318,41086.69531,86,1975.487183,16.66934586,194.3113251,4.833124161,1.380892634,147.7549955,0.016709489,132.6195897,11.92067187,3690,1918,0.010505576,101.8537096,203707,76.39028002,0.000291578,5861.713379,43062.18359,2.026186705,3.056159258,50.87331009,76.73375702,108,070802060601,F070802060601_56,24
158,4354,8.387493134,1698.819213,50672.23944,12.51604271,6609.344727,72981.04688,86,3508.997803,28.34972763,330.4672241,8.219743729,2.348498106,391.4285747,0.044266331,131.7726718,11.85588724,9783,5088,0.027868805,329.2923373,658583,246.9692482,0.000942671,10118.34277,76490.04688,1.299006462,1.988667965,26.76181221,40.97005081,108,070802060601,F070802060601_42,16
159,4416,9.392474174,1757.787428,54968.13794,13.57713032,7401.269531,79168.25,87,3850.745361,31.74656296,370.0634766,9.20462513,2.629892826,311.2733411,0.035201643,134.6125031,12.08022797,7773,4042,0.022139487,373.3672344,746734,280.0254339,0.001068845,11252.01465,83018.99219,1.831090927,2.783774137,26.43070412,40.18211746,108,070802060601,F070802060601_172,16
160,4439,5.469135761,1250.56392,34940.7811,8.630373001,4309.679199,50323.70313,87,2447.746338,18.48567963,215.4839478,5.359753132,1.531358004,154.9862446,0.017527265,130.9999786,11.79862614,3846,2000,0.010954719,149.3368003,298674,112.0026021,0.000427509,6757.425781,52771.44922,2.154839516,3.378712893,38.47838593,60.33275604,108,070802060601,F070802060601_93,16
161,4575,2.797635317,1110.876632,19968.52411,4.932225227,2204.536621,28759.80469,65,1045.138672,9.456007004,110.2268295,2.741682529,0.783337891,149.0046272,0.016850809,138.4801483,12.38822403,3954,2056,0.011261451,382.0362148,764073,286.5271654,0.001093662,3249.675293,29804.94336,1.072245479,1.580581427,7.693988323,11.34159565,108,070802060602,F070802060602_156,24
162,4620,4.598642826,1180.417674,27334.3944,6.751595497,3623.730469,39368.55469,79,1738.805908,15.54341316,181.1865234,4.506669998,1.287619948,123.2384039,0.013936928,139.4985962,6.800087631,2351,1223,0.006698811,283.6534607,567307,212.7400937,0.00081202,5362.536133,41107.35938,2.9629848,4.384739399,17.03360367,25.20698357,108,070802060407,F070802060407_46,32
163,4643,18.3041172,2533.504729,94159.96904,23.25751305,14423.64453,135614.5625,86,6520.476563,61.86791611,721.1821899,17.93803406,5.125152588,687.4833802,0.077746922,135.5085343,12.15007309,17508,9104,0.049865881,878.1272401,1756254,658.5954429,0.002513831,20944.12109,142135.0313,1.584319472,2.300540447,21.90061378,31.80119324,108,070802060601,F070802060601_181,16
164,4645,6.45810318,1092.715706,38495.10696,9.508291245,5088.985352,55442.84766,70,2169.791992,21.82838821,254.4492645,6.328941345,1.808268905,166.7421274,0.018856728,139.2169291,12.44459613,4554,2369,0.012975865,412.667356,825336,309.5005181,0.00118135,7258.777344,57612.64063,2.148157597,3.064068079,16.44257545,23.45319939,108,070801030408,F070801030408_117,8
165,4687,27.50860023,2660.768203,163750.8728,40.44646454,21676.77734,235843.3281,86,11339.57031,92.97907257,1083.838867,26.95842743,7.702407837,960.4902841,0.108621045,140.907196,12.59171375,24021,12492,0.068423176,564.0262929,1128053,423.0197247,0.001614648,33016.34766,247182.9063,1.735252738,2.642999411,51.24294662,78.04919434,108,070801030603,F070801030603_271,24
166,4728,14.7741909,2544.406578,85112.01209,21.02266693,11642.0625,122583.1719,75,5140.041992,49.93676376,582.1031494,14.47870731,4.136773586,324.6166124,0.036710622,133.4787941,11.98409295,8069,4194,0.022972046,128.06862,256138,96.05146521,0.000366624,16782.10547,127723.2109,2.775885105,4.001455784,121.2065048,174.7199249,108,070801030603,F070801030603_251,24
167,4741,3.495539427,884.6872397,24381.92271,6.022335052,2754.485107,35116.23438,84,1649.15625,11.81492329,137.7242584,3.425628662,0.978751063,154.0545853,0.017421905,138.9329262,12.41782761,3822,1988,0.010888991,91.03485302,182069,68.27614072,0.000260607,4403.641602,36765.39063,1.385555863,2.215111494,40.34330368,64.49752045,108,070802060801,F070802060801_98,24
168,4746,15.89254951,2350.274701,95965.20963,23.70340729,12523.3291,138214.5625,88,6800.033691,53.71681595,626.1664429,15.57469845,4.449913979,947.9733333,0.107205514,135.1770041,12.12329074,24103,12534,0.068653225,1201.565671,2403131,901.1742706,0.003439744,19323.36328,145014.5938,0.999148667,1.541675687,13.89667892,21.44242668,108,070802060601,F070802060601_109,16
169,4770,7.171487808,2251.866321,43513.37322,10.74780273,5651.132324,62670.4375,72,2522.724365,24.23962784,282.5566101,7.028058052,2.008016586,279.1823888,0.031572504,142.3907928,12.67997665,7395,3844,0.02105497,216.0100551,432021,162.0075402,0.000618376,8173.856445,65193.16016,1.470117688,2.126393557,34.88190842,50.45355606,108,070801030603,F070801030603_16,24
170,4771,4.517436981,1203.525173,31986.2667,7.900608063,3559.740234,46068.44531,67,1725.650757,15.26893711,177.9870148,4.427088261,1.264882326,223.6548388,0.025292939,136.6670502,11.22086719,4851,2523,0.013819378,434.9424316,869885,326.2068161,0.001245118,5285.391113,47794.09766,1.410915613,2.094883442,10.91252518,16.20257759,108,070801030407,F070801030407_7,8
171,4778,5.595610619,1007.231615,30378.12168,7.503396034,4409.341309,43752.30078,87,2128.113037,18.91316414,220.4670563,5.483698368,1.56677103,173.6995878,0.019643542,145.8751373,12.94991159,4752,2472,0.013540033,155.7606845,311522,116.8205109,0.000445899,6537.454102,45880.41406,1.783714175,2.644601107,37.74458313,55.96152496,108,070802060601,F070802060601_63,16
172,4857,4.94375515,1205.620295,26248.45162,6.483367443,3895.678955,37804.51563,87,1838.812622,16.70989227,194.7839508,4.844880104,1.384251475,145.5442928,0.016459483,132.2144972,10.54630034,3611,1878,0.010286481,63.70154537,127404,47.77615935,0.00018236,5734.491699,39643.32813,2.074376345,3.053509951,81.5402298,120.0283127,108,070801030407,F070801030407_444,8
173,4958,9.765017509,1369.432611,62836.1638,15.52053261,7694.833984,90500.22656,88,4452.530273,33.00576019,384.7416992,9.569717407,2.734205008,390.3157425,0.044140482,131.0000629,11.79863191,9683,5035,0.027578505,362.781014,725562,272.0857568,0.00103854,12147.36426,94952.75781,1.528268933,2.412584782,28.28091431,44.64535141,108,070802060601,F070802060601_130,16
174,5010,7.630419731,1136.500309,44120.87797,10.89785671,6012.770508,63545.40234,84,2984.269043,25.79081917,300.6385498,7.477811337,2.136517525,182.3156548,0.020617925,141.0591927,12.6068269,4963,2580,0.014131588,131.6071999,263214,98.70540333,0.000376754,8997.039063,66529.67188,2.33053112,3.48722434,60.91632462,91.15042114,108,070801030603,F070801030603_130,24
175,5033,5.178691387,981.2045463,29325.30988,7.24335146,4080.808838,42235.98047,81,1912.679443,17.50397682,204.0404358,5.075117588,1.450033545,145.8785731,0.016497286,134.7770106,12.08325307,2817,1465,0.008024332,76.04990119,152100,57.03742681,0.000217709,5993.488281,44148.66016,2.785535097,4.091118336,71.54615784,105.0799179,108,070801030603,F070801030603_377,24
176,5057,3.204710484,791.9770426,19230.20477,4.749860764,2525.311768,27696.4375,80,1238.763672,10.83192158,126.2655945,3.140616179,0.897318959,184.4373116,0.020857862,133.4284123,11.98791272,4599,2393,0.013107321,479.5616417,959123,359.6712332,0.00137285,3764.075439,28935.20117,1.055291176,1.572952509,7.021166801,10.46532249,108,070802060601,F070802060601_327,16
177,5059,11.89603233,1965.659405,72749.88707,17.96922302,9374.073242,104778.5391,88,5155.010742,40.20858765,468.7036743,11.65811157,3.330888987,650.3732491,0.073550169,131.7092692,11.85118564,16185,8416,0.046097458,314.6239181,629248,235.9679366,0.00090068,14529.08398,109933.5469,1.113839507,1.726364493,39.72604752,61.57228088,108,070802060601,F070802060601_261,8
178,5081,10.18933964,2126.144674,60954.98995,15.05588245,8029.199707,87790.85156,71,3484.834473,34.43996811,401.4599915,9.985552788,2.853015184,705.9624686,0.079836707,138.0016147,11.96714767,18233,9482,0.051936323,850.9900392,1701980,638.2425268,0.002436145,11514.03418,91275.6875,0.84678334,1.214304328,12.58017063,18.04021835,108,070801030603,F070801030603_321,24
179,5095,2.91297245,908.2288799,23774.26308,5.872242928,2295.422363,34241.04688,43,823.1710205,9.84584713,114.7711182,2.854712963,0.815632284,180.613277,0.020425405,135.5331757,12.14023495,4640,2412,0.013211391,127.2207928,254442,95.41559505,0.000364197,3118.593262,35064.21875,0.951667666,1.29294908,24.05709839,32.68431473,108,070801030408,F070801030408_51,8
180,5135,19.07958603,3839.804484,120185.1647,29.6857357,15034.71387,173097.5313,83,8032.366211,64.48899841,751.7357178,18.69799423,5.342284203,1069.934427,0.120997992,138.8500151,11.65216412,26876,13975,0.0765461,1945.598026,3891197,1459.198541,0.005569699,23067.08008,181129.8906,1.075829268,1.650596023,10.30340481,15.80804729,108,070802060602,F070802060602_207,24
181,5162,11.45738697,2208.324471,62030.0915,15.32143307,9028.420898,89339.27344,83,4145.67334,38.72596741,451.421051,11.22823906,3.208068371,219.7421446,0.024850456,134.4005737,11.07152656,5455,2836,0.015533792,73.40540635,146810,55.05405402,0.000210139,13174.09375,93484.94531,3.183505297,4.645308018,163.9919434,239.2937927,108,070801030407,F070801030407_107,8
182,5165,20.46266365,2680.765889,128711.9741,31.79185677,16124.5791,185378.3125,89,9224.088867,69.1638031,806.2289429,20.05340958,5.729545593,640.9360377,0.072482922,132.1346936,11.88889906,15918,8276,0.045330628,215.7117147,431423,161.7837856,0.000617522,25348.66797,194602.4063,1.948354125,3.062912941,99.66745758,156.682373,108,070802060601,F070802060601_230,8
183,5167,8.86076355,1792.614227,69063.72802,17.05874062,6982.281738,99469.51563,87,4838.200195,29.94938087,349.1140747,8.683547974,2.481013775,209.5394488,0.023696642,133.3173967,11.97035642,5234,2725,0.014925805,132.8912216,265781,99.66841546,0.00038043,11820.48242,104307.7188,2.562305212,4.33779192,70.05510712,118.5980759,108,070802060601,F070802060601_211,16
184,5180,3.965475559,1046.648959,24143.89441,5.963541985,3124.794678,34773.41406,87,1691.379395,13.40330696,156.2397308,3.886166096,1.110333204,152.8018209,0.017280231,139.2571934,12.44228363,3923,2041,0.011179291,109.3377115,218676,82.00328099,0.000313003,4816.173828,36464.79297,1.531011581,2.359712839,38.10572815,58.73147583,108,070802060601,F070802060601_220,16
185,5202,4.285514832,1034.204859,28495.33775,7.038348198,3376.985596,41040.60938,76,1743.821167,14.48503971,168.8492889,4.199804306,1.199944139,134.1217289,0.015167715,137.3747559,12.28734362,3618,1882,0.010308391,348.1964284,696392,261.1473245,0.000996788,5120.806641,42784.42969,1.794360042,2.720938683,12.93134308,19.608881,108,070802060602,F070802060602_167,24
186,5226,1.509645581,863.12729,12132.21522,2.996657133,1189.600708,17473.50781,76,742.4517212,5.102602005,59.48003769,1.47945261,0.422700763,165.4732275,0.018713229,132.7011169,8.846205541,3582,1863,0.010204321,507.3561711,1014712,380.5171328,0.001452418,1932.05249,18215.95898,0.638540387,1.037065268,3.126273632,5.077438831,108,070802060406,F070802060406_150,32
187,5251,11.54686451,1789.27056,59500.24027,14.69655895,9098.929688,85695.63281,75,3593.308594,39.02840042,454.9464722,11.31592751,3.23312211,441.221042,0.04989732,138.6774834,11.87383344,11493,5977,0.032738178,687.3667885,1374734,515.5250902,0.001967737,12692.23828,89288.9375,1.522323847,2.123513222,17.64982986,24.62001991,108,070801030603,F070801030603_47,24
188,5299,11.59117508,2636.454839,73554.66215,18.16800117,9133.845703,105937.6172,78,4619.759277,39.17817307,456.6922913,11.35935116,3.245528936,423.8399195,0.047931703,145.9106607,12.28878747,11405,5931,0.03248622,789.0213008,1578045,591.7659703,0.002258745,13753.60547,110557.375,1.540017843,2.318935394,15.43489552,23.24162865,108,070801030607,F070801030607_291,32
189,5303,8.395406723,1685.298508,51848.92855,12.80668545,6615.580566,74675.78125,79,3298.233887,28.37647438,330.7790222,8.227499008,2.350713968,605.9706891,0.06852872,138.7529289,12.39675723,14761,7677,0.042049689,450.3944472,900789,337.7958359,0.001289352,9913.814453,77974.01563,0.861740351,1.291365743,19.58455276,29.34853935,108,070801030605,F070801030605_45,32
190,5305,11.60227966,2229.628132,67857.249,16.76074028,9142.59668,97731.875,87,4753.681152,39.21570587,457.1298218,11.37023449,3.248638391,284.8303125,0.032211223,140.7139675,12.54645933,7664,3986,0.021832755,293.5050759,587010,220.1288123,0.000840222,13896.27734,102485.5547,2.293677092,3.486271381,41.53293991,63.1279335,108,070801030303,F070801030303_11,8
191,5315,4.919545174,1041.740318,27180.79652,6.713656902,3876.601563,39147.33203,86,1882.240723,16.6280632,193.8300781,4.821154118,1.377472639,140.8446705,0.015928006,130.99935,11.79858189,3494,1817,0.009952362,112.8345041,225669,84.62587857,0.000323013,5758.842285,41029.57422,2.133517742,3.169423342,45.80870056,68.05060577,108,070802060601,F070802060601_240,16
192,5341,5.12785244,1406.010281,36765.18253,9.081000328,4040.747803,52951.3125,86,2545.949219,17.33214188,202.037384,5.025295258,1.435798645,372.7869158,0.042158162,140.7869485,12.55613813,9772,5083,0.027841419,257.3683007,514737,193.0262284,0.000736773,6586.697266,55497.26172,0.794953346,1.2958287,20.93367195,34.12332916,108,070801030605,F070801030605_43,24
193,5363,3.852618694,1296.001163,25831.37997,6.380351067,3035.863525,37203.82813,74,1539.195923,13.02185154,151.7931824,3.775566339,1.078733206,180.1094063,0.020368423,140.405217,11.49507679,4817,2505,0.013720786,321.7801481,643560,241.3351114,0.000921166,4575.05957,38743.02344,1.211921573,1.826371074,12.57945251,18.95728874,108,070801030603,F070801030603_227,24
194,5372,6.707705021,1740.964216,36169.21161,8.933794975,5285.671387,52092.95703,86,2504.678711,22.67204285,264.2835693,6.573550701,1.878157377,324.5080068,0.03669834,130.9997584,11.79861069,8050,4186,0.022928227,275.3270869,550654,206.4953139,0.000788184,7790.350098,54597.63672,1.262702227,1.861048698,25.59705162,37.72652435,108,070802060601,F070802060601_265,16
195,5375,1.623745918,721.8948949,13044.48431,3.221987724,1279.511841,18787.41016,54,567.1986694,5.488261223,63.97558975,1.591271043,0.454648852,136.7160549,0.015461105,133.8323631,12.01206088,3429,1784,0.009771609,166.6518097,333304,124.9888573,0.000477077,1846.710449,19354.60938,0.71721518,1.035151601,10.23700714,14.77500057,108,070802060406,F070802060406_134,32
196,5377,6.352525711,1153.028798,37393.93049,9.236300468,5005.790039,53856.86719,92,2770.151611,21.47153664,250.2895203,6.225475311,1.778707147,182.9863493,0.020693774,131.0003967,11.79865551,4540,2360,0.012926569,63.39580232,126792,47.54685182,0.000181484,7775.941406,56627.01953,2.121097565,3.294890404,105.2812119,163.5427246,108,070802060601,F070802060601_170,16
197,5388,2.439200401,704.7364192,15830.82599,3.910213947,1922.089966,22800.45703,80,1019.783813,8.244497299,96.10449219,2.390416384,0.682976127,118.301496,0.013378618,133.1273384,7.325017129,984,511,0.002798931,87.63191414,175264,65.72393703,0.000250865,2941.873779,23820.24023,3.761428595,5.757091522,29.24489975,44.76107025,108,070802060302,F070802060302_187,32
198,5427,9.985375404,1791.59878,63750.73575,15.74643135,7868.475586,91817.4375,77,3952.669189,33.75056839,393.4237976,9.785667419,2.795905113,342.9950838,0.038789028,145.7338911,12.96255003,9355,4865,0.026647354,331.0021883,662004,248.2516403,0.000947566,11821.14453,95770.10938,1.61736393,2.429834366,31.69556427,47.61758804,108,070801030303,F070801030303_614,16
199,5436,5.156527519,970.4394105,28316.81073,6.994252205,4063.34375,40783.48438,76,1732.895996,17.4290638,203.1671906,5.053397179,1.443827748,120.1952006,0.013592775,139.1473312,9.381852161,2276,1183,0.006479716,328.779262,657558,246.5844428,0.000941202,5796.239746,42516.37891,3.434779167,4.899610996,16.478508,23.50610542,108,070801030303,F070801030303_344,16
200,5445,14.59255791,2583.909643,90029.54958,22.23729897,11498.93555,129665.6875,85,6161.955566,49.32284546,574.9467773,14.30070686,4.085916042,461.9748215,0.052244347,134.6724487,12.07966267,11567,6014,0.03294084,257.6146573,515228,193.2109928,0.000737478,17660.89063,135827.6406,1.912027836,2.936629534,59.51491547,91.40727997,108,070802060601,F070802060601_219,16
201,5504,8.238694191,1658.815249,41950.94916,10.36188412,6492.09082,60420.14453,73,2465.921143,27.8467865,324.6045532,8.07392025,2.306834459,398.3569197,0.045049852,138.9830073,10.61285462,9705,5046,0.027638756,496.6615964,993322,372.4961959,0.001421802,8958.011719,62886.06641,1.286581635,1.775269866,17.42860985,24.04859924,108,070801030603,F070801030302_9,24
202,5523,3.165332317,993.0566255,20959.0368,5.176882267,2494.281982,30186.40039,77,1299.500854,10.69882298,124.7140961,3.102025747,0.886293054,168.2669193,0.019029166,150.8331112,12.20264391,3618,1882,0.010308391,423.0399702,846080,317.2799823,0.001211044,3793.782715,31485.90039,1.32533586,2.015825033,7.86145401,11.95720768,108,070801030303,F070801030303_176,8
203,5537,6.348676682,1244.747026,35657.99071,8.807523727,5002.757324,51356.67188,76,2182.1521,21.45852661,250.1378632,6.221703053,1.777629495,244.2798215,0.027625401,150.3729162,12.03502383,5624,2925,0.016021277,732.9781593,1465958,549.7336243,0.00209831,7184.90918,53538.82422,1.710344434,2.456379175,9.100329399,13.06980133,108,070801030303,F070801030303_465,8
204,5551,5.682451248,1302.302673,33013.61832,8.154363632,4477.771484,47548.09375,70,1860.825806,19.20668602,223.8885803,5.568802357,1.591086388,436.115359,0.049319922,145.7811025,12.96879315,11880,6178,0.033839127,431.3516132,862702,323.5137095,0.001234838,6338.597168,49408.91797,0.724793077,1.025995016,13.84105682,19.59297943,108,070801030303,F070801030303_469,16
205,5552,12.00622368,1746.359436,93872.4931,23.18650627,9460.904297,135200.5156,79,5971.452148,40.58103561,473.0452271,11.76609898,3.361742735,554.0499628,0.062657048,140.2548513,11.18966331,12665,6588,0.036084845,1044.776226,2089554,783.582163,0.0029909,15432.35645,141171.9688,1.436081409,2.342494965,12.07391453,19.69462395,108,070801030303,F070801030303_10,8
206,5559,7.138618946,1420.32912,42131.81698,10.40655899,5625.231934,60680.64453,91,3087.209717,24.12853241,281.2615967,6.995846748,1.998813272,358.5526617,0.040548422,133.4286608,11.98792989,9135,4749,0.026011981,152.3256212,304651,114.2442173,0.000436065,8712.441406,63767.85547,1.184508681,1.834584475,49.23865891,76.2615509,108,070802060601,F070802060601_33,8
207,5591,8.477972984,1277.169398,50416.25731,12.45281601,6680.642578,72612.36719,94,3816.040527,28.6555481,334.032135,8.308413506,2.373832464,226.4331617,0.025607137,131.0002117,11.79864252,5617,2921,0.015999367,90.32962331,180660,67.74721862,0.000258588,10496.68359,76428.40625,2.287107944,3.593523979,98.6113205,154.9389648,108,070801030303,F070801030303_713,8
208,5610,3.244892597,1426.786838,25020.64748,6.180099964,2556.975342,36036.16406,72,1450.593262,10.9677372,127.8487701,3.179994822,0.908569932,150.4538977,0.017014706,140.8031311,11.51889194,3162,1644,0.009004779,202.8978906,405795,152.1734169,0.000580839,4007.568604,37486.75781,1.555337787,2.437693834,16.80303574,26.33553696,108,070801030605,F070801030605_64,24
209,5648,1.966004491,841.8831258,14887.42626,3.677194357,1549.211548,21441.7207,40,479.506134,6.645095348,77.46057892,1.92668438,0.55048126,204.3478372,0.023109527,133.1254654,11.95613527,5208,2708,0.01483269,247.5417822,495084,185.6563333,0.000708642,2028.717651,21921.22656,0.57208699,0.74915719,8.344511986,10.92727375,108,070801030303,F070801030303_421,8
210,5649,4.503094196,1063.108322,31759.58611,7.844617844,3548.438232,45741.96484,77,1969.156006,15.22045803,177.4219055,4.413032532,1.260866404,181.0612905,0.02047607,141.6855403,12.65118326,4770,2481,0.013589329,135.3634637,270727,101.5225964,0.000387507,5517.594238,47711.12109,1.430245161,2.223939657,34.95220184,54.34843445,108,070801030303,F070801030303_98,8
211,5662,6.680207729,1076.954405,39301.165,9.707387924,5264.003906,56603.77734,79,2500.040771,22.57910156,263.2001953,6.54660368,1.870458126,125.8609859,0.014233514,139.4988963,10.84618723,2940,1529,0.008374883,175.8257259,351652,131.8692964,0.000503339,7764.044922,59103.81641,3.442775726,5.077857971,39.91834259,58.87681961,108,070801030302,F070801030302_175,16
212,5715,4.48951149,1017.70337,26196.73612,6.470593929,3537.735107,37730.03125,83,1750.813354,15.1745491,176.8867493,4.399721146,1.25706327,141.7821114,0.016034021,143.591807,12.84977415,3724,1937,0.010609645,106.1498601,212299,79.61239691,0.000303877,5288.54834,39480.84375,1.826399088,2.730278015,44.43698883,66.42870331,108,070801030302,F070801030302_90,16
213,5722,3.568243027,989.7709032,21510.62818,5.313125134,2811.775391,30980.83203,78,1351.021484,12.06066132,140.5887756,3.496878147,0.999108076,178.1568156,0.020147606,138.5547926,11.25789665,4248,2210,0.012104965,197.4263968,394853,148.0698001,0.000565176,4162.796875,32331.85352,1.272296548,1.883618474,18.98952675,28.11374664,108,070801030302,F070801030302_77,16
214,5760,5.38612318,1517.600729,39624.38509,9.787222862,4244.265137,57069.29688,76,2424.882568,18.2050972,212.2132568,5.278400898,1.508114457,268.0169731,0.030309816,145.2470463,11.46473007,6701,3484,0.019083121,773.5947326,1547189,580.1960471,0.002214584,6669.147461,59494.17969,1.218216181,1.914221406,7.315226078,11.49464512,108,070801030303,F070801030303_185,8
215,5792,10.6166687,1762.543916,67595.28925,16.69603729,8365.93457,97354.59375,88,4789.758789,35.88433838,418.2967529,10.40433502,2.972667217,522.7214291,0.059114131,142.3660646,12.69463663,13763,7157,0.039201462,484.4679018,968934,363.3509238,0.001386895,13155.69336,102144.3516,1.168916345,1.838157535,23.02439308,36.2065773,108,070802060603,F070802060603_324,16
216,5795,14.95109749,2688.216465,98003.05614,24.20675468,11781.46484,141149.5938,75,5918.551758,50.53470993,589.0732422,14.65207577,4.18630743,912.2011527,0.103160068,144.1207076,12.84673317,24878,12937,0.070860601,806.3242146,1612646,604.7431573,0.002308279,17700.01563,147068.1406,0.910679817,1.368170023,19.48176575,29.26865005,108,070801030606,F070801030606_6,32
217,5813,9.324584961,1660.587819,59243.52599,14.63315105,7347.772949,85325.90625,83,3959.437988,31.51709747,367.3886414,9.138092995,2.610883713,249.3515729,0.028198961,144.883754,11.86842896,6485,3373,0.018475134,174.9044109,349810,131.1783098,0.000500702,11307.21094,89285.34375,2.178408861,3.352271318,56.0136261,86.197258,108,070801030302,F070801030302_271,16
218,5847,6.724343777,1471.61554,40948.20293,10.11420631,5298.782715,58975.9375,86,2835.618896,22.72828102,264.9391479,6.589857101,1.882816315,254.7662823,0.028811306,134.6333435,12.09279871,6548,3405,0.018650409,173.3045715,346608,129.9784269,0.000496122,8134.401367,61811.55469,1.55617702,2.388957739,40.76663208,62.58270264,108,070801030303,F070801030303_31,8
219,5867,7.040180683,1647.304779,44625.83384,11.0225811,5547.662598,64272.67188,75,2695.020996,23.7958107,277.3831177,6.899376869,1.971250534,364.5387082,0.041225379,144.1081919,12.85851148,9778,5086,0.027857851,254.8363033,509673,191.1272308,0.000729524,8242.683594,66967.69531,1.090771198,1.620661378,29.02601814,43.12668228,108,070801030605,F070801030605_149,32
220,5906,16.14931679,2527.327792,90639.33076,22.38791466,12725.66211,130543.9297,88,6422.64502,54.58469009,636.2830811,15.82633018,4.521808624,511.0870681,0.05779841,139.6218589,11.7159871,12182,6335,0.034699073,189.742965,379485,142.3072233,0.000543181,19148.30664,136966.5781,2.00878644,3.022621393,89.42386627,134.5561066,108,070802060601,F070802060601_158,16
221,5918,7.427920818,1303.901853,41399.57395,10.22569466,5853.20166,59626.02734,89,2966.883057,25.10637283,292.6600952,7.279362202,2.079817772,152.6689194,0.017265201,132.5482309,11.93963487,3959,2058,0.011272406,65.25993483,130520,48.94495119,0.000186821,8820.084961,62592.91016,2.844121218,4.285755634,119.5874481,180.2041779,108,070801030303,F070801030303_533,8
222,5921,4.360638142,909.5011277,24462.92982,6.042343616,3436.182861,35232.90625,72,1418.258911,14.73895645,171.8091431,4.273425579,1.220978737,147.8217524,0.016717039,133.1770096,11.96724284,3780,1966,0.010768489,82.00972392,164018,61.5072934,0.000234771,4854.441895,36651.16406,1.747804046,2.469197273,55.86626816,78.9246521,108,070801030303,F070801030303_399,8
