OBJECTID,SiteID,MAX_BuffAreaAc,Shape_Length,Shape_Area,opAcres,DirectCost,DirectCost_CP,meanPIdx,OpportunityCost,bioYield,energyPot,CO2red,N2Ored,SUM_cropAcres,SUM_pctWScropAcres,MEAN_Nrate,MEAN_NO3conc,SUM_cpNO3load,SUM_cpNO3LoadReduced,SUM_cpWSNO3LoadPct,SUM_cpSEDload,SUM_cpSEDloadlbs,SUM_cpSEDLoadReduced,SUM_cpWSSEDLoadPct,TotalCost,TotalCost_CP,DCredNO3,TCredNO3,DCredSED,TCredSED,FBndID,MLRA,HUC12
150,4036,4.469132423,1047.329521,23640.07692,5.83909893,10015.32617,26351.85352,86,1637.049805,15.10566711,176.0838165,4.379749775,1.251357079,184.3564166,0.020848713,134.1880398,12.03487837,4590,2386,0.01306898,179.3544341,358708,134.515824,0.000513441,11652.37598,27988.90234,4.197538376,4.883644581,74.45463562,86.62457275,F070802060601_102,108,070802060601
151,4039,11.76595211,1533.07503,59767.25296,14.76251125,26367.49805,66623.21094,75,3609.434082,39.76891708,463.5785217,11.53063297,3.294466496,245.7101956,0.027787161,143.1514926,12.79199208,6915,3596,0.019696585,87.99696114,175994,65.99772197,0.00025191,29976.93164,70232.64844,7.332452297,8.336188316,399.5213318,454.2116089,F070801030603_430,108,070801030603
152,4112,7.357284546,1258.332485,42658.18015,10.53657055,16487.67383,47551.54297,88,3022.731445,24.86762238,289.8770142,7.210138798,2.060039759,185.8746683,0.021020411,136.0999527,12.20434952,5217,2714,0.014865554,144.5573035,289114,108.4179737,0.000413827,19510.40625,50574.27344,6.075045586,7.188801289,152.0751038,179.9554596,F070802060602_205,108,070802060602
153,4203,5.977594852,1344.865271,34909.23412,8.622580528,13395.79004,38913.70703,86,2417.426758,20.20427132,235.5172424,5.858042717,1.673726559,184.2565485,0.020837419,132.6999756,11.92460575,4485,2333,0.01277868,124.8978175,249795,93.67336118,0.000357547,15813.2168,41331.13281,5.741873264,6.77806139,143.0053253,168.8123169,F070802060601_26,108,070802060601
154,4272,8.619857788,1212.784517,50134.03972,12.38310814,19317.10156,55884.96875,76,3068.038818,29.13511848,339.622406,8.447460175,2.413560152,438.7791372,0.049621167,138.0207748,12.36534182,11283,5867,0.032135668,327.3672817,654735,245.5254639,0.00093716,22385.14063,58953.00781,3.292500734,3.815432072,78.67656708,91.17237854,F070801030603_443,108,070801030603
155,4308,7.998835087,1449.037336,48250.08403,11.91777039,17925.38867,53784.89844,87,3380.11792,27.03606224,315.1541138,7.838858604,2.239673853,243.7046884,0.02756036,131.0003764,11.79865424,5717,2974,0.016289667,176.9012403,353802,132.6759319,0.000506418,21305.50586,57165.01563,6.027366638,7.163922787,135.1065521,160.5830536,F070802060601_249,108,070802060601
156,4341,2.971901178,861.3034773,17319.76656,4.277982235,6660.030762,19306.5332,53,739.1498413,10.04502583,117.0929031,2.912463188,0.832132339,205.3147558,0.023218875,135.8740784,11.17032115,4970,2584,0.014153497,214.8851569,429770,161.1638701,0.000615156,7399.180664,20045.68359,2.577411175,2.863460064,41.32458878,45.91091537,F070801030409_30,108,070801030409
157,4343,4.931759357,961.8915775,28527.33529,7.046251774,11052.07227,31799.73438,86,1975.487183,16.66934586,194.3113251,4.833124161,1.380892634,151.424225,0.017124439,132.6195897,11.92067187,3690,1918,0.010505576,101.8537096,203707,76.39028002,0.000291578,13027.55957,33775.22266,5.762290001,6.792262554,144.6790314,170.5394897,F070802060601_56,108,070802060601
158,4354,8.387493134,1698.819213,50672.23944,12.51604271,18796.37305,56484.90234,86,3508.997803,28.34972763,330.4672241,8.219743729,2.348498106,400.4502381,0.045286584,131.7726718,11.85588724,9783,5088,0.027868805,329.2923373,658583,246.9692482,0.000942671,22305.37109,59993.89844,3.69425559,4.383917332,76.1081543,90.31639099,F070802060601_42,108,070802060601
159,4416,9.392474174,1757.787428,54968.13794,13.57713032,21048.53516,61273.58984,87,3850.745361,31.74656296,370.0634766,9.20462513,2.629892826,332.9761559,0.037655996,134.6125031,12.08022797,7773,4042,0.022139487,373.3672344,746734,280.0254339,0.001068845,24899.28125,65124.33594,5.207455635,6.160139084,75.16651154,88.9179306,F070802060601_172,108,070802060601
160,4439,5.469135761,1250.56392,34940.7811,8.630373001,12256.33301,38948.875,87,2447.746338,18.48567963,215.4839478,5.359753132,1.531358004,161.1145048,0.018220305,130.9999786,11.79862614,3846,2000,0.010954719,149.3368003,298674,112.0026021,0.000427509,14704.0791,41396.62109,6.128166676,7.352039337,109.4290009,131.283371,F070802060601_93,108,070802060601
161,4575,2.797635317,1110.876632,19968.52411,4.932225227,6269.500977,22259.13281,65,1045.138672,9.456007004,110.2268295,2.741682529,0.783337891,151.6952858,0.017155093,138.4801483,12.38822403,3954,2056,0.011261451,382.0362148,764073,286.5271654,0.001093662,7314.639648,23304.27148,3.049368143,3.55770421,21.88100052,25.52860832,F070802060602_156,108,070802060602
162,4620,4.598642826,1180.417674,27334.3944,6.751595497,10305.55859,30469.95117,79,1738.805908,15.54341316,181.1865234,4.506669998,1.287619948,143.1520398,0.016188945,139.4985962,6.800087631,2351,1223,0.006698811,283.6534607,567307,212.7400937,0.00081202,12044.36426,32208.75781,8.426458359,9.848213196,48.44201279,56.61539459,F070802060407_46,108,070802060407
163,4643,18.3041172,2533.504729,94159.96904,23.25751305,41019.52734,104961.1563,86,6520.476563,61.86791611,721.1821899,17.93803406,5.125152588,728.5326808,0.082389153,135.5085343,12.15007309,17508,9104,0.049865881,878.1272401,1756254,658.5954429,0.002513831,47540.00391,111481.6328,4.505660057,5.221880913,62.28334427,72.18392181,F070802060601_181,108,070802060601
164,4645,6.45810318,1092.715706,38495.10696,9.508291245,14472.60938,42910.91797,70,2169.791992,21.82838821,254.4492645,6.328941345,1.808268905,170.8980426,0.019326717,139.2169291,12.44459613,4554,2369,0.012975865,412.667356,825336,309.5005181,0.00118135,16642.40234,45080.71094,6.109163761,7.025074959,46.76118088,53.77180862,F070801030408_117,108,070801030408
165,4687,27.50860023,2660.768203,163750.8728,40.44646454,61646.77344,182534.8906,86,11339.57031,92.97907257,1083.838867,26.95842743,7.702407837,1002.392675,0.113359752,140.907196,12.59171375,24021,12492,0.068423176,564.0262929,1128053,423.0197247,0.001614648,72986.34375,193874.4688,4.934900284,5.842646599,145.7302551,172.536499,F070801030603_271,108,070801030603
166,4728,14.7741909,2544.406578,85112.01209,21.02266693,33108.96094,94875.29688,75,5140.041992,49.93676376,582.1031494,14.47870731,4.136773586,325.4061673,0.036799912,133.4787941,11.98409295,8069,4194,0.022972046,128.06862,256138,96.05146521,0.000366624,38249.00391,100015.3359,7.894363403,9.119934082,344.7002258,398.2136536,F070801030603_251,108,070801030603
167,4741,3.495539427,884.6872397,24381.92271,6.022335052,7833.503906,27178.79883,84,1649.15625,11.81492329,137.7242584,3.425628662,0.978751063,154.0545853,0.017421905,138.9329262,12.41782761,3822,1988,0.010888991,91.03485302,182069,68.27614072,0.000260607,9482.660156,28827.95508,3.940394402,4.769949913,114.732666,138.8868866,F070802060801_98,108,070802060801
168,4746,15.89254951,2350.274701,95965.20963,23.70340729,35615.20313,106973.4766,88,6800.033691,53.71681595,626.1664429,15.57469845,4.449913979,996.3078794,0.112671627,135.1770041,12.12329074,24103,12534,0.068653225,1201.565671,2403131,901.1742706,0.003439744,42415.23828,113773.5078,2.841487408,3.384014606,39.52088165,47.06663132,F070802060601_109,108,070802060601
169,4770,7.171487808,2251.866321,43513.37322,10.74780273,16071.30371,48504.83203,72,2522.724365,24.23962784,282.5566101,7.028058052,2.008016586,296.4432786,0.033524523,142.3907928,12.67997665,7395,3844,0.02105497,216.0100551,432021,162.0075402,0.000618376,18594.02734,51027.55469,4.18088007,4.837155819,99.20095825,114.7726059,F070801030603_16,108,070801030603
170,4771,4.517436981,1203.525173,31986.2667,7.900608063,10123.57617,35655.44531,67,1725.650757,15.26893711,177.9870148,4.427088261,1.264882326,229.107102,0.025909531,136.6670502,11.22086719,4851,2523,0.013819378,434.9424316,869885,326.2068161,0.001245118,11849.22656,37381.09766,4.012515545,4.696483135,31.03422546,36.32427597,F070801030407_7,108,070801030407
171,4778,5.595610619,1007.231615,30378.12168,7.503396034,12539.76367,33862.82813,87,2128.113037,18.91316414,220.4670563,5.483698368,1.56677103,177.9783177,0.02012742,145.8751373,12.94991159,4752,2472,0.013540033,155.7606845,311522,116.8205109,0.000445899,14667.87695,35990.94141,5.072720051,5.933607101,107.3421402,125.5590897,F070802060601_63,108,070802060601
172,4857,4.94375515,1205.620295,26248.45162,6.483367443,11078.95508,29259.4375,87,1838.812622,16.70989227,194.7839508,4.844880104,1.384251475,148.4257579,0.016785345,133.1253147,10.75544531,3611,1878,0.010286481,63.70154537,127404,47.77615935,0.00018236,12917.76758,31098.25,5.899337292,6.878470421,231.8929596,270.3810425,F070801030407_444,108,070801030407
173,4958,9.765017509,1369.432611,62836.1638,15.52053261,21883.4043,70044.16406,88,4452.530273,33.00576019,384.7416992,9.569717407,2.734205008,396.6972717,0.044862164,131.0000629,11.79863191,9683,5035,0.027578505,362.781014,725562,272.0857568,0.00103854,26335.93359,74496.69531,4.34625721,5.230572701,80.4283371,96.79277039,F070802060601_130,108,070802060601
174,5010,7.630419731,1136.500309,44120.87797,10.89785671,17099.77148,49182.02734,84,2984.269043,25.79081917,300.6385498,7.477811337,2.136517525,182.3156548,0.020617925,141.0591927,12.6068269,4963,2580,0.014131588,131.6071999,263214,98.70540333,0.000376754,20084.04102,52166.29688,6.627818584,7.784512043,173.2404785,203.4745789,F070801030603_130,108,070801030603
175,5033,5.178691387,981.2045463,29325.30988,7.24335146,11605.44727,32689.24609,81,1912.679443,17.50397682,204.0404358,5.075117588,1.450033545,147.2897713,0.016656877,134.7770106,12.08325307,2817,1465,0.008024332,76.04990119,152100,57.03742681,0.000217709,13518.12695,34601.92578,7.921806812,9.227390289,203.4707336,237.0045013,F070801030603_377,108,070801030603
176,5057,3.204710484,791.9770426,19230.20477,4.749860764,7181.756348,21436.12109,80,1238.763672,10.83192158,126.2655945,3.140616179,0.897318959,196.0048417,0.022166024,133.4284123,11.98791272,4599,2393,0.013107321,479.5616417,959123,359.6712332,0.00137285,8420.519531,22674.88477,3.0011518,3.518812895,19.96755791,23.41171265,F070802060601_327,108,070802060601
177,5059,11.89603233,1965.659405,72749.88707,17.96922302,26659.00781,81095.10156,88,5155.010742,40.20858765,468.7036743,11.65811157,3.330888987,660.3543276,0.07467892,131.7092692,11.85118564,16185,8416,0.046097458,314.6239181,629248,235.9679366,0.00090068,31814.01953,86250.10938,3.167657852,3.780182838,112.9772491,134.8234863,F070802060601_261,108,070802060601
178,5081,10.18933964,2126.144674,60954.98995,15.05588245,22834.31055,67947.19531,71,3484.834473,34.43996811,401.4599915,9.985552788,2.853015184,718.308285,0.081232885,138.0016147,11.96714767,18233,9482,0.051936323,850.9900392,1701980,638.2425268,0.002436145,26319.14453,71432.03125,2.408174515,2.775695562,35.77685547,41.23690033,F070801030603_321,108,070801030603
179,5095,2.91297245,908.2288799,23774.26308,5.872242928,6527.971191,26501.43164,43,823.1710205,9.84584713,114.7711182,2.854712963,0.815632284,186.3839307,0.021078003,135.5331757,12.14023495,4640,2412,0.013211391,127.2207928,254442,95.41559505,0.000364197,7351.14209,27324.60352,2.706455708,3.047737122,68.41618347,77.04340363,F070801030408_51,108,070801030408
180,5135,19.07958603,3839.804484,120185.1647,29.6857357,42757.35156,133971.7188,83,8032.366211,64.48899841,751.7357178,18.69799423,5.342284203,1086.380356,0.122857849,138.8500151,11.65216412,26876,13975,0.0765461,1945.598026,3891197,1459.198541,0.005569699,50789.71875,142004.0781,3.059560061,3.634326935,29.30194283,34.80658722,F070802060602_207,108,070802060602
181,5162,11.45738697,2208.324471,62030.0915,15.32143307,25676.00391,69145.625,83,4145.67334,38.72596741,451.421051,11.22823906,3.208068371,221.169497,0.025011874,134.4005737,11.07152656,5455,2836,0.015533792,73.40540635,146810,55.05405402,0.000210139,29821.67773,73291.29688,9.053598404,10.51540089,466.3780823,541.6799316,F070801030407_107,108,070801030407
182,5165,20.46266365,2680.765889,128711.9741,31.79185677,45856.82813,143476.6563,89,9224.088867,69.1638031,806.2289429,20.05340958,5.729545593,673.9507356,0.076216527,132.1346936,11.88889906,15918,8276,0.045330628,215.7117147,431423,161.7837856,0.000617522,55080.91797,152700.75,5.540941238,6.655499935,283.4451294,340.4600525,F070802060601_230,108,070802060601
183,5167,8.86076355,1792.614227,69063.72802,17.05874062,19856.9707,76986.09375,87,4838.200195,29.94938087,349.1140747,8.683547974,2.481013775,216.0181009,0.024429307,133.3173967,11.97035642,5234,2725,0.014925805,132.8912216,265781,99.66841546,0.00038043,24695.17188,81824.29688,7.286961555,9.062448502,199.2303314,247.7733002,F070802060601_211,108,070802060601
184,5180,3.965475559,1046.648959,24143.89441,5.963541985,8886.630859,26913.46484,87,1691.379395,13.40330696,156.2397308,3.886166096,1.110333204,152.8018209,0.017280231,139.2571934,12.44228363,3923,2041,0.011179291,109.3377115,218676,82.00328099,0.000313003,10578.00977,28604.84375,4.354057312,5.182758331,108.3692093,128.9949646,F070802060601_220,108,070802060601
185,5202,4.285514832,1034.204859,28495.33775,7.038348198,9603.838867,31764.06445,76,1743.821167,14.48503971,168.8492889,4.199804306,1.199944139,146.6585562,0.016585494,137.3747559,12.28734362,3618,1882,0.010308391,348.1964284,696392,261.1473245,0.000996788,11347.66016,33507.88672,5.102996349,6.029574871,36.77555847,43.4530983,F070802060602_167,108,070802060602
186,5226,1.509645581,863.12729,12132.21522,2.996657133,3383.115723,13523.91406,76,742.4517212,5.102602005,59.48003769,1.47945261,0.422700763,192.0728168,0.021721355,132.7011169,8.846205541,3582,1863,0.010204321,507.3561711,1014712,380.5171328,0.001452418,4125.567383,14266.36621,1.815950513,2.214475155,8.890836716,10.84200191,F070802060406_150,108,070802060406
187,5251,11.54686451,1789.27056,59500.24027,14.69655895,25876.52344,66325.57031,75,3593.308594,39.02840042,454.9464722,11.31592751,3.23312211,450.2490697,0.050918292,138.6774834,11.87383344,11493,5977,0.032738178,687.3667885,1374734,515.5250902,0.001967737,29469.83203,69918.875,4.329349518,4.930539131,50.19449997,57.16469193,F070801030603_47,108,070801030603
188,5299,11.59117508,2636.454839,73554.66215,18.16800117,25975.82422,81992.1875,78,4619.759277,39.17817307,456.6922913,11.35935116,3.245528936,518.6420278,0.058652795,145.9106607,12.28878747,11405,5931,0.03248622,789.0213008,1578045,591.7659703,0.002258745,30595.58398,86611.94531,4.379670143,5.158587933,43.89543533,51.70216751,F070801030607_291,108,070801030607
189,5303,8.395406723,1685.298508,51848.92855,12.80668545,18814.10742,57796.57031,79,3298.233887,28.37647438,330.7790222,8.227499008,2.350713968,641.9676939,0.072599591,138.7529289,12.39675723,14761,7677,0.042049689,450.3944472,900789,337.7958359,0.001289352,22112.3418,61094.80469,2.450710773,2.880336285,55.69668198,65.46067047,F070801030605_45,108,070801030605
190,5305,11.60227966,2229.628132,67857.249,16.76074028,26000.70898,75641.21875,87,4753.681152,39.21570587,457.1298218,11.37023449,3.248638391,288.1783075,0.032589845,140.7139675,12.54645933,7664,3986,0.021832755,293.5050759,587010,220.1288123,0.000840222,30754.39063,80394.89844,6.52300787,7.715602398,118.1158829,139.7108765,F070801030303_11,108,070801030303
191,5315,4.919545174,1041.740318,27180.79652,6.713656902,11024.70117,30298.73438,86,1882.240723,16.6280632,193.8300781,4.821154118,1.377472639,145.0715768,0.016406024,130.99935,11.79858189,3494,1817,0.009952362,112.8345041,225669,84.62587857,0.000323013,12906.94141,32180.97461,6.067529678,7.10343504,130.2757721,152.5176697,F070802060601_240,108,070802060601
192,5341,5.12785244,1406.010281,36765.18253,9.081000328,11491.51758,40982.55469,86,2545.949219,17.33214188,202.037384,5.025295258,1.435798645,400.8810664,0.045335306,140.7869485,12.55613813,9772,5083,0.027841419,257.3683007,514737,193.0262284,0.000736773,14037.4668,43528.50391,2.260774612,2.761650085,59.53345108,72.72310638,F070801030605_43,108,070801030605
193,5363,3.852618694,1296.001163,25831.37997,6.380351067,8633.71875,28794.52344,74,1539.195923,13.02185154,151.7931824,3.775566339,1.078733206,187.947945,0.021254876,140.405217,11.49507679,4817,2505,0.013720786,321.7801481,643560,241.3351114,0.000921166,10172.91504,30333.71875,3.446594238,4.061043739,35.77481461,42.15265274,F070801030603_227,108,070801030603
194,5372,6.707705021,1740.964216,36169.21161,8.933794975,15031.9668,40318.21484,86,2504.678711,22.67204285,264.2835693,6.573550701,1.878157377,328.7349131,0.037176357,130.9997584,11.79861069,8050,4186,0.022928227,275.3270869,550654,206.4953139,0.000788184,17536.64453,42822.89453,3.591009855,4.18935585,72.79567719,84.92514801,F070802060601_265,108,070802060601
195,5375,1.623745918,721.8948949,13044.48431,3.221987724,3638.814697,14540.83105,54,567.1986694,5.488261223,63.97558975,1.591271043,0.454648852,149.1892281,0.016871685,133.8323631,12.01206088,3429,1784,0.009771609,166.6518097,333304,124.9888573,0.000477077,4206.013184,15108.0293,2.039694309,2.35763073,29.1131134,33.65110397,F070802060406_134,108,070802060406
196,5377,6.352525711,1153.028798,37393.93049,9.236300468,14236.00977,41683.42578,92,2770.151611,21.47153664,250.2895203,6.225475311,1.778707147,203.6719927,0.023033096,131.0003967,11.79865551,4540,2360,0.012926569,63.39580232,126792,47.54685182,0.000181484,17006.16211,44453.57813,6.032207489,7.206000805,299.4101563,357.6716614,F070802060601_170,108,070802060601
197,5388,2.439200401,704.7364192,15830.82599,3.910213947,5466.248047,17646.79492,80,1019.783813,8.244497299,96.10449219,2.390416384,0.682976127,161.8008013,0.018297918,133.1273384,7.325017129,984,511,0.002798931,87.63191414,175264,65.72393703,0.000250865,6486.031738,18666.57813,10.69715881,12.6928215,83.16982269,98.68598938,F070802060302_187,108,070802060302
198,5427,9.985375404,1791.59878,63750.73575,15.74643135,22377.22656,71063.64844,77,3952.669189,33.75056839,393.4237976,9.785667419,2.795905113,342.9950838,0.038789028,145.7338911,12.96255003,9355,4865,0.026647354,331.0021883,662004,248.2516403,0.000947566,26329.89648,75016.32031,4.599635601,5.412106037,90.13928986,106.0613174,F070801030303_614,108,070801030303
199,5436,5.156527519,970.4394105,28316.81073,6.994252205,11555.77832,31565.06055,76,1732.895996,17.4290638,203.1671906,5.053397179,1.443827748,144.9808466,0.016395763,139.1473312,9.381852161,2276,1183,0.006479716,328.779262,657558,246.5844428,0.000941202,13288.67383,33297.95703,9.768198013,11.23302937,46.8633728,53.89096451,F070801030303_344,108,070801030303
200,5445,14.59255791,2583.909643,90029.54958,22.23729897,32701.92188,100356.9297,85,6161.955566,49.32284546,574.9467773,14.30070686,4.085916042,490.4742793,0.055467327,134.6724487,12.07966267,11567,6014,0.03294084,257.6146573,515228,193.2109928,0.000737478,38863.87891,106518.8828,5.437632561,6.462234497,169.2549744,201.1473541,F070802060601_219,108,070802060601
201,5504,8.238694191,1658.815249,41950.94916,10.36188412,18462.91406,46763.18359,73,2465.921143,27.8467865,324.6045532,8.07392025,2.306834459,399.7297549,0.045205105,138.9830073,10.61285462,9705,5046,0.027638756,496.6615964,993322,372.4961959,0.001421802,20928.83594,49229.10547,3.658920765,4.147609234,49.56537628,56.18536758,F070801030302_9,108,070801030603
202,5523,3.165332317,993.0566255,20959.0368,5.176882267,7093.509766,23363.26953,77,1299.500854,10.69882298,124.7140961,3.102025747,0.886293054,168.2778576,0.019030403,150.8331112,12.20264391,3618,1882,0.010308391,423.0399702,846080,317.2799823,0.001211044,8393.010742,24662.76953,3.769133806,4.459623337,22.35725594,26.45301056,F070801030303_176,108,070801030303
203,5537,6.348676682,1244.747026,35657.99071,8.807523727,14227.38477,39748.35547,76,2182.1521,21.45852661,250.1378632,6.221703053,1.777629495,263.1038129,0.029754191,150.3729162,12.03502383,5624,2925,0.016021277,732.9781593,1465958,549.7336243,0.00209831,16409.53711,41930.50781,4.864063263,5.610098362,25.88050652,29.8499794,F070801030303_465,108,070801030303
204,5551,5.682451248,1302.302673,33013.61832,8.154363632,12734.37305,36800.64453,70,1860.825806,19.20668602,223.8885803,5.568802357,1.591086388,436.115359,0.049319922,145.7811025,12.96879315,11880,6178,0.033839127,431.3516132,862702,323.5137095,0.001234838,14595.19922,38661.46875,2.061245203,2.362447262,39.36270142,45.11462402,F070801030303_469,108,070801030303
205,5552,12.00622368,1746.359436,93872.4931,23.18650627,26905.94727,104640.7031,79,5971.452148,40.58103561,473.0452271,11.76609898,3.361742735,563.6359213,0.063741116,140.2548513,11.18966331,12665,6588,0.036084845,1044.776226,2089554,783.582163,0.0029909,32877.39844,110612.1563,4.084084511,4.990497589,34.33710861,41.95781708,F070801030303_10,108,070801030303
206,5559,7.138618946,1420.32912,42131.81698,10.40655899,15997.64551,46964.80078,91,3087.209717,24.12853241,281.2615967,6.995846748,1.998813272,358.5526617,0.040548422,133.4286608,11.98792989,9135,4749,0.026011981,152.3256212,304651,114.2442173,0.000436065,19084.85547,50052.01172,3.368634462,4.018710136,140.0302429,167.0531464,F070802060601_33,108,070802060601
207,5591,8.477972984,1277.169398,50416.25731,12.45281601,18999.13672,56199.55859,94,3816.040527,28.6555481,334.032135,8.308413506,2.373832464,229.777797,0.025985379,131.0002117,11.79864252,5617,2921,0.015999367,90.32962331,180660,67.74721862,0.000258588,22815.17773,60015.59766,6.504326344,7.810741901,280.4415894,336.7692261,F070801030303_713,108,070801030303
208,5610,3.244892597,1426.786838,25020.64748,6.180099964,7271.804199,27890.79102,72,1450.593262,10.9677372,127.8487701,3.179994822,0.908569932,191.9444649,0.02170684,140.8031311,11.51889194,3162,1644,0.009004779,202.8978906,405795,152.1734169,0.000580839,8722.397461,29341.38477,4.423238754,5.305594444,47.78629684,57.31879807,F070801030605_64,108,070801030605
209,5648,1.966004491,841.8831258,14887.42626,3.677194357,4405.815918,16595.17773,40,479.506134,6.645095348,77.46057892,1.92668438,0.55048126,213.8328333,0.024182177,133.1254654,11.95613527,5208,2708,0.01483269,247.5417822,495084,185.6563333,0.000708642,4885.322266,17074.68359,1.626963019,1.804033279,23.73102951,26.31379318,F070801030303_421,108,070801030303
210,5649,4.503094196,1063.108322,31759.58611,7.844617844,10091.43457,35402.76172,77,1969.156006,15.22045803,177.4219055,4.413032532,1.260866404,185.9469849,0.021028589,141.6855403,12.65118326,4770,2481,0.013589329,135.3634637,270727,101.5225964,0.000387507,12060.59082,37371.91797,4.067486763,4.861181259,99.40087128,118.7971039,F070801030303_98,108,070801030303
211,5662,6.680207729,1076.954405,39301.165,9.707387924,14970.3457,43809.44141,79,2500.040771,22.57910156,263.2001953,6.54660368,1.870458126,167.1185377,0.018899296,139.4988963,10.84618723,2940,1529,0.008374883,175.8257259,351652,131.8692964,0.000503339,17470.38672,46309.48047,9.790939331,11.42602158,113.5241165,132.4825897,F070801030302_175,108,070801030302
212,5715,4.48951149,1017.70337,26196.73612,6.470593929,10060.99512,29201.79102,83,1750.813354,15.1745491,176.8867493,4.399721146,1.25706327,149.5916675,0.016917197,143.591807,12.84977415,3724,1937,0.010609645,106.1498601,212299,79.61239691,0.000303877,11811.80859,30952.60352,5.194112301,6.09799099,126.374733,148.3664551,F070801030302_90,108,070801030302
213,5722,3.568243027,989.7709032,21510.62818,5.313125134,7996.432617,23978.13281,78,1351.021484,12.06066132,140.5887756,3.496878147,0.999108076,219.4143674,0.024813388,138.5547926,11.25789665,4248,2210,0.012104965,197.4263968,394853,148.0698001,0.000565176,9347.454102,25329.1543,3.618295193,4.229617119,54.00448227,63.12870026,F070801030302_77,108,070801030302
214,5760,5.38612318,1517.600729,39624.38509,9.787222862,12070.30176,44169.73828,76,2424.882568,18.2050972,212.2132568,5.278400898,1.508114457,277.5445677,0.031387284,145.2470463,11.46473007,6701,3484,0.019083121,773.5947326,1547189,580.1960471,0.002214584,14495.18457,46594.62109,3.46449542,4.160500526,20.80383301,24.98325348,F070801030303_185,108,070801030303
215,5792,10.6166687,1762.543916,67595.28925,16.69603729,23791.95508,75349.21875,88,4789.758789,35.88433838,418.2967529,10.40433502,2.972667217,526.0671227,0.059492492,142.3660646,12.69463663,13763,7157,0.039201462,484.4679018,968934,363.3509238,0.001386895,28581.71484,80138.97656,3.324291706,3.993532896,65.47927856,78.66146088,F070802060603_324,108,070802060603
216,5795,14.95109749,2688.216465,98003.05614,24.20675468,33505.41016,109245.0859,75,5918.551758,50.53470993,589.0732422,14.65207577,4.18630743,915.9442267,0.103583369,144.1207076,12.84673317,24878,12937,0.070860601,806.3242146,1612646,604.7431573,0.002308279,39423.96094,115163.6406,2.589890242,3.047380447,55.40436554,65.19124603,F070801030606_6,108,070801030606
217,5813,9.324584961,1660.587819,59243.52599,14.63315105,20896.39453,66039.41406,83,3959.437988,31.51709747,367.3886414,9.138092995,2.610883713,271.5618309,0.030710701,144.883754,11.86842896,6485,3373,0.018475134,174.9044109,349810,131.1783098,0.000500702,24855.83203,69998.85156,6.195195675,7.369057655,159.2976379,189.4812622,F070801030302_271,108,070801030302
218,5847,6.724343777,1471.61554,40948.20293,10.11420631,15069.25488,45645.41406,86,2835.618896,22.72828102,264.9391479,6.589857101,1.882816315,278.9358666,0.031544625,134.6333435,12.09279871,6548,3405,0.018650409,173.3045715,346608,129.9784269,0.000496122,17904.87305,48481.03125,4.425625324,5.258406162,115.9365845,137.752655,F070801030303_31,108,070801030303
219,5867,7.040180683,1647.304779,44625.83384,11.0225811,15777.04492,49744.91016,75,2695.020996,23.7958107,277.3831177,6.899376869,1.971250534,369.418356,0.041777214,144.1081919,12.85851148,9778,5086,0.027857851,254.8363033,509673,191.1272308,0.000729524,18472.06641,52439.92969,3.102053642,3.631943941,82.54734039,96.64801025,F070801030605_149,108,070801030605
220,5906,16.14931679,2527.327792,90639.33076,22.38791466,36190.61719,101036.6563,88,6422.64502,54.58469009,636.2830811,15.82633018,4.521808624,524.2820841,0.059290624,139.6218589,11.7159871,12182,6335,0.034699073,189.742965,379485,142.3072233,0.000543181,42613.26172,107459.3047,5.712804794,6.726639748,254.3132782,299.4455261,F070802060601_158,108,070802060601
221,5918,7.427920818,1303.901853,41399.57395,10.22569466,16645.9707,46148.55859,89,2966.883057,25.10637283,292.6600952,7.279362202,2.079817772,152.6689194,0.017265201,132.5482309,11.93963487,3959,2058,0.011272406,65.25993483,130520,48.94495119,0.000186821,19612.85352,49115.44141,8.088420868,9.530055046,340.0957642,400.7124939,F070801030303_533,108,070801030303
222,5921,4.360638142,909.5011277,24462.92982,6.042343616,9772.19043,27269.09766,72,1418.258911,14.73895645,171.8091431,4.273425579,1.220978737,154.2915601,0.017448704,133.1770096,11.96724284,3780,1966,0.010768489,82.00972392,164018,61.5072934,0.000234771,11190.44922,28687.35742,4.97059536,5.691988468,158.8785706,181.9369507,F070801030303_399,108,070801030303
223,5929,7.438243389,1447.000545,39980.10649,9.875085831,16669.10352,44566.26172,87,2800.771729,25.14126205,293.066803,7.289478302,2.08270812,229.4995522,0.025953913,142.6565421,12.73116125,5958,3098,0.01696886,175.4920866,350984,131.6190636,0.000502384,19469.875,47367.03516,5.380601406,6.284659386,126.6465759,147.9259491,F070802060603_323,108,070802060603
224,5946,3.230967999,1627.110246,24988.51241,6.172162533,7240.599121,27854.96875,74,1488.972534,10.92067146,127.3001404,3.166348696,0.904671013,305.0755096,0.034500735,135.5333282,11.16606091,6338,3297,0.018058854,95.65597484,191311,71.74198155,0.000273836,8729.571289,29343.94141,2.196117401,2.647731781,100.9255524,121.6800995,F070801030605_287,108,070801030605
