OBJECTID,Shape_Length,Shape_Area,riparianid,bioAc,opAcres,DirectCost,DirectCost_CP,meanPIdx,OpportunityCost,adjOCosts,bioBuffWidth,bioYield,energyPot,CO2red,N2Ored,SUM_cropAcres,SUM_pctWScropAcres,MEAN_Nrate,MEAN_NO3conc,SUM_cpNO3load,SUM_cpNO3LoadReduced,SUM_cpWSNO3LoadPct,SUM_cpSEDload,SUM_cpSEDloadlbs,SUM_cpSEDLoadReduced,SUM_cpWSSEDLoadPct,TotalCost,TotalCost_CP,DCredNO3,TCredNO3,DCredSED,TCredSED,MLRA,HUC12,FBndID,radial
141,533.2891161,3770.249479,45_24_2,1.934232593,0.931251645,138.7565002,138.7565002,78,236.7980347,1578.653564,100,6.537706375,76.20876312,0.912626624,0.260750473,87.18493135,0.009859671,131.0004476,11.79865901,2162,1968,0.010779444,108.1253236,216252,97.31278757,0.000371439,375.5545349,375.5545349,0.070506349,0.190830559,1.425881505,3.859251738,104,070801030405,F070801030405_247,32
142,533.8304197,3767.20313,119_4_2,1.844291329,0.930499196,138.6443787,138.6443787,78,236.6070404,1577.380249,100,6.233704567,72.66507721,0.911889195,0.26053977,43.9384613,0.004968964,149.4172668,13.29626179,1258,1145,0.006271577,62.6156832,125231,56.35411543,0.000215101,375.2514038,375.2514038,0.121086791,0.327730477,2.460235119,6.658811092,104,070801030406,F070801030406_17,24
143,537.7831786,3766.329726,72_3_1,1.932132244,0.930283427,138.6122284,138.6122284,65,197.1266937,1314.177979,100,6.530607224,76.12600708,0.911677778,0.260479361,199.9999999,0.022617833,136.6674442,11.02314492,5025,4573,0.025047965,56.610748,113220,50.94967351,0.000194473,335.7389221,335.7389221,0.030311005,0.073417649,2.720571518,6.589618683,104,070801030405,F070801030405_651,24
144,535.1675843,3765.427808,28_4_1,1.908854008,0.930060685,138.5790405,138.5790405,80,242.5596924,1617.064575,100,6.451926708,75.20884705,0.911459446,0.260416985,84.89330971,0.009600514,137.9976603,12.3904678,2291,2084,0.011414817,83.56893939,167137,75.21204643,0.000287081,381.1387329,381.1387329,0.066496663,0.182888061,1.842511177,5.067522526,104,070801030402,F070801030402_163,32
145,533.8969585,3764.376878,460_6_1,1.918085098,0.929801106,138.5403595,138.5403595,70,212.1806183,1414.537476,100,6.483127594,75.57255554,0.911205113,0.260344297,163.6648234,0.018508718,133.8327503,12.01209199,4138,3765,0.020622259,211.0369541,422073,189.9332524,0.000724967,350.7209778,350.7209778,0.036796909,0.093152985,0.729416013,1.846548557,108,070801030303,F070801030303_48,8
146,537.4271558,3757.541846,699_58_2,1.981066585,0.928112864,138.2888184,138.2888184,54,163.3848572,1089.232422,100,6.696004868,78.05402374,0.909550607,0.259871602,51.88086898,0.005867164,136.6655782,7.804140997,1350,1228,0.006726198,20.59998119,41199,18.53998291,7.07663E-05,301.6736755,301.6736755,0.112613045,0.2456626,7.45895052,16.27151871,108,070802060406,F070802060406_107,32
147,532.1962742,3753.365127,461_2_1,2.022926807,0.927081168,138.1351013,138.1351013,45,136.0027161,906.6847534,100,6.837492466,79.70331573,0.908539534,0.259582728,199.999999,0.022617833,130.9989878,9.862455086,4298,3910,0.021416476,231.063882,462129,207.9574945,0.000793765,274.1378174,274.1378174,0.035328671,0.070111975,0.664246798,1.318239689,108,070801030303,F070801030303_155,8
148,532.481203,3745.673567,507_3_1,1.888272047,0.925181389,137.8520203,137.8520203,84,253.3516693,1689.011108,100,6.382359505,74.3979187,0.906677783,0.259050786,47.42445533,0.005363192,131.0005569,11.79866695,1176,1070,0.005860775,68.72254955,137444,61.85029491,0.00023608,391.2036743,391.2036743,0.128833666,0.365610898,2.22880125,6.325008869,108,070802060501,F070802060501_1,16
149,530.3775909,3742.715082,28_4_2,1.908854008,0.924450636,137.7431488,137.7431488,80,241.0967255,1607.311523,100,6.451926708,75.20884705,0.905961633,0.258846164,200.000001,0.022617833,135.2495626,12.12442366,5107,4647,0.02545329,77.32677036,154653,69.59409317,0.000265638,378.8398743,378.8398743,0.029641306,0.081523538,1.979236245,5.443563461,104,070801030402,F070801030402_162,32
150,532.1088846,3742.220757,538_1_2,1.836675644,0.924328506,137.7249451,137.7249451,36,101.0326843,673.5512085,100,6.207963467,72.36502075,0.905841947,0.25881198,37.49429833,0.004240199,140.086881,9.786553711,997,907,0.004967965,13.84305362,27686,12.45874838,4.75545E-05,238.7576294,238.7576294,0.151846692,0.263238847,11.05447674,19.16385269,108,070802060603,F070802060603_37,24
151,517.0419944,3740.747283,138_24_1,2.114313126,0.92396456,137.6707153,137.6707153,29,87.35155487,582.343689,100,7.146378517,83.30393982,0.905485272,0.258710086,90.54607117,0.01023978,131.0008621,10.27744707,2125,1934,0.010593213,20.88863295,41778,18.79976994,7.17579E-05,225.0222778,225.0222778,0.071184441,0.11635071,7.322999954,11.96941662,108,070802060602,F070802060602_72,24
152,530.3785772,3732.691905,545_9_2,1.871787906,0.921974897,137.3742523,137.3742523,70,210.3945007,1402.630005,100,6.32664299,73.7484436,0.903535426,0.258152962,69.34724191,0.007842422,158.7679596,14.10889482,2066,1880,0.010297436,53.16991369,106340,47.85292308,0.000182653,347.7687378,347.7687378,0.073071413,0.184983373,2.870759964,7.267450333,108,070801010301,F070801010301_127,24
153,530.2925073,3732.625185,467_1_1,1.89188695,0.921958447,137.3718109,137.3718109,39,117.2176514,781.4509888,100,6.39457798,74.54034424,0.903519273,0.258148372,76.03361201,0.008598578,149.4189835,9.258464932,2171,1976,0.010823262,80.46705109,160934,72.42034566,0.000276425,254.5894623,254.5894623,0.069520146,0.128840819,1.896867633,3.515441179,108,070801030301,F070801030301_90,16
154,533.2518702,3730.147213,668_17_2,1.925781488,0.921346366,137.2806091,137.2806091,83,249.2973633,1661.982422,100,6.509141445,75.87579346,0.902919412,0.257976979,78.02424622,0.008823697,131.0014496,11.7987299,1936,1762,0.009651108,27.13029668,54261,24.41726643,9.31997E-05,386.5779724,386.5779724,0.077911809,0.219397262,5.622275829,15.83215618,104,070801030404,F070801030404_50,24
155,533.0029626,3729.847488,484_6_2,1.875293493,0.921272337,137.269577,137.269577,86,258.2874756,1721.916504,100,6.338491917,73.88656616,0.902846873,0.257956266,31.60251474,0.003573902,136.6667404,12.22566414,833,758,0.004151839,30.3729335,60747,27.3356404,0.000104339,395.5570679,395.5570679,0.181094423,0.521843076,5.021633625,14.47037888,108,070801030301,F070801030301_492,16
156,529.0980389,3725.377367,430_11_2,1.876836538,0.920168221,137.105072,137.105072,70,209.9823914,1399.882568,100,6.343707561,73.94735718,0.90176487,0.257647097,56.70003346,0.00641216,145.507431,12.98775082,1621,1474,0.008073628,50.21474904,100429,45.19327386,0.000172501,347.0874634,347.0874634,0.093015656,0.235473171,3.03374958,7.68006897,108,070801030302,F070801030302_137,16
157,530.063206,3721.44507,441_5_1,1.837171555,0.919196904,136.9603424,136.9603424,78,233.7329407,1558.219604,100,6.209640026,72.38455963,0.900812984,0.257375121,199.999999,0.022617833,137.4577606,12.03959106,5083,4626,0.025338265,271.4723834,542942,244.3251444,0.000932579,370.6932983,370.6932983,0.029606646,0.080132574,0.560565889,1.517213106,108,070801030303,F070801030303_681,8
158,527.3302029,3720.93348,507_18_2,1.864180326,0.919070542,136.9415131,136.9415131,84,251.6781311,1677.854248,100,6.300929546,73.44870758,0.900689125,0.257339746,133.6168152,0.015110614,135.2512283,12.12998033,3316,3018,0.016530671,122.2281659,244457,110.005347,0.000419886,388.6196289,388.6196289,0.045374922,0.128767267,1.244862318,3.532733917,108,070802060501,F070802060501_2,16
159,527.1619241,3718.873967,589_5_2,1.834853411,0.918561876,136.8657227,136.8657227,69,206.6213074,1377.475342,100,6.201804638,72.29322815,0.900190651,0.25719732,27.75370598,0.003138643,131.0005035,11.79866314,689,627,0.003434304,7.177245617,14354,6.459521294,2.46557E-05,343.48703,343.48703,0.218286633,0.547826231,21.18821526,53.17530823,108,070802060802,F070802060802_239,24
160,528.8715529,3714.649674,450_28_2,1.792439699,0.917518497,136.7102509,136.7102509,50,149.5553589,997.0357056,100,6.058446407,70.62212372,0.899168134,0.256905168,36.28235483,0.004103141,142.3346151,9.156672915,958,872,0.004776258,26.09601641,52192,23.48641467,8.96466E-05,286.265625,286.265625,0.156777814,0.32828626,5.820822716,12.18856239,108,070801030301,F070801030301_245,16
161,526.72921,3711.765846,550_17_2,1.81503582,0.916806161,136.6041107,136.6041107,31,92.65242767,617.6828613,100,6.134820938,71.51241302,0.898470044,0.256705731,200.0000021,0.022617833,134.3975,11.42342345,4909,4468,0.024472842,257.3362905,514672,231.6026617,0.000884017,229.2565308,229.2565308,0.030573884,0.051310774,0.589820981,0.989870012,108,070801010301,F070801010301_341,24
162,527.0937775,3710.804676,25_4_2,1.81961453,0.916568756,136.5687408,136.5687408,28,83.66431427,557.762085,100,6.150297165,71.69281006,0.898237407,0.256639242,199.9999979,0.022617833,130.9982758,10.02375497,4893,4453,0.024390682,63.46102189,126921,57.11491987,0.000218005,220.2330627,220.2330627,0.030668929,0.049457233,2.391122103,3.855963707,104,070801030403,F070801030403_78,32
163,526.3930972,3707.064054,396_12_1,1.825674534,0.915644825,136.431076,136.431076,70,208.9498901,1392.999268,100,6.170779705,71.93157959,0.897331953,0.256380558,44.87150044,0.005074481,133.1263504,9.794959712,928,845,0.004628369,41.06805286,82136,36.96124692,0.00014108,345.3809814,345.3809814,0.161456898,0.408734888,3.691192389,9.344408035,108,070801030603,F070801030603_38,24
164,527.0850412,3706.09964,163_9_2,1.845320106,0.915406585,136.3955841,136.3955841,77,229.7853546,1531.902344,100,6.23718214,72.70561218,0.897098482,0.256313831,199.9999997,0.022617833,137.3945988,8.960998118,3793,3452,0.018907845,314.6967271,629393,283.2270528,0.001081066,366.1809387,366.1809387,0.039512046,0.106077909,0.48157683,1.292888284,108,070801030407,F070801030407_66,16
165,527.3804465,3702.388727,448_7_1,1.865747809,0.914490044,136.2590179,136.2590179,86,256.3860168,1709.240112,100,6.306227684,73.5104599,0.89620024,0.256057203,56.48261598,0.006387572,134.4000305,12.06364079,1453,1322,0.007241069,76.2681072,152535,68.64129687,0.000262001,392.6450195,392.6450195,0.103070363,0.297008336,1.985087991,5.720244884,108,070801030303,F070801030303_146,8
166,527.6378016,3699.914924,711_2_1,1.817894101,0.913878977,136.1679688,136.1679688,79,235.360199,1569.067993,100,6.144482136,71.62503052,0.895601392,0.255886108,200.000005,0.022617834,141.48482,10.97792304,4935,4492,0.024604299,137.9983362,275996,124.1985023,0.00047406,371.5281677,371.5281677,0.03031344,0.082708851,1.096373677,2.991406202,108,070802060501,F070802060501_69,16
167,523.2762827,3699.323937,797_108_1,1.829999089,0.913733006,136.146225,136.146225,5,14.89384842,99.29232025,100,6.185397148,72.10196686,0.895458341,0.255845249,200.0000007,0.022617833,134.3114736,9.34076795,3839,3494,0.019137894,231.8781255,463756,208.690313,0.000796562,151.0400696,151.0400696,0.038965721,0.04322841,0.652384043,0.723752201,108,070802060803,F070802060803_262,32
168,528.7958804,3699.227706,48_1_1,1.881648302,0.913709223,136.1426697,136.1426697,78,232.3377991,1548.918701,100,6.359971046,74.13694,0.895435035,0.255838573,20.24814415,0.002289846,143.7492905,12.776052,546,497,0.002722248,19.41414481,38829,17.47272986,6.66927E-05,368.4804688,368.4804688,0.27392891,0.741409421,7.791722775,21.08889008,104,070801030601,F070801030601_376,32
169,525.721028,3699.024054,489_16_2,1.861981869,0.913658917,136.1351776,136.1351776,78,232.3248901,1548.832642,100,6.293498516,73.36208344,0.895385742,0.255824506,200.0000038,0.022617834,137.7052078,10.72120767,4262,3878,0.0212412,106.5560316,213112,95.90042612,0.000366048,368.460083,368.460083,0.03510448,0.095012918,1.4195472,3.842111111,108,070802060502,F070802060502_501,16
170,519.97468,3696.230596,549_1_1,1.915507555,0.912968934,136.0323639,136.0323639,68,202.3868561,1349.245728,100,6.474415302,75.47100067,0.894709527,0.255631298,200.0000002,0.022617833,134.570369,12.0871439,5100,4640,0.025414948,308.6586168,617316,277.7927563,0.001060323,338.41922,338.41922,0.029317319,0.072935179,0.489690095,1.21824348,108,070801010301,F070801010301_260,24
171,523.58773,3692.185136,496_19_2,1.854902864,0.911969721,135.8834839,135.8834839,86,255.6798248,1704.532227,100,6.269571781,73.08317566,0.893730342,0.255351514,85.88962066,0.009713186,142.3337021,12.67470241,2349,2137,0.011705117,89.76887345,179538,80.79198819,0.00030838,391.5632935,391.5632935,0.063586093,0.18323037,1.68189311,4.846560955,108,070802060502,F070802060502_405,16
172,528.8890546,3690.528246,10_7_1,1.93548286,0.911560476,135.8225098,135.8225098,70,208.0179138,1386.786133,100,6.541932106,76.25802612,0.893329263,0.255236924,35.6759197,0.00403456,134.773941,7.709830427,906,824,0.004513344,12.66994475,25340,11.40295049,4.35246E-05,343.8404236,343.8404236,0.164833143,0.417282075,11.91117287,30.15363693,104,070801030401,F070801030401_67,32
173,528.1420088,3688.640667,48_5_1,1.907295465,0.911094248,135.7530365,135.7530365,78,231.6726379,1544.484253,100,6.446658611,75.14743805,0.892872334,0.25510639,33.32798719,0.003769034,143.7492905,8.900701324,742,676,0.003702695,25.52783507,51056,22.9750523,8.76948E-05,367.4256592,367.4256592,0.200818107,0.543529093,5.908715248,15.99237537,104,070801030601,F070801030601_376,32
174,527.5897572,3664.869581,515_12_2,1.887310982,0.905222774,134.8781891,134.8781891,92,271.4944153,1809.962769,100,6.37911129,74.36005402,0.88711834,0.253462374,72.38720611,0.008186209,132.4155324,11.90353219,1802,1640,0.00898287,116.8944006,233788,105.2049613,0.000401563,406.3726196,406.3726196,0.082242802,0.247788176,1.282051563,3.862675428,108,070802060603,F070802060603_272,24
175,521.8718714,3664.701204,458_83_1,1.778946161,0.90518117,134.871994,134.871994,31,91.47760773,609.850708,100,6.012837887,70.09047699,0.88707757,0.253450722,151.0163417,0.017078312,138.0840632,10.73669221,3567,3246,0.017779509,247.5398273,495081,222.7858438,0.000850364,226.3496094,226.3496094,0.041550215,0.069731854,0.605388522,1.015996337,108,070802060801,F070802060801_206,24
176,521.1447054,3664.194731,93_13_1,1.794260263,0.905056119,134.853363,134.853363,43,126.8732834,845.8218994,100,6.064599514,70.69385529,0.886955023,0.253415704,37.98903083,0.004296148,131.0010414,8.249133865,909,827,0.004529776,30.4484019,60897,27.40356199,0.000104598,261.7266541,261.7266541,0.163063318,0.316477209,4.921015739,9.550826073,108,070801030406,F070801030406_391,24
177,515.138142,3656.801774,95_18_1,1.923915029,0.903230011,134.5812683,134.5812683,55,161.9489136,1079.659424,100,6.50283289,75.80225372,0.885165393,0.252904415,25.04335129,0.002832132,136.6700134,8.5339487,640,582,0.003187823,9.141639829,18284,8.227475882,3.14039E-05,296.5301819,296.5301819,0.231239289,0.509502053,16.35754013,36.04145432,104,070801030602,F070801030602_496,32
178,518.2704786,3641.556747,467_1_2,1.89188695,0.899464488,134.0202026,134.0202026,38,111.4255066,742.836731,100,6.39457798,74.54034424,0.88147521,0.251850069,82.51815733,0.00933191,136.0993576,8.519537886,2158,1964,0.010757534,90.33784223,180674,81.30405857,0.000310334,245.4457092,245.4457092,0.068238392,0.124972358,1.648382664,3.018861771,108,070801030301,F070801030301_91,16
179,514.586979,3634.516275,792_11_1,1.766923428,0.897725523,133.7611084,133.7611084,55,160.9621887,1073.081299,100,5.972201347,69.61678314,0.879770994,0.251363158,36.71492203,0.00415206,149.4167862,9.247482419,963,876,0.004798167,11.32555892,22651,10.19300341,3.89063E-05,294.7232971,294.7232971,0.152695328,0.336442113,13.12283516,28.91427422,108,070802060603,F070802060603_36,24
180,517.9229614,3634.211993,410_6_2,1.872276187,0.897650361,133.7499084,133.7499084,86,251.6650085,1677.766724,100,6.328293324,73.76768494,0.879697382,0.251342088,26.13618875,0.00295572,140.4450022,12.52504444,702,639,0.003500033,17.81323123,35626,16.0319083,6.11931E-05,385.414917,385.414917,0.209311277,0.603153229,8.342731476,24.0404892,108,070802060602,F070802060602_218,16
181,516.6767231,3634.010985,96_7_2,1.818282485,0.89760071,133.7425079,133.7425079,74,216.5370026,1443.580078,100,6.145794868,71.64032745,0.879648685,0.2513282,99.83278275,0.011290006,130.9994202,11.79858685,2477,2254,0.012345968,61.06237727,122125,54.95613838,0.000209765,350.2795105,350.2795105,0.05933563,0.15540351,2.433622837,6.373801231,104,070801030406,F070801030406_474,24
182,511.2937733,3632.204305,163_10_1,1.877732158,0.89715445,133.6760101,133.6760101,80,233.9772339,1559.848267,100,6.346734524,73.98265076,0.879211366,0.251203239,38.93115997,0.004402692,159.3324051,14.16382027,1160,1056,0.005784092,86.37278175,172746,77.73550224,0.000296713,367.6532593,367.6532593,0.126587138,0.348156482,1.719626307,4.729541302,108,070801030407,F070801030407_144,16
183,516.9950278,3624.477416,76_12_2,1.808171391,0.89524591,133.3916473,133.3916473,78,227.6431274,1517.62085,100,6.111619473,71.24195099,0.877340972,0.250668854,200,0.022617833,132.888298,11.94092957,4975,4527,0.024796007,90.79689538,181594,81.71720529,0.000311911,361.03479,361.03479,0.029465793,0.079751447,1.632357001,4.41809988,104,070801030403,F070801030403_361,24
184,516.95738,3622.769755,495_8_2,1.854361057,0.894824147,133.3287964,133.3287964,86,250.872345,1672.4823,100,6.26774025,73.06182861,0.876927674,0.250550747,28.51763725,0.003225036,142.3364716,12.65292645,759,691,0.003784855,14.64661407,29293,13.18195248,5.0315E-05,384.2011414,384.2011414,0.192950502,0.556007445,10.11449528,29.14599609,108,070802060501,F070802060501_468,16
185,516.9566601,3620.643828,489_16_1,1.861981869,0.89429903,133.2505493,133.2505493,78,227.4023743,1516.015869,100,6.293498516,73.36208344,0.876413047,0.250403732,35.25794029,0.003987291,139.4989929,12.46106195,927,844,0.004622891,41.69894755,83399,37.52905178,0.000143247,360.6529236,360.6529236,0.1578798,0.427313894,3.550597191,9.609966278,108,070802060502,F070802060502_502,16
186,513.3974303,3613.523242,617_9_1,1.919829845,0.892540216,132.9884949,132.9884949,68,197.8577423,1319.051636,100,6.489025116,75.64129639,0.8746894,0.249911264,90.52184806,0.01023704,144.5992065,12.91549492,2572,2341,0.012822499,93.87950291,187758,84.491553,0.000322501,330.8462524,330.8462524,0.056808412,0.141326889,1.573985696,3.915731668,108,070801010604,F070801010604_219,32
187,515.7178346,3611.623872,125_4_1,1.882605195,0.892071068,132.9185944,132.9185944,32,93.06085205,620.4057007,100,6.363205433,74.17464447,0.87422967,0.249779895,65.61439866,0.007420278,130.9990082,9.136418194,1133,1032,0.005652635,20.05434301,40108,18.04890895,6.88919E-05,225.9794464,225.9794464,0.128797084,0.218972325,7.364356041,12.52039337,104,070801030409,F070801030409_405,16
188,514.51547,3610.814984,46_2_1,1.884458184,0.891871274,132.8888245,132.8888245,51,148.2823944,988.5493164,100,6.369468689,74.24765015,0.874033868,0.249723956,38.82077408,0.004390209,130.9979706,11.7984848,963,876,0.004798167,15.21581745,30432,13.6942358,5.22703E-05,281.1712036,281.1712036,0.151699573,0.320971698,9.703996658,20.53208351,104,070801030405,F070801030405_238,32
189,514.3564272,3610.456448,723_88_1,1.833721042,0.891782761,132.8756256,132.8756256,77,223.8552704,1492.368408,100,6.197977066,72.24861145,0.873947084,0.249699175,46.76118243,0.005288183,130.9994354,11.7985878,1160,1056,0.005784092,33.90281813,67805,30.51253557,0.000116465,356.730896,356.730896,0.12582919,0.337813348,4.354787827,11.6912899,108,070801010405,F070801010405_28,32
190,515.0095337,3607.243894,65_4_1,1.83258307,0.890989244,132.7574005,132.7574005,78,226.5605774,1510.403809,100,6.194130898,72.2037735,0.873169482,0.249476984,105.9576687,0.011982664,135.2513695,12.12998819,2632,2395,0.013118276,58.14263731,116286,52.32837243,0.000199735,359.3179932,359.3179932,0.055431064,0.150028393,2.53700614,6.866600037,104,070801030601,F070801030601_490,32
191,514.7649946,3606.283501,723_76_1,1.75233686,0.890752017,132.7220459,132.7220459,77,223.5965271,1490.643555,100,5.922898769,69.04206848,0.872936964,0.24941057,200,0.022617833,137.7992249,12.32859688,5057,4601,0.025201331,184.5265532,369053,166.0738931,0.000633897,356.318573,356.318573,0.028846348,0.077443726,0.799174666,2.145542383,108,070801010405,F070801010405_28,32
192,516.5033385,3604.775759,64_8_1,1.907525778,0.890379608,132.6665649,132.6665649,78,226.4054871,1509.369873,100,6.447437286,75.15651703,0.872572005,0.249306291,200.0000001,0.022617833,134.8638756,12.09682534,5109,4650,0.025469722,251.1678691,502337,226.0510857,0.000862827,359.072052,359.072052,0.028530445,0.077219799,0.586887538,1.588455319,104,070801030601,F070801030601_255,32
193,511.89405,3604.710579,88_5_2,1.792967439,0.890363514,132.6641693,132.6641693,78,226.401535,1509.343506,100,6.060229778,70.64291382,0.872556269,0.249301791,125.7020321,0.014215538,134.4016449,12.0507082,3170,2886,0.01580766,65.89092189,131782,59.30182827,0.000226353,359.0657043,359.0657043,0.045968182,0.124416389,2.23710084,6.054884434,104,070801030405,F070801030405_176,24
194,513.1715044,3602.683741,430_5_2,1.796564698,0.889862895,132.5895691,132.5895691,70,203.0667114,1353.778076,100,6.072388649,70.78465271,0.872065663,0.249161616,44.37651147,0.005018503,137.8022537,12.36254215,1248,1136,0.00622228,35.7334701,71466,32.16012285,0.000122754,335.6562805,335.6562805,0.116716169,0.295472085,4.122794151,10.43703365,108,070801030302,F070801030302_143,16
195,509.9077142,3599.247891,836_16_1,1.752577901,0.889014244,132.4631195,132.4631195,41,118.8256302,792.1708984,100,5.923713207,69.05156708,0.87123394,0.248923987,125.9629757,0.014245048,136.6669362,10.65600114,2756,2509,0.013742695,348.0633708,696125,313.257034,0.001195689,251.2887573,251.2887573,0.052795187,0.100154944,0.422857612,0.802180707,108,070802060302,F070802060302_9,32
196,513.0268389,3598.437842,396_24_1,1.79141736,0.888814151,132.4333038,132.4333038,77,223.1100922,1487.400635,100,6.054990768,70.58184052,0.871037841,0.248867959,186.594845,0.021101855,133.9159197,10.6705126,4563,4152,0.022741997,213.7189114,427438,192.3470192,0.00073418,355.543396,355.543396,0.031896267,0.08563184,0.688512385,1.84844768,108,070801030603,F070801030603_42,24
197,513.1904868,3595.875077,434_38_1,1.786478996,0.88818115,132.3389893,132.3389893,25,72.38668823,482.5779114,100,6.038299084,70.3872757,0.870417535,0.248690724,42.5200303,0.004808555,149.7009315,10.89555595,1052,958,0.00524731,48.15850669,96317,43.34265685,0.000165437,204.7256775,204.7256775,0.138140902,0.213701129,3.053319693,4.723422527,108,070801030303,F070801030303_362,8
198,510.6962728,3595.486009,76_3_1,1.749109745,0.888085067,132.3246765,132.3246765,78,225.8219147,1505.479492,100,5.911991119,68.91492462,0.87032336,0.248663813,36.47029305,0.004124395,135.2493515,12.11352682,931,847,0.004639324,119.5809675,239162,107.6228721,0.000410792,358.1466064,358.1466064,0.156227484,0.42284134,1.229521871,3.327792645,104,070801030403,F070801030403_140,24
199,509.3386241,3595.309814,540_19_1,1.891425848,0.888041496,132.3181763,132.3181763,54,156.330719,1042.204834,100,6.393019199,74.52217865,0.870280683,0.248651624,24.69413242,0.002792639,130.9988861,8.249032776,605,551,0.003018025,27.92680716,55853,25.13412718,9.59359E-05,288.6488953,288.6488953,0.240141883,0.523863673,5.264482498,11.48434162,108,070802060503,F070802060503_168,24
200,514.6149589,3593.148077,49_4_1,1.834992766,0.887507558,132.2386322,132.2386322,78,225.6752777,1504.501831,100,6.202275753,72.29871368,0.869757414,0.24850212,47.83658504,0.0054098,143.7513046,12.77621698,1304,1187,0.006501626,45.71724302,91434,41.14551929,0.000157051,357.9139099,357.9139099,0.111405753,0.301528156,3.213925362,8.69873333,104,070801030601,F070801030601_28,32
201,513.7898715,3590.897866,45_22_1,1.871809006,0.886951745,132.1558075,132.1558075,78,225.5340881,1503.560547,100,6.326714516,73.74927521,0.869212687,0.248346493,200.0000003,0.022617833,139.71723,12.49771111,5153,4689,0.025683339,151.7536693,303507,136.5783008,0.000521314,357.6898804,357.6898804,0.02818422,0.076282762,0.967619359,2.6189363,104,070801030405,F070801030405_250,32
202,510.4712154,3590.841403,475_6_2,1.881011486,0.886937797,132.1537323,132.1537323,29,83.85109711,559.0073242,100,6.357818604,74.11185455,0.869199038,0.248342589,22.51763809,0.002546501,131.0026855,6.474408329,522,475,0.002601746,4.024414063,8049,3.621972561,1.38249E-05,216.0048218,216.0048218,0.278218389,0.454746991,36.48667526,59.63734436,108,070801030301,F070801030301_393,16
203,499.9306935,3589.830055,516_34_1,1.779283524,0.886687994,132.1165161,132.1165161,36,104.0617065,693.7446899,100,6.013978481,70.1037674,0.868954241,0.248272642,200.0000037,0.022617834,137.573233,11.29073389,5158,4694,0.025710726,369.8025208,739605,332.8222716,0.001270368,236.1782227,236.1782227,0.028145827,0.050314918,0.396958172,0.709622622,108,070802060603,F070802060603_351,16
204,510.6155728,3587.818638,467_3_1,1.878650665,0.886191189,132.0424805,132.0424805,42,121.3371735,808.9144897,100,6.349839211,74.01883698,0.868467391,0.24813354,66.25483966,0.007492705,155.5555623,10.6503776,1896,1726,0.009453923,63.5743134,127149,57.21688151,0.000218394,253.3796539,253.3796539,0.076502018,0.146801651,2.307753801,4.428407192,108,070801030301,F070801030301_90,16
205,511.5998507,3585.715656,484_9_1,1.812511563,0.885671794,131.9651031,131.9651031,86,248.3069458,1655.379639,100,6.126288891,71.41295624,0.867958367,0.247988105,31.06457233,0.003513067,145.1681061,12.88830185,850,774,0.004239476,16.31979179,32640,14.68781257,5.60628E-05,380.2720337,380.2720337,0.170497552,0.491307527,8.984666824,25.89031029,108,070801030301,F070801030301_491,16
206,513.6719033,3585.592043,455_5_1,1.813703299,0.885641217,131.9605408,131.9605408,80,230.975235,1539.834961,100,6.130317211,71.45990753,0.867928386,0.247979537,33.3445189,0.003770904,142.3311462,12.65249825,887,808,0.004425707,138.1099585,276219,124.2989619,0.000474444,362.935791,362.935791,0.163317502,0.449177951,1.061638355,2.919861794,108,070802060803,F070802060803_206,32
207,511.0772539,3583.875749,443_21_1,1.714954734,0.885217309,131.8973846,131.8973846,78,225.0929565,1500.619751,100,5.796546936,67.56921387,0.867512941,0.247860849,64.9262265,0.007342453,136.4581116,12.35039139,1641,1493,0.008177698,61.43832386,122878,55.29449117,0.000211057,356.9903564,356.9903564,0.088343859,0.239109412,2.385362148,6.456164837,108,070801030303,F070801030303_81,8
208,511.3225608,3582.008517,48_3_2,1.861787438,0.884756088,131.8286591,131.8286591,78,224.9754333,1499.836182,100,6.292841434,73.35442352,0.867060959,0.247731701,25.24443811,0.002854872,140.9331703,12.59847784,697,635,0.003478123,19.08048418,38160,17.17243573,6.55465E-05,356.8040771,356.8040771,0.207604185,0.561896205,7.67675972,20.77772141,104,070801030601,F070801030601_36,32
209,507.3592789,3581.804797,130_6_2,1.935556412,0.884705782,131.821167,131.821167,81,233.6154022,1557.436035,100,6.542180538,76.26092529,0.867011666,0.247717619,25.03335741,0.002831002,133.8327433,12.0085481,654,594,0.003253552,34.59007898,69180,31.13107035,0.000118826,365.4365845,365.4365845,0.221921161,0.615213096,4.234392166,11.7386446,108,070801030407,F070801030407_186,24
210,507.86692,3580.358247,405_6_1,1.869230866,0.884348512,131.7679291,131.7679291,32,92.25523376,615.0349121,100,6.318000317,73.64769745,0.866661549,0.247617587,106.3434501,0.012026292,131.0005249,8.756188904,2349,2137,0.011705117,66.98184133,133963,60.28365755,0.0002301,224.0231628,224.0231628,0.061660238,0.104830682,2.185798407,3.716150761,108,070802060601,F070802060601_146,16
211,509.4823998,3577.723292,664_19_1,1.803758621,0.883697629,131.6709442,131.6709442,22,63.37870789,422.5247192,100,6.096704006,71.06809235,0.86602366,0.247435331,177.1122456,0.020029476,137.3736668,12.27094781,4616,4200,0.02300491,73.53161389,147063,66.17845248,0.0002526,195.0496521,195.0496521,0.031350225,0.046440393,1.989634633,2.947328806,104,070801030402,F070801030402_273,32
