OBJECTID,FBndID,Shape_Length,Shape_Area,opAcres,DirectCost,meanPIdx,OpportunityCost,bioYield,energyPot,CO2red,N2Ored,SUM_cropAcres,SUM_pctWScropAcres,MEAN_Nrate,MEAN_NO3conc,SUM_cpNO3load,SUM_cpNO3LoadReduced,SUM_cpWSNO3LoadPct,SUM_cpSEDload,SUM_cpSEDloadlbs,SUM_cpSEDLoadReduced,SUM_cpWSSEDLoadPct,TotalCost,DCredNO3,TCredNO3,DCredSED,TCredSED,MLRA,HUC12,radial
819,F070801030406_781,5463.390541,46440.78744,11.47087479,1984.461304,45,1682.777344,38.77155685,451.9524536,11.24145699,3.211844921,31.52615323,0.003565266,131.0005798,11.79866886,782,711,0.003894403,119.3104113,238621,113.3448882,0.000432633,3667.23877,2.791084766,5.157860279,17.50816727,32.35469055,108,070801030406,24
820,F070801030406_782,7878.787707,67847.78639,16.75840378,2899.203857,49,2676.987305,56.64340591,660.2811279,16.42323494,4.692353249,45.02551056,0.005091897,159.332901,14.1638689,1340,1218,0.006671424,170.4868894,340973,161.9625472,0.000618204,5576.191406,2.380298615,4.578154087,17.90045929,34.42889404,108,070801030406,24
821,F070801030406_787,872.6756033,7455.055314,1.841398716,318.5619812,60,360.1775513,6.223927498,72.55110931,1.804570794,0.515591621,2.873093307,0.000324916,131.0021973,11.79878235,72,65,0.000356028,13.50661039,27013,12.83128023,4.89764E-05,678.739502,4.90095377,10.4421463,24.8269825,52.89725494,108,070801030406,16
822,F070801030406_788,1800.523004,15411.79521,3.806713343,658.5614014,47,583.2646484,12.86669064,149.9845123,3.730579138,1.065879703,8.037402898,0.000908943,131.0063477,11.79907513,199,181,0.000991402,30.41708064,60834,28.89622593,0.000110296,1241.82605,3.638460875,6.860917568,22.7905674,42.97537231,108,070801030406,24
823,F070801030406_79,2086.244693,17760.65559,4.386881828,758.930542,77,1101.195068,14.82766056,172.8431396,4.299144268,1.228326917,12.66344586,0.001432099,151.3973846,13.42129612,358,326,0.001785619,18.82443937,37649,17.88321745,6.82595E-05,1860.12561,2.328007698,5.705906868,42.43814468,104.015152,104,070801030406,24
824,F070801030406_798,2682.31263,22952.45898,5.669257164,980.7814941,57,1053.461426,19.16208839,223.3687286,5.555871964,1.587391973,14.18472838,0.001604139,159.3310852,14.16369057,422,383,0.002097829,,,,,2034.24292,2.560787201,5.311339378,,,108,070801030406,24
825,F070801030406_8,3294.659269,28815.02582,7.117311478,1231.294922,91,2111.421631,24.05651283,280.4220581,6.974965096,1.992847204,19.51916349,0.002207406,130.9989929,11.79855633,484,440,0.002410038,22.2199378,44440,21.10894081,8.05719E-05,3342.716553,2.798397541,7.597083092,58.33049393,158.355484,104,070801030406,24
826,F070801030406_80,5547.208636,48221.93292,11.91081715,2060.571289,75,2912.194824,40.25856018,469.2861938,11.67260075,3.335028887,52.98079979,0.005991554,151.3999634,13.42152596,1495,1361,0.007454686,113.2398229,226480,107.5778286,0.00041062,4972.766113,1.514012694,3.653759003,19.15423775,46.224823,104,070801030406,24
827,F070801030406_803,2745.354516,23524.76421,5.81061697,1005.236755,61,1155.499146,19.63988495,228.9383087,5.694404602,1.626972795,17.29941714,0.001956377,130.9964447,11.79837704,428,389,0.002130693,55.19006895,110381,52.43056569,0.000200125,2160.73584,2.584156275,5.554590702,19.17272377,41.21137619,108,070801030406,16
828,F070801030406_820,7056.343537,61894.45614,15.28793049,2644.812012,51,2545.703613,51.67320633,602.3444824,14.98217201,4.280620575,41.43133975,0.004685436,159.3336792,14.1639452,1234,1123,0.006151075,111.9731152,223945,106.3744569,0.000406027,5190.515625,2.355130911,4.622008801,24.86322403,48.79475403,108,070801030406,16
829,F070801030406_835,3522.104088,31153.23162,7.694848061,1331.20874,87,2182.412598,26.00858688,303.177002,7.540951252,2.154557467,33.76077288,0.003817978,131.0021973,11.79878235,837,761,0.004168271,34.43469405,68869,32.71295893,0.000124864,3513.621338,1.749288797,4.617110729,40.69361877,107.4076309,108,070801030406,24
830,F070801030406_836,2711.546696,23742.36382,5.86436367,1014.534912,83,1586.779541,19.82154846,231.0559235,5.747076511,1.642021775,25.62265922,0.002897645,130.9992218,11.79857254,636,579,0.003171391,46.75532195,93511,44.41755401,0.00016954,2601.314453,1.7522192,4.492771149,22.84085464,58.56501007,108,070801030406,32
831,F070801030406_844,1968.803087,17277.62153,4.267572403,738.2900391,78,1085.158325,14.42439461,168.1423492,4.182220936,1.194920301,12.49902678,0.001413505,142.3363495,12.65291691,333,303,0.00165964,21.77472448,43549,20.68598795,7.89575E-05,1823.448364,2.436600685,6.017981529,35.69034576,88.14896393,108,070801030406,24
832,F070801030406_851,2620.591404,22919.57228,5.661134243,979.3762207,49,904.3096313,19.13463402,223.0486908,5.547911644,1.585117579,19.15794361,0.002166556,130.9984131,11.79851532,476,434,0.002377174,15.0634445,30127,14.31027186,5.46217E-05,1883.685791,2.256627321,4.34029007,68.43869019,131.6317291,108,070801030406,24
833,F070801030406_856,2458.337823,21430.98388,5.293453217,915.767395,57,983.6293945,17.89187241,208.5620575,5.187583923,1.482166886,15.42052712,0.001743895,147.9999695,13.12369061,425,387,0.002119738,8.949746281,17900,8.502259068,3.24528E-05,1899.396729,2.366323948,4.9080019,107.7087173,223.3990631,108,070801030406,24
834,F070801030406_857,2170.079635,18807.42972,4.645435333,803.6603394,45,681.4853516,15.70157146,183.0301514,4.552526474,1.300721884,9.291106313,0.001050723,153.6645966,13.62652397,267,243,0.001330998,,,,,1485.145752,3.307244301,6.111711025,,,108,070801030406,24
835,F070801030406_867,4013.18186,35132.77179,8.677794456,1501.258423,60,1697.376587,29.33094597,341.9050903,8.504238129,2.429782391,25.18670136,0.002848343,151.4016876,13.42168045,711,647,0.003543852,93.9187521,187838,89.22281259,0.00034056,3198.63501,2.320337534,4.94379425,16.82594872,35.84996796,108,070801030406,24
836,F070801030406_868,2366.735617,20852.84328,5.150652409,891.0628662,81,1360.081177,17.40920448,202.9356995,5.04763937,1.44218266,18.02075266,0.002037952,130.9971771,11.79842854,447,407,0.002229285,26.42902735,52858,25.10757622,9.58345E-05,2251.144043,2.189343691,5.531066418,35.4897995,89.65995026,108,070801030406,24
837,F070801030406_869,1677.56702,14813.88091,3.65902853,633.0119629,83,990.0599976,12.36751652,144.1657257,3.585847855,1.024528027,10.0633896,0.00113806,142.339859,12.6531992,267,243,0.001330998,1.443760902,2887,1.371572807,5.23523E-06,1623.072021,2.604987383,6.679308891,461.5226746,1183.365601,108,070801030406,24
838,F070801030406_87,8779.503459,77384.02249,19.11385345,3306.696533,67,4174.847656,64.60482788,753.0858154,18.73157692,5.35187912,53.2644335,0.00602363,147.9992218,13.12362671,1470,1338,0.007328707,20.99706277,41994,19.94720912,7.61376E-05,7481.543945,2.471372604,5.591587543,165.7723846,375.0671997,104,070801030406,24
839,F070801030406_90,3550.381675,30885.61766,7.628747463,1319.773315,72,1790.619629,25.78516579,300.5726624,7.476172447,2.136049271,19.05740501,0.002155186,130.9998169,11.7986145,473,431,0.002360742,25.58295217,51166,24.3038049,9.27666E-05,3110.393066,3.062119007,7.21668911,54.30315781,127.9796753,104,070801030406,16
840,F070801030407_1,4926.102486,42941.95031,10.6066618,1834.952515,79,2731.693359,35.85051727,417.9024658,10.39452839,2.969865322,31.97978198,0.003616567,131.0009613,11.79869556,794,723,0.003960131,65.21207312,130423,61.95147177,0.000236466,4566.645996,2.537970304,6.316246033,29.61919212,73.71327972,108,070801030407,16
841,F070801030407_103,1298.264188,11344.99515,2.802213907,484.78302,75,685.1412354,9.471483231,110.4072266,2.746169567,0.784619868,11.90806746,0.001346673,131.0013428,11.79872227,295,269,0.00147341,6.751039743,13503,6.413487673,2.448E-05,1169.924316,1.802167416,4.349161148,75.58805084,182.4162445,108,070801030407,8
842,F070801030407_11,4257.898652,37096.33409,9.162794113,1585.16333,61,1822.11853,30.97024345,361.0140991,8.979537964,2.565582275,23.98326907,0.002712248,130.9970703,11.79842091,595,542,0.002968729,56.77293041,113545,53.93428536,0.000205865,3407.281738,2.924655676,6.286497593,29.39064217,63.17469025,108,070801030407,8
843,F070801030407_110,13673.54235,118715.3729,29.32269669,5072.82666,75,7169.682129,99.11071777,1155.314209,28.73624229,8.210354805,109.7607259,0.012412749,151.3996735,13.42150021,3097,2816,0.015424245,309.8649183,619728,294.3716663,0.001123604,12242.50879,1.801429868,4.347481728,17.23272705,41.5886116,108,070801030407,8
844,F070801030407_12,2576.767467,22246.92121,5.494989395,950.6331787,62,1110.647217,18.5730648,216.5025787,5.385089397,1.538596988,13.18374753,0.001490939,131.0054626,11.79901314,327,297,0.001626776,45.56765175,91136,43.28926754,0.000165233,2061.280273,3.20078516,6.940337658,21.96002007,47.61642838,108,070801030407,8
845,F070801030407_126,7116.661316,61397.30271,15.16513348,2623.568115,50,2480.604248,51.25815201,597.5062866,14.86183071,4.246237278,37.19081368,0.004205878,131.0011292,11.79870701,923,841,0.004606459,32.56855761,65137,30.94012896,0.000118097,5104.172363,3.119581699,6.069170475,84.79499817,164.9693298,108,070801030407,16
846,F070801030407_127,3099.543699,26764.5275,6.610838413,1143.675049,63,1357.734009,22.3446331,260.467041,6.478621483,1.85103476,25.90781388,0.002929893,130.9980011,11.79848671,643,585,0.003204255,71.04075479,142082,67.48871711,0.000257602,2501.40918,1.955000043,4.275913239,16.94616699,37.0641098,108,070801030407,16
847,F070801030407_13,1330.125049,11373.65134,2.80929184,486.0074768,60,549.4974365,9.495406151,110.6860962,2.753106117,0.786601722,10.88003218,0.001230414,130.9989471,11.79855347,270,246,0.00134743,35.50565358,71010,33.73037104,0.000128747,1035.504883,1.975640178,4.209369659,14.40860176,30.69948006,108,070801030407,8
848,F070801030407_131,2555.229736,22048.83889,5.446063042,942.1688843,81,1438.087402,18.40769386,214.5748901,5.337141991,1.524897695,23.53050423,0.002661045,151.3981323,13.42136288,664,604,0.003308325,42.71447659,85429,40.57875252,0.000154887,2380.256348,1.559882283,3.940821886,23.21828079,58.65769958,108,070801030407,16
849,F070801030407_132,1715.120625,15156.83622,3.743738651,647.6668091,64,781.1081543,12.65383625,147.5032959,3.668863773,1.048246861,4.644959586,0.000525295,151.3961029,13.42118168,130,118,0.000646328,7.151233568,14302,6.793671809,2.59312E-05,1428.774902,5.48870182,12.10826206,95.33383942,210.3096771,108,070801030407,16
850,F070801030407_134,10010.7964,87322.1295,21.56856537,3731.361816,76,6446.666016,72.90174866,849.8014526,21.13719368,6.039198399,64.65788489,0.007312106,151.4003296,13.42155933,1823,1657,0.009075985,119.8211459,239646,113.8300922,0.000434485,10178.02734,2.251878023,6.142442703,32.78010178,89.41420746,108,070801030407,16
851,F070801030407_142,4211.408107,36410.516,8.993397713,1555.857788,59,1730.542603,30.3976841,354.3398743,8.813529968,2.518151283,28.16585503,0.003185253,159.3339386,14.16396999,838,764,0.004184703,58.00044696,116000,55.10042367,0.000210316,3286.400391,2.036463022,4.301571369,28.23676682,59.64383316,108,070801030407,16
852,F070801030407_150,5045.944681,44035.26889,10.87671185,1881.671143,70,2482.065674,36.76328659,428.54245,10.65917778,3.045479298,31.38795559,0.003549638,148.0005493,13.1237402,867,790,0.004327114,67.46940804,134939,64.09593964,0.000244651,4363.736816,2.381862164,5.523717403,29.35710335,68.08132935,108,070801030407,16
853,F070801030407_153,4319.385277,37130.33221,9.171192169,1586.616211,90,2690.827881,30.99862862,361.3449707,8.987768173,2.567933798,26.44057202,0.002990142,130.9983978,11.79851437,657,597,0.003269984,6.162662387,12325,5.854529202,2.23465E-05,4277.444336,2.657648563,7.164898396,271.0066223,730.6213989,108,070801030407,24
854,F070801030407_161,6754.980778,58098.97797,14.35044765,2482.627441,68,3181.207031,48.50451279,565.4076538,14.06343842,4.018125534,44.20333815,0.004998919,131.0008087,11.79868412,1097,999,0.005471882,107.9882491,215978,102.5888371,0.000391577,5663.834473,2.485112667,5.669504166,24.19978142,55.20907211,108,070801030407,16
855,F070801030407_17,2166.163866,18236.42984,4.504398346,779.2609253,66,977.6739502,15.22486687,177.4732971,4.414310455,1.261231542,19.67913217,0.002225497,131.0002289,11.79864407,490,447,0.00244838,38.37482748,76749,36.45608563,0.000139151,1756.934814,1.743313074,3.930502892,21.37533188,48.1931839,108,070801030407,8
856,F070801030407_183,4020.034083,35428.44126,8.750824928,1513.8927,80,2282.215088,29.5777874,344.7825012,8.575808525,2.450231075,27.1867609,0.003074528,130.999527,11.79859447,674,613,0.003357621,41.37086296,82742,39.30231953,0.000150015,3796.10791,2.4696455,6.192671776,38.51916885,96.58737946,108,070801030407,24
857,F070801030407_187,4675.129907,40644.47277,10.03918457,1736.778931,89,2912.769043,33.93244553,395.5438843,9.838400841,2.810971737,34.62130035,0.003915294,131.0003815,11.79865456,859,781,0.004277818,41.07170314,82144,39.01811701,0.00014893,4649.547852,2.223788738,5.953326225,44.51211548,119.1638184,108,070801030407,24
858,F070801030407_189,5874.325943,51872.96932,12.81262302,2216.58374,86,3592.146973,43.30666733,504.8173523,12.55637074,3.587534428,43.83048463,0.004956753,130.9998474,11.79861641,1087,989,0.005417109,57.88306224,115767,54.98890781,0.00020989,5808.730469,2.241237402,5.873337269,40.30965042,105.6345825,108,070801030407,24
859,F070801030407_196,3054.325631,26088.66532,6.443900108,1114.794678,79,1659.562134,21.78038216,253.8896637,6.315021992,1.804292083,23.75415634,0.002686338,130.9999695,11.79862499,588,536,0.002935865,32.73866694,65478,31.10173382,0.000118714,2774.356934,2.079840899,5.176039219,35.8434906,89.20264435,108,070801030407,24
860,F070801030407_197,3712.977765,32376.06702,7.996888638,1383.461792,85,2215.937744,27.0294838,315.0774231,7.836950779,2.239128828,25.38379592,0.002870632,130.9997559,11.79861069,631,575,0.003149482,36.65846574,73317,34.82554275,0.000132928,3599.399414,2.406020403,6.25982523,39.72549057,103.3551559,108,070801030407,24
861,F070801030407_199,3617.085259,31232.56365,7.714443207,1334.598633,86,2162.821533,26.07481766,303.9490662,7.560154438,2.160044193,25.30863015,0.002862132,130.9983215,11.7985096,628,572,0.00313305,32.54099706,65081,30.9139474,0.000117997,3497.420166,2.333214283,6.114370823,43.17140961,113.1340561,108,070801030407,24
862,F070801030407_205,1141.05934,9644.557015,2.382205486,412.1215515,89,691.1730957,8.051854134,93.85889435,2.334561348,0.667017519,9.513769805,0.001075904,131.0066071,11.79909325,236,215,0.001177632,11.01166266,22023,10.46107936,3.99295E-05,1103.294678,1.916844368,5.131603241,39.39570236,105.4666214,108,070801030407,24
863,F070801030407_206,1151.814309,10007.57819,2.471871853,427.6338196,89,717.1888428,8.354927063,97.39175415,2.42243433,0.692124128,6.358234436,0.000719047,131.0012512,11.79871559,158,143,0.000783262,9.513307383,19027,9.037642062,3.44963E-05,1144.822632,2.990446329,8.005752563,47.31696701,126.6727142,108,070801030407,24
864,F070801030407_213,2080.843347,17974.46976,4.439693928,768.0670776,71,1027.611572,15.0061655,174.9239349,4.350900173,1.243114352,14.84246361,0.001678522,131.0010986,11.7987051,369,335,0.001834915,23.72909364,47459,22.54263926,8.60443E-05,1795.678711,2.292737484,5.360234737,34.07174683,79.65699005,108,070801030407,24
865,F070801030407_218,4213.486672,36528.89378,9.022636414,1560.916138,62,1823.655273,30.49651146,355.4918823,8.842184067,2.5263381,26.23834372,0.002967272,151.4006805,13.42158985,741,675,0.003697218,51.28603578,102572,48.72173381,0.000185969,3384.571289,2.31246829,5.014179707,32.03736877,69.46738434,108,070801030407,24
866,F070801030407_235,3026.933545,26106.13113,6.448214531,1115.541138,87,1828.842651,21.79496574,254.0596466,6.319250107,1.805500031,18.38900602,0.002079597,130.9977417,11.79846859,456,415,0.002273104,4.831299335,9663,4.589734346,1.75188E-05,2944.383789,2.688050985,7.094900608,243.0513458,641.5150757,108,070801030407,24
867,F070801030407_246,5426.414322,48043.09428,11.86664391,2052.929443,86,3326.932373,40.10925674,467.5457764,11.62931061,3.322660208,36.85175705,0.004167534,130.9980621,11.79849052,914,832,0.004557163,56.54342651,113087,53.71625519,0.000205033,5379.861816,2.467463255,6.466179848,38.21802902,100.1533279,108,070801030407,24
868,F070801030407_248,5667.962776,49369.06599,12.19415951,2109.5896,79,3140.483887,41.216259,480.4498901,11.95027637,3.414364576,43.2835871,0.004894905,131.0006409,11.79867268,1074,977,0.00535138,70.31609988,140632,66.80029655,0.000254974,5250.073242,2.159252405,5.373667717,31.58054161,78.59355927,108,070801030407,16
869,F070801030407_249,1431.971356,12305.55332,3.039471626,525.8286133,44,435.981842,10.27341366,119.7551804,2.97868228,0.851052046,6.935610384,0.000784342,130.9929199,11.79812813,172,157,0.000859945,21.9790515,43958,20.88009846,7.96984E-05,961.8104248,3.349226952,6.126181126,25.18324471,46.06349945,108,070801030407,16
870,F070801030407_257,4949.252516,42368.40118,10.46499538,1810.444214,74,2524.575439,35.37168503,412.3208313,10.25569534,2.930198669,28.63155778,0.003237919,130.9999237,11.79862213,710,647,0.003543852,21.38797288,42776,20.3185748,7.75551E-05,4335.019531,2.79821372,6.700184822,89.1029129,213.3525391,108,070801030407,16
871,F070801030407_26,6387.571651,55301.06915,13.65936375,2363.069824,75,3339.722168,46.16864777,538.1789551,13.38617611,3.824621916,41.2547415,0.004665464,131.0019226,11.79876328,1023,931,0.005099422,81.85787968,163716,77.76498244,0.000296826,5702.791992,2.5382061,6.12544775,30.38732529,73.3336792,108,070801030407,16
872,F070801030407_260,8166.762375,71764.82783,17.72591209,3066.582764,66,3813.907227,59.91358185,698.4009399,17.3713932,4.963255405,60.24570751,0.006813137,130.999939,11.79862309,1494,1360,0.007449209,179.0386662,358077,170.0867345,0.000649214,6880.490234,2.254840374,5.059184074,18.02952385,40.45283127,108,070801030407,16
873,F070801030407_265,2177.465359,19124.25581,4.723690987,817.1985474,57,877.7803345,15.9660759,186.1134186,4.629217148,1.322633505,20.53738236,0.002322555,131.0044556,11.79894161,509,463,0.002536017,58.1328672,116266,55.22622396,0.000210796,1694.978882,1.765007615,3.660861492,14.79729176,30.69155884,108,070801030407,16
874,F070801030407_267,5240.462352,45555.79326,11.25228119,1946.644653,90,3301.419678,38.03271103,443.3398743,11.02723598,3.150638819,36.00876474,0.004072201,142.3345795,12.65277386,958,872,0.004776258,32.14102221,64283,30.53397036,0.000116547,5248.064453,2.232390642,6.018422604,63.75340652,171.8762512,108,070801030407,16
875,F070801030407_277,4422.394713,38278.21697,9.454719543,1635.666504,73,2250.03418,31.95695114,372.5159607,9.265625,2.647321463,29.13904953,0.003295311,130.9985657,11.79852676,723,657,0.003598625,10.36403298,20728,9.845831275,3.75811E-05,3885.700684,2.489598989,5.914308548,166.1278229,394.6544189,108,070801030407,16
876,F070801030407_278,2919.877461,25647.88404,6.335027218,1095.959717,74,1528.261963,21.41239166,249.6000671,6.208326817,1.773807645,21.05888529,0.002381532,130.9988251,11.79854488,523,477,0.002612701,55.72453022,111449,52.93830362,0.000202063,2624.22168,2.297609568,5.501513004,20.70258522,49.57132339,108,070801030407,16
877,F070801030407_28,3075.800893,26817.2066,6.623849869,1145.926025,79,1705.90625,22.38861275,260.9796753,6.491373062,1.854677916,23.21977788,0.002625905,142.3356628,12.6528616,618,564,0.003089231,11.34527479,22691,10.77801111,4.11392E-05,2851.832275,2.031783819,5.056440353,106.3207321,264.5972595,108,070801030407,8
878,F070801030407_281,5133.419755,44837.21867,11.07479286,1915.939209,82,2960.513916,37.43280029,436.3468323,10.85329723,3.100941896,47.13101616,0.005330007,131.0012512,11.79871559,1169,1063,0.005822433,77.295395,154591,73.43062493,0.000280282,4876.453125,1.802388668,4.587444305,26.09182739,66.40898132,108,070801030407,16
879,F070801030407_282,5628.312067,49819.24862,12.30535412,2128.826172,85,3409.813965,41.59209824,484.8309631,12.05924702,3.445499182,32.05879655,0.003625503,130.999527,11.79859447,795,723,0.003960131,50.79539466,101591,48.25562593,0.00018419,5538.640137,2.944434643,7.660636425,44.1156044,114.7770844,108,070801030407,16
880,F070801030407_285,7446.1031,65197.28123,16.10372925,2785.945068,61,3202.433105,54.43060303,634.4869385,15.78165436,4.50904417,47.32771312,0.005352252,130.9984131,11.79851532,1174,1069,0.005855297,27.78948751,55579,26.40001386,0.000100768,5988.37793,2.606122494,5.601850033,105.5281677,226.8323822,108,070801030407,16
881,F070801030407_287,4294.410204,37165.39149,9.179851532,1588.114258,60,1795.578979,31.02789879,361.6861572,8.996254921,2.570358515,29.6182144,0.003349499,130.9997406,11.79860973,735,670,0.003669831,72.43309379,144866,68.81144099,0.00026265,3383.693359,2.370319843,5.050288677,23.07921791,49.17341232,108,070801030407,16
882,F070801030407_289,1196.334162,10415.52379,2.572634459,445.0657654,74,620.6223145,8.695504189,101.3618011,2.521181822,0.720337629,10.90714216,0.00123348,130.9946289,11.79824924,271,246,0.00134743,20.24612188,40493,19.23381567,7.34147E-05,1065.68811,1.80921042,4.332065582,23.13975334,55.40700531,108,070801030407,16
883,F070801030407_290,3709.166084,32602.74854,8.052879333,1393.148071,78,2047.686157,27.21873283,317.2834473,7.891821861,2.25480628,27.60851657,0.003122224,131.0028839,11.79883099,685,624,0.003417872,15.24951434,30499,14.48703855,5.52964E-05,3440.834229,2.232609034,5.514157295,96.16513824,237.5112152,108,070801030407,16
884,F070801030407_291,1033.486871,8923.592213,2.204127312,381.3140259,88,632.3200684,7.449950218,86.84261322,2.16004467,0.617155671,5.881747723,0.000665162,130.9953613,11.79830074,146,133,0.000728489,5.821488857,11643,5.530414581,2.11094E-05,1013.634094,2.867022753,7.621308804,68.94853973,183.2835693,108,070801030407,16
885,F070801030407_294,2420.061611,21080.45072,5.20687151,900.7887573,74,1256.105713,17.599226,205.1507416,5.102734089,1.457924008,20.99185163,0.002373951,130.9959869,11.79834461,520,473,0.002590791,9.591820136,19183,9.112229079,3.4781E-05,2156.894531,1.904415965,4.560030937,98.85492706,236.7032776,108,070801030407,16
886,F070801030407_295,3575.896176,30859.96104,7.622410297,1318.677002,70,1739.434082,25.76374626,300.3229675,7.46996212,2.13427496,26.51145452,0.002998158,130.997879,11.79847813,658,598,0.003275461,105.1860081,210372,99.92670679,0.000381416,3058.111084,2.205145597,5.113898277,13.19644165,30.60354042,108,070801030407,16
887,F070801030407_299,2791.882616,23689.47615,5.851300716,1012.275024,68,1297.116333,19.77739716,230.5412445,5.734274864,1.638364196,14.47132369,0.00163655,130.9994659,11.79858971,359,326,0.001785619,49.18011492,98360,46.72110899,0.000178332,2309.391357,3.105138063,7.084022522,21.66633034,49.42929077,108,070801030407,16
888,F070801030407_300,1956.537371,16579.84986,4.09522295,708.4735718,78,1041.333374,13.84185314,161.3517914,4.013318539,1.146662474,12.83195349,0.001451155,131.0005341,11.79866505,318,289,0.001582957,34.69737704,69395,32.96250874,0.000125816,1749.806885,2.451465607,6.054695129,21.49331474,53.08475876,108,070801030407,16
889,F070801030407_302,2282.796696,19822.50927,4.896159649,847.0356445,59,941.727356,16.54901886,192.9086914,4.79823637,1.370924711,11.87028646,0.001342401,131.001236,11.79871464,295,269,0.00147341,23.67246199,47344,22.48883915,8.58389E-05,1788.762939,3.148831367,6.649676323,37.664711,79.54003143,108,070801030407,16
890,F070801030407_312,1698.90618,14745.36318,3.642104626,630.0841064,90,1068.593628,12.31031322,143.4989166,3.569262505,1.019789338,12.72601601,0.001439175,156.4973907,13.8906517,372,338,0.001851348,15.46836546,30937,14.69494721,5.609E-05,1698.677734,1.86415422,5.025673866,42.87760162,115.5960388,108,070801030407,16
891,F070801030407_315,7674.065102,67020.65148,16.55410004,2863.859375,58,3130.049561,55.95285797,652.2315674,16.22301865,4.635148048,42.5269655,0.004809339,131.0007172,11.7986784,1054,959,0.005252788,36.5132885,73026,34.68762362,0.000132401,5993.90918,2.986297607,6.250165939,82.56141663,172.7967682,108,070801030407,16
892,F070801030407_316,4773.756362,41806.18384,10.32612705,1786.419922,62,2087.116699,34.90230942,406.8493958,10.11960411,2.89131546,35.16236962,0.003976483,131.000946,11.79869461,872,793,0.004343546,93.77523393,187551,89.08647187,0.000340039,3873.536621,2.25273633,4.884661674,20.05265045,43.4806366,108,070801030407,16
893,F070801030407_318,4960.514931,42731.00285,10.5545578,1825.938477,62,2133.287109,35.67440414,415.8495789,10.34346676,2.955276251,29.86590791,0.003377511,131.0002594,11.79864597,741,675,0.003697218,15.5991565,31198,14.81919867,5.65642E-05,3959.225586,2.705094099,5.865519524,123.214386,267.1686707,108,070801030407,16
894,F070801030407_32,3698.013957,32241.12774,7.963558674,1377.695679,79,2050.934814,26.91682816,313.7642212,7.804287434,2.22979641,23.7635754,0.002687403,142.334137,12.65273857,632,575,0.003149482,56.71408262,113427,53.87837774,0.000205651,3428.630371,2.395992517,5.962835312,25.57047462,63.63648224,108,070801030407,8
895,F070801030407_322,5062.274502,43608.96104,10.7714138,1863.45459,83,2914.528809,36.40737915,424.3937073,10.55598545,3.015995979,33.66349079,0.003806976,131.0006104,11.79867077,836,761,0.004168271,12.93855497,25877,12.29162739,4.69166E-05,4777.983398,2.448692083,6.278559208,151.6035767,388.7185364,108,070801030407,16
896,F070801030407_328,2487.088513,21164.61006,5.227658749,904.3849487,88,1499.710571,17.669487,205.9697571,5.123105526,1.463744402,16.61262524,0.001878708,148.0002594,13.1237154,459,418,0.002289536,20.63874769,41279,19.60681045,7.48384E-05,2404.095459,2.163600445,5.751424313,46.12606049,122.6153259,108,070801030407,16
897,F070801030407_33,4297.851875,36978.62939,9.133721352,1580.133789,67,1994.987427,30.87197876,359.8686218,8.951046944,2.55744195,35.5867783,0.004024479,130.9977417,11.79846859,882,802,0.004392842,95.27722344,190554,90.51336005,0.000345486,3575.121094,1.970241666,4.457756996,17.45746422,39.49826813,108,070801030407,16
898,F070801030407_335,5984.26925,51931.58314,12.82710075,2219.088379,46,1923.552002,43.35560226,505.3877563,12.57055855,3.591588259,31.31012404,0.003540836,131.0002594,11.79864597,777,707,0.003872493,24.38348174,48767,23.164307,8.84172E-05,4142.640625,3.138738871,5.859463215,95.79774475,178.8372345,108,070801030407,16
899,F070801030407_337,1786.362463,15429.28559,3.811033487,659.3087769,37,459.9194031,12.8812933,150.1547241,3.734812737,1.067089319,13.17324928,0.001489752,139.496994,12.42829037,344,313,0.001714414,55.07262939,110144,52.31899714,0.000199699,1119.228149,2.106417894,3.575808764,12.60170937,21.39238548,108,070801030407,16
900,F070801030407_344,1863.352286,15993.93284,3.950501442,683.4367676,82,1056.047974,13.35269451,155.6497498,3.871491432,1.106140375,17.247917,0.001950553,130.9991913,11.79857063,429,390,0.00213617,5.486721497,10974,5.2123854,1.98955E-05,1739.484741,1.752401948,4.460217476,131.1178436,333.7214355,108,070801030407,16
901,F070801030407_345,4986.345805,42968.73514,10.61327744,1836.097046,68,2352.751221,35.87287903,418.1631165,10.40101147,2.971717596,38.14324489,0.004313588,130.9983521,11.79851151,947,863,0.004726961,103.9354307,207871,98.73866096,0.000376881,4188.848145,2.127574682,4.853821754,18.59552383,42.4235878,108,070801030407,16
902,F070801030407_36,5885.64514,51739.27058,12.77960014,2210.87085,74,3082.950684,43.19504929,503.5162354,12.5240078,3.578288078,40.50847399,0.00458107,130.9988861,11.7985487,1005,915,0.005011784,94.84600942,189692,90.10370858,0.000343922,5293.821289,2.416252375,5.785596848,24.53695679,58.75253677,108,070801030407,8
903,F070801030407_364,1715.60007,14903.05479,3.681054592,636.8224487,55,660.0130615,12.44196415,145.0335541,3.607433558,1.030695319,17.31334162,0.001957951,131.0037689,11.79889297,430,392,0.002147125,45.7955083,91591,43.50573318,0.00016606,1296.835449,1.624547005,3.308253765,14.63766766,29.80838013,108,070801030407,16
