OBJECTID,Shape_Length,Shape_Area,riparianid,bioAc,opAcres,DirectCost,DirectCost_CP,meanPIdx,OpportunityCost,bioBuffWidth,adjOCosts,bioYield,energyPot,CO2red,N2Ored,SUM_cropAcres,SUM_pctWScropAcres,MEAN_Nrate,MEAN_NO3conc,SUM_cpNO3load,SUM_cpNO3LoadReduced,SUM_cpWSNO3LoadPct,SUM_cpSEDload,SUM_cpSEDloadlbs,SUM_cpSEDLoadReduced,SUM_cpWSSEDLoadPct,TotalCost,TotalCost_CP,DCredNO3,TCredNO3,DCredSED,TCredSED,MLRA,HUC12,FBndID,radial
801,516.0468455,3626.236482,27_13_1,1.868956566,0.895680428,133.4563904,435.3006897,61,178.1150055,100,1187.43335,6.317073345,73.6368866,0.877766848,0.250790507,124.771181,0.014110269,135.2501068,9.92086761,3221,1611,0.008824026,80.26925477,160539,72.24233101,0.000275746,311.5714111,613.4157104,0.082840711,0.193402484,1.847343326,4.31286478,104,070801030202,F070801030202_216,32
802,515.7792179,3626.133895,842_22_1,1.77317369,0.895655096,133.4526062,435.2883911,78,227.746933,100,1518.312866,5.993327141,69.86304474,0.877741992,0.250783414,199.9999977,0.022617833,132.4999102,11.91361831,5034,2516,0.013781037,67.37802756,134756,60.64022487,0.000231461,361.1995239,663.0353394,0.053041577,0.14356102,2.200727463,5.95643425,104,070801030602,F070801030602_93,32
803,518.5052774,3625.579123,425_37_2,1.802407026,0.895518064,133.4321899,435.2217712,78,227.7121277,100,1518.080811,6.092135906,71.01483917,0.877607703,0.250745058,200.0000009,0.022617833,133.8327823,12.0310617,5250,2625,0.014378069,238.1493834,476299,214.3344434,0.000818105,361.1443176,662.9338989,0.05083131,0.137578785,0.622541964,1.684957027,108,070801030302,F070801030302_13,24
804,519.6914849,3625.354052,537_26_1,1.873649478,0.895462453,133.4239044,435.1947632,83,242.2940063,100,1615.293335,6.332935333,73.8217926,0.877553225,0.250729501,32.03863335,0.003623222,131.0011597,11.79870939,795,397,0.002174512,56.81516075,113630,51.1336441,0.000195175,375.7178955,677.4887695,0.336080372,0.946392655,2.609317303,7.347763062,108,070801010302,F070801010302_42,32
805,515.9313762,3625.312966,495_7_2,1.805562496,0.895452321,133.4223938,435.1898193,86,251.0490112,100,1673.660034,6.102801323,71.13916016,0.877543271,0.25072664,31.13003302,0.003520469,130.9987717,11.79854107,772,386,0.002114261,13.30189837,26604,11.97170826,4.56955E-05,384.471405,686.2388306,0.345653862,0.996039927,11.14480877,32.11499786,108,070802060501,F070802060501_363,16
806,515.6945903,3625.0563,27_13_2,1.868956566,0.895388901,133.4129486,435.1589966,60,175.1380615,100,1167.587036,6.317073345,73.6368866,0.877481103,0.250708878,43.5836491,0.004928839,130.9994202,8.249057889,1076,538,0.002946819,45.72542763,91451,41.15288544,0.000157079,308.5510254,610.2970581,0.247979462,0.573514938,3.241885662,7.497676373,104,070801030202,F070801030202_216,32
807,516.9124486,3624.244545,658_48_1,1.828893065,0.895188391,133.3830719,435.061554,78,227.6283112,100,1517.522095,6.181658745,72.05838776,0.877284646,0.25065276,53.71186627,0.00607423,133.125351,11.95612717,1359,679,0.003719127,36.79590823,73592,33.11631677,0.000126404,361.0113831,662.6898804,0.196440458,0.531681001,4.027714729,10.90131474,104,070801030401,F070801030401_472,24
808,513.8912081,3623.180845,563_1_1,1.825276732,0.894925654,133.3439178,434.9338684,79,230.4789124,100,1536.526123,6.169435501,71.91590118,0.877027154,0.250579178,30.32826567,0.003429798,131.0005646,11.79866727,752,376,0.002059487,20.20089984,40402,18.18080974,6.93954E-05,363.8228149,665.4127808,0.35463807,0.967613876,7.334322453,20.01136398,108,070802060501,F070802060501_129,16
809,514.4048936,3623.10678,159_17_1,1.856271625,0.894907355,133.3412018,434.9249878,65,189.6308746,100,1264.205811,6.274198055,73.13710022,0.877009213,0.250574052,191.0416683,0.021604743,136.2614267,12.19987733,4929,2465,0.013501691,73.45154436,146904,66.10638855,0.000252325,322.9720764,624.5558472,0.054093793,0.131023154,2.017069817,4.885641098,104,070801030603,F070801030603_625,32
810,518.1320736,3622.118722,70_5_1,1.848222136,0.894663334,133.3048401,434.806366,66,192.4953308,100,1283.302246,6.246990681,72.81995392,0.876770079,0.250505745,25.62185967,0.002897555,131.0008087,11.7986846,636,318,0.0017418,8.569847756,17140,7.712862885,2.94397E-05,325.8001709,627.3016968,0.419197619,1.024528861,17.28344536,42.24114609,104,070801030601,F070801030601_267,32
811,516.2982338,3622.019831,96_9_1,1.904905081,0.894638896,133.3011932,434.7944946,78,227.4887848,100,1516.591919,6.438579082,75.0532608,0.876746118,0.250498891,64.77813134,0.007325705,138.3657318,12.36035404,1684,842,0.004611937,43.89636806,87792,39.50673106,0.000150796,360.789978,662.2832642,0.158314958,0.428491652,3.374138832,9.132367134,104,070801030406,F070801030406_337,24
812,514.2466681,3622.013026,49_1_1,1.880286455,0.894637227,133.3009491,434.7937012,78,227.4883575,100,1516.589111,6.355368137,74.0832901,0.876744509,0.250498414,45.75959113,0.005174914,140.442276,12.52484067,1164,582,0.003187823,18.61916225,37238,16.75724636,6.39617E-05,360.7893066,662.2820435,0.229039431,0.619912922,7.954824448,21.53034592,104,070801030601,F070801030601_304,32
813,515.9349667,3621.640758,387_10_2,1.830070615,0.894545257,133.2872467,434.7489929,86,250.7944336,100,1671.962891,6.185638905,72.1047821,0.876654327,0.250472665,31.89758015,0.003607271,130.9999466,11.79862356,792,396,0.002169034,31.40314007,62806,28.26282644,0.000107878,384.081665,685.543457,0.336583942,0.969903171,4.715991497,13.58964062,108,070802060601,F070802060601_108,16
814,514.2424662,3621.075844,159_17_2,1.856271625,0.894405723,133.266449,434.6811829,65,189.5244141,100,1263.496094,6.274198055,73.13710022,0.876517594,0.250433594,27.48517227,0.003108275,142.3313192,12.66009394,735,367,0.002010191,8.905786574,17811,8.015207767,3.05937E-05,322.790863,624.2055664,0.363123834,0.879539132,16.62669945,40.27230072,104,070801030603,F070801030603_625,32
815,516.6478493,3620.830758,442_12_1,1.846197486,0.894345224,133.257431,434.6517639,70,204.0895844,100,1360.597168,6.240147591,72.74018097,0.876458347,0.250416666,24.05813295,0.002720714,134.7757874,12.08315404,606,304,0.001665117,12.80856673,25618,11.52770998,4.40008E-05,337.3470154,638.741333,0.438346803,1.109694123,11.55974865,29.26400948,108,070801030301,F070801030301_47,16
816,517.2672931,3619.779041,48_9_1,1.849127412,0.894085407,133.2187195,434.5255127,78,227.3480377,100,1515.653564,6.250050545,72.85562134,0.876203716,0.250343919,83.15135217,0.009403517,146.8665771,13.09124931,2439,1219,0.006676901,60.64815611,121296,54.58334029,0.000208342,360.5667725,661.8735352,0.10928525,0.295788974,2.440648079,6.605802536,104,070801030601,F070801030601_36,32
817,515.5476843,3618.761121,425_53_1,1.831342697,0.893833995,133.1812592,434.4033203,78,227.2841034,100,1515.227295,6.189938545,72.1548996,0.87595731,0.250273526,79.60011679,0.009001911,139.4985657,12.46103811,2019,1010,0.005532133,50.88392639,101767,45.79553413,0.0001748,360.4653625,661.687439,0.131862625,0.3568964,2.908171415,7.871190071,108,070801030302,F070801030302_224,16
818,515.9892262,3618.039345,701_9_2,1.849497795,0.893655717,133.1547089,434.3166809,78,227.2387695,100,1514.925171,6.251302719,72.87021637,0.875782609,0.250223607,72.75451827,0.008227748,151.4008331,13.42160368,2053,1026,0.005619771,50.11679161,100234,45.10511136,0.000172164,360.3934937,661.5554199,0.129780412,0.351260722,2.952097893,7.990080833,108,070801030302,F070801030302_115,16
819,508.0516993,3617.192029,406_2_2,2.020970821,0.893446445,133.1235199,434.2149658,78,227.1855621,100,1514.570435,6.830881596,79.62625122,0.875577509,0.250165015,28.61040401,0.003235527,152.5329692,13.53291702,804,402,0.002201899,27.04124534,54082,24.33712137,9.28938E-05,360.309082,661.4005127,0.331153035,0.896291256,5.469977856,14.80491829,108,070801030603,F070801030603_260,24
820,514.596678,3615.649792,578_8_1,1.807503223,0.893065512,133.0667572,434.0298462,75,218.3544922,100,1455.696655,6.109360695,71.21562958,0.875204206,0.250058353,200.0000024,0.022617834,132.2603472,11.89360799,4980,2491,0.013644103,218.7101012,437419,196.8390886,0.000751326,351.4212646,652.3843384,0.053419013,0.141076386,0.67601794,1.785322547,108,070802060501,F070802060501_133,24
821,513.0581432,3614.888775,59_8_1,1.808059454,0.892877519,133.0387573,433.9384766,78,227.0407104,100,1513.604736,6.111240864,71.2375412,0.875019968,0.250005692,50.17471534,0.005674217,137.8002116,12.33961042,1338,668,0.003658876,17.95819017,35916,16.16237153,6.16911E-05,360.0794678,660.979187,0.199159816,0.539041102,8.231388092,22.27887535,104,070801030202,F070801030202_171,32
822,517.2096307,3614.843866,119_33_2,1.864072204,0.892866433,133.0370941,433.933075,78,227.0380707,100,1513.587158,6.300563812,73.44444275,0.87500912,0.250002593,,,,,,,,19.61677386,39234,17.65509647,6.73888E-05,360.0751648,660.9711304,,,7.535336494,20.39496994,104,070801030406,F070801030406_73,24
823,514.8064998,3614.516661,425_40_1,1.812950134,0.892785609,133.0250549,433.8937988,78,227.0173492,100,1513.448975,6.127771378,71.43023682,0.874929905,0.249979973,35.23504406,0.003984702,142.3337504,12.68203449,917,459,0.002514108,41.66087482,83322,37.49478846,0.000143116,360.0424194,660.9111328,0.289814949,0.784406126,3.547827959,9.60246563,108,070801030302,F070801030302_187,16
824,513.2517019,3613.69656,495_2_1,1.801301837,0.892583072,132.994873,433.7953796,84,244.4249268,100,1629.499512,6.088400364,70.97129059,0.874731421,0.249923259,29.72706705,0.003361809,144.6003723,12.92615199,821,410,0.002245717,9.101740256,18203,8.191566139,3.12669E-05,377.4197998,678.2203369,0.324377745,0.920536101,16.23558617,46.07419205,108,070802060501,F070802060501_363,16
825,516.0112828,3613.573459,443_5_2,1.924177289,0.892552674,132.9903412,433.7806091,78,226.9582977,100,1513.055298,6.50371933,75.81258392,0.874701619,0.24991475,199.9999977,0.022617833,137.233106,12.28993972,5362,2681,0.014684801,270.304156,540609,243.273739,0.000928565,359.9486389,660.7388916,0.049604751,0.13425909,0.546669543,1.479603291,108,070801030303,F070801030303_741,8
826,515.3297756,3612.86637,425_5_2,1.841713428,0.892377973,132.964325,433.6957092,70,203.6406555,100,1357.60437,6.224991322,72.56350708,0.874530435,0.24986583,200.0000011,0.022617833,133.4286259,11.9879194,4961,2480,0.013583852,204.780856,409561,184.3027695,0.000703476,336.6049805,637.3363647,0.053614646,0.135727808,0.721445084,1.826369643,108,070801030302,F070801030302_181,24
827,513.1337708,3611.032767,447_7_2,1.801695704,0.891925097,132.8968353,433.4755859,81,235.5217438,100,1570.14502,6.089731693,70.98680878,0.874086618,0.249739021,33.07791506,0.003740754,131.0006104,6.474335372,819,410,0.002245717,77.77320862,155546,69.99588776,0.000267171,368.4185791,668.9973145,0.324138612,0.898581922,1.898637772,5.263431549,108,070802060603,F070802060603_581,16
828,514.9505544,3610.902969,474_8_1,1.824908257,0.891893029,132.8920593,433.460022,86,250.0509338,100,1667.006226,6.168190002,71.90138245,0.874055147,0.249730051,25.00232819,0.002827492,130.9984131,11.79851532,620,310,0.001697981,9.969595909,19939,8.97263632,3.42482E-05,382.9429932,683.5109863,0.428684056,1.235299945,14.81081486,42.67898178,108,070801030301,F070801030301_299,24
829,515.1291851,3610.703815,474_8_2,1.824908257,0.891843855,132.8847351,433.4361267,86,250.0372162,100,1666.914795,6.168190002,71.90138245,0.874006987,0.249716282,117.3369809,0.013269541,137.798291,12.32853317,3114,1556,0.008522771,47.97863323,95957,43.18076991,0.000164819,382.921936,683.4733276,0.085401498,0.246093795,3.077405453,8.867880821,108,070801030301,F070801030301_299,24
830,516.5155485,3610.127601,194_3_2,1.857661128,0.891701519,132.8635254,433.3669434,78,226.7418671,100,1511.612427,6.278894424,73.19184875,0.873867512,0.249676421,30.41557915,0.003439672,148.0005493,13.12374067,840,420,0.002300491,19.82872148,39657,17.84584838,6.81168E-05,359.6054077,660.1088257,0.316341728,0.856203377,7.445066452,20.15064812,108,070801030408,F070801030408_134,8
831,512.9035337,3609.888604,59_14_2,1.845644236,0.891642511,132.8547363,433.3382568,78,226.7267914,100,1511.511963,6.238277435,72.71838379,0.873809636,0.249659896,56.76446299,0.006419446,136.7801941,12.24920158,1449,724,0.003965608,24.1852553,48371,21.76672941,8.30827E-05,359.581543,660.0650635,0.18350102,0.496659577,6.103569031,16.5197773,104,070801030202,F070801030202_196,32
832,514.5550288,3609.674723,84_21_2,1.860999346,0.891589642,132.8468628,433.312561,78,226.7133484,100,1511.422363,6.290177822,73.32337189,0.873757839,0.249645099,45.1628393,0.005107428,151.3993835,13.42147446,1272,636,0.003483601,28.26391411,56528,25.43752289,9.70939E-05,359.5602112,660.0258789,0.208878711,0.565346241,5.222476482,14.13503265,104,070801030406,F070801030406_463,24
833,514.759972,3609.628324,723_67_2,1.884872198,0.891578197,132.8451538,433.3070068,77,223.8039551,100,1492.026367,6.370868206,74.26396179,0.873746634,0.249641895,29.19626427,0.003301781,131.0002899,11.79864788,724,362,0.001982804,12.21951199,24439,10.9975605,4.19772E-05,356.6491089,657.1109619,0.366975576,0.985218525,12.07951069,32.42984009,108,070801010405,F070801010405_41,32
834,514.8289174,3608.918852,559_6_1,1.876646757,0.89140296,132.819046,433.2218323,84,244.1017914,100,1627.345215,6.343066216,73.93988037,0.873574913,0.249592826,21.34018335,0.002413344,131.0018463,11.79875803,529,264,0.001446023,14.19718647,28394,12.77746744,4.8771E-05,376.9208374,677.3236084,0.503102422,1.427730441,10.39478683,29.49886894,108,070802060501,F070802060501_185,16
835,512.0466486,3608.431327,56_12_1,1.808303952,0.891282558,132.8011017,433.1633301,78,226.6353302,100,1510.902222,6.112067223,71.24717712,0.873456895,0.249559119,69.96098755,0.00791183,139.5041656,8.691006462,1602,801,0.004387365,18.8117896,37624,16.93061092,6.46234E-05,359.4364319,659.798645,0.165794134,0.448734611,7.843845844,21.22997475,104,070801030405,F070801030405_201,32
836,514.0651142,3608.258031,556_16_2,1.80908227,0.891239762,132.7947235,433.1425171,79,229.529892,100,1530.199219,6.114697933,71.27783966,0.873414993,0.249547139,24.10506997,0.002726022,130.9989421,11.79855283,598,299,0.001637731,56.91830033,113837,51.22646874,0.000195529,362.3246155,662.6724243,0.444129497,1.211788058,2.592306852,7.07299614,108,070802060501,F070802060501_261,16
837,487.0451996,3608.205889,450_31_1,1.894671559,0.891226828,132.7928009,433.1362305,70,203.3779144,100,1355.852783,6.403989792,74.65006256,0.873402297,0.249543518,139.9981556,0.015832275,142.332666,12.74468384,3933,1967,0.010773966,143.5844836,287169,129.2260332,0.00049325,336.1707153,636.5141602,0.067510322,0.170905292,1.027601004,2.601416349,108,070801030301,F070801030301_279,16
838,514.2563114,3606.557539,194_7_1,1.838392377,0.890819728,132.732132,432.938385,78,226.5175171,100,1510.116821,6.213766098,72.43266296,0.873003364,0.249429524,199.9999993,0.022617833,143.815763,12.82588306,5512,2756,0.015095603,325.4051111,650810,292.8646023,0.001117852,359.2496338,659.4559326,0.048161153,0.130351827,0.453220129,1.226674795,108,070801030408,F070801030408_134,8
839,513.6710218,3606.465553,528_1_1,1.876545668,0.890797019,132.7287598,432.9273376,76,220.703186,100,1471.354614,6.342724323,73.93589783,0.872981071,0.249423161,141.5635735,0.016009306,148.3393463,13.22416983,4061,2028,0.011108085,119.1382173,238276,107.2243952,0.000409271,353.4319458,653.6304932,0.065448105,0.174276114,1.237859726,3.296189785,108,070802060502,F070802060502_71,16
840,513.6265104,3606.065478,425_50_2,1.823045135,0.890698195,132.714035,432.8793335,78,226.4865875,100,1509.910645,6.161892414,71.82798004,0.872884214,0.24939549,117.2158234,0.01325584,138.4803772,12.38825054,3163,1582,0.008665183,84.90538152,169811,76.41484465,0.000291672,359.2006226,659.3659058,0.083890036,0.22705476,1.736757278,4.700665474,108,070801030302,F070801030302_187,16
841,515.0974893,3605.922264,430_20_2,1.980104923,0.890662789,132.7087555,432.8621216,69,200.3455963,100,1335.637329,6.692754745,78.01613617,0.872849524,0.24938558,48.7632097,0.005514591,147.2920303,13.13877869,1248,625,0.00342335,50.81238121,101624,45.73114222,0.000174554,333.0543518,633.2077026,0.212334007,0.532886982,2.901933908,7.282878399,108,070801030302,F070801030302_156,16
842,512.8055138,3605.452154,425_2_1,1.867836833,0.890546679,132.691452,432.8056946,78,226.4482117,100,1509.654785,6.313288689,73.59277344,0.872735739,0.249353066,123.5771847,0.013975241,148.9448395,13.23874728,3411,1706,0.009344375,163.0060778,326012,146.7054672,0.000559969,359.1396484,659.2539063,0.077779278,0.210515618,0.904475152,2.448031902,108,070801030302,F070801030302_75,16
843,513.2691884,3604.957347,466_4_2,1.814723969,0.89042449,132.6732483,432.7463074,78,226.4171448,100,1509.447632,6.133767128,71.50012207,0.872615993,0.249318853,102.2162447,0.01155955,149.4174652,13.29628992,2715,1358,0.007438254,32.55614567,65113,29.30053043,0.000111839,359.0903931,659.1634521,0.097697534,0.264425904,4.528015137,12.25542259,108,070801030301,F070801030301_179,24
844,515.6655936,3604.381202,119_25_2,1.886034012,0.890282154,132.6520386,432.677124,78,226.3809509,100,1509.206299,6.37479496,74.30973816,0.872476518,0.249279007,145.5501446,0.016460145,141.10336,12.61618252,3894,1947,0.010664419,81.74101781,163482,73.56691689,0.000280802,359.0329895,659.0581055,0.068131506,0.184403181,1.803148031,4.880359173,104,070801030406,F070801030406_72,24
845,514.0532686,3603.053407,430_4_2,1.876974821,0.889954209,132.6031799,432.5177307,70,203.0870819,100,1353.913818,6.344174862,73.95280457,0.87215513,0.249187171,37.42642981,0.004232524,144.6009445,12.92620564,1106,553,0.00302898,28.52533048,57051,25.67279838,9.7992E-05,335.6902466,635.6047974,0.239788756,0.607034802,5.16512394,13.07571697,108,070801030302,F070801030302_35,16
846,512.4127208,3602.279,680_20_1,1.854456186,0.889762938,132.5746765,432.4247742,79,229.1493378,100,1527.662231,6.268062115,73.06557465,0.871967673,0.249133617,38.76848216,0.004384295,136.6660258,12.24027348,962,480,0.002629133,18.32828546,36657,16.49545652,6.29625E-05,361.723999,661.5740967,0.276197255,0.753591657,8.037041664,21.92870522,108,070801030407,F070801030407_620,16
847,513.9767969,3601.344538,135_12_1,1.840699196,0.889532089,132.5402832,432.3125916,78,226.1901703,100,1507.934448,6.221563339,72.52355194,0.871741474,0.24906899,51.44720506,0.005818122,136.6667389,12.27168541,1282,641,0.003510987,26.26381033,52527,23.63742987,9.02231E-05,358.7304688,658.5027466,0.206771106,0.559641898,5.60722065,15.17637348,104,070801030603,F070801030603_528,24
848,514.9560888,3600.682339,135_5_2,1.843647599,0.889368534,132.5159149,432.2330933,78,226.1486359,100,1507.657593,6.231528759,72.6397171,0.871581137,0.249023184,70.5999831,0.007984093,141.5242484,12.66376713,1803,901,0.004935101,36.08865374,72178,32.47978905,0.000123974,358.6645508,658.3817139,0.147076488,0.398073852,4.079949856,11.04269981,104,070801030603,F070801030603_476,24
849,511.3773543,3600.216857,474_36_2,1.784312487,0.889253557,132.4987793,432.1772156,78,226.1194,100,1507.462646,6.030976295,70.3019104,0.871468484,0.248990998,116.1066773,0.013130407,133.8340912,12.0086511,2881,1441,0.007892875,65.82608208,131652,59.24347472,0.00022613,358.6181641,658.2966309,0.091949187,0.248867571,2.236512661,6.053293705,108,070801030301,F070801030301_36,16
850,514.8092117,3600.062787,136_8_2,1.813322067,0.889215529,132.4931183,432.1587524,78,226.1095123,100,1507.396729,6.129028797,71.44489288,0.871431231,0.248980343,34.9823935,0.00395613,136.6674296,12.24036598,869,434,0.002377174,11.57297009,23146,10.4156732,3.97562E-05,358.6026306,658.2682495,0.305283695,0.826273322,12.72055244,34.42913437,104,070801030603,F070801030603_520,24
851,514.0330129,3599.158107,545_8_2,1.831431508,0.888992071,132.4598236,432.0501404,70,202.8678284,100,1352.452148,6.190238476,72.15840149,0.871212244,0.248917773,75.60961049,0.008550628,141.5241263,12.66374711,2090,1045,0.005723841,90.08857099,180176,81.07971505,0.000309478,335.3276367,634.9179688,0.126755819,0.320887685,1.633698702,4.135776997,108,070801010301,F070801010301_106,24
852,513.2510172,3598.560637,166_49_1,1.810792089,0.88884449,132.4378357,431.9784241,89,257.8887939,100,1719.258667,6.1204772,71.34520721,0.871067584,0.248876452,199.9999986,0.022617833,138.8018705,12.41488354,5254,2628,0.014394501,147.0982602,294196,132.3884345,0.000505321,390.3266296,689.8671875,0.050394915,0.148526117,1.000373125,2.948343754,108,070802060406,F070802060406_116,32
853,514.4022975,3598.498957,466_5_2,1.877295136,0.888829231,132.4355621,431.9710083,78,226.0114899,100,1506.743286,6.345257759,73.96543121,0.871052623,0.248872191,99.686234,0.011273433,143.0429497,12.76103592,2722,1361,0.007454686,35.57618344,71152,32.0185653,0.000122213,358.447052,657.9824829,0.09730754,0.263370365,4.136211395,11.19497585,108,070801030301,F070801030301_179,24
854,513.9632999,3596.868,425_17_2,1.828238606,0.888426423,132.3755341,431.775238,78,225.9084167,100,1506.056152,6.179446697,72.0326004,0.870657921,0.248759404,40.44938231,0.004574387,130.9997482,11.79860973,1003,501,0.002744157,121.2649975,242530,109.1384954,0.000416577,358.2839355,657.6836548,0.264222622,0.715137601,1.212913275,3.282837391,108,070801030302,F070801030302_204,16
855,512.1450954,3596.221023,59_4_1,1.83918798,0.888266563,132.3517151,431.6975403,78,225.8684235,100,1505.789551,6.21645546,72.46400452,0.87050122,0.248714641,21.0799675,0.002383916,131.000824,11.79868603,523,262,0.001435068,5.732782841,11466,5.159504414,1.96936E-05,358.2201538,657.565979,0.505159199,1.367252469,25.65202141,69.42917633,104,070801030202,F070801030202_171,32
856,510.7556926,3595.991512,425_36_1,1.859378457,0.888209879,132.343277,431.6700134,78,225.8540039,100,1505.693359,6.284698963,73.25951385,0.870445669,0.248698771,,,,,,,,12.229702,24459,11.00673199,4.20122E-05,358.1972656,657.5240479,,,12.02384853,32.54347229,108,070801030302,F070801030302_269,24
857,514.1414293,3595.603676,474_5_2,1.839049339,0.888114095,132.3289948,431.6234436,86,248.9912262,100,1659.941528,6.215986729,72.45854187,0.870351791,0.248671949,39.89198198,0.004511351,139.4991531,12.46109676,989,494,0.002705816,15.40427792,30808,13.86385013,5.29177E-05,381.3202209,680.6146851,0.267872453,0.771903276,9.544895172,27.50464058,108,070801030301,F070801030301_299,24
858,512.5674523,3595.490645,425_28_2,1.864441276,0.8880862,132.3248444,431.6098938,78,225.8225555,100,1505.483643,6.301811695,73.45898438,0.870324492,0.248664141,199.9999983,0.022617833,136.9237865,10.57269417,5015,2508,0.013737218,175.5654343,351131,158.0088931,0.000603113,358.1473999,657.4324341,0.052761104,0.142802,0.837451875,2.266628027,108,070801030302,F070801030302_223,16
859,515.5002936,3595.302159,135_9_1,1.899856806,0.888039649,132.3179016,431.5872803,77,222.9156036,100,1486.104004,6.421515942,74.85435486,0.870278835,0.248651102,200.0000004,0.022617833,142.0976117,12.68704542,5179,2588,0.014175407,131.84531,263691,118.6607794,0.000452923,355.2335205,654.5028687,0.051127475,0.137261793,1.115093827,2.993689537,104,070801030603,F070801030603_811,24
860,512.3541267,3594.884164,489_10_1,1.789872289,0.887936413,132.3025208,431.5371094,78,225.7844086,100,1505.22937,6.049768448,70.52096558,0.870177686,0.248622194,20.18001929,0.002282142,138.0825233,12.38979387,501,250,0.00136934,13.49494244,26990,12.14544856,4.63587E-05,358.0869141,657.3215332,0.529210091,1.432347655,10.89317703,29.48321915,108,070802060502,F070802060502_485,16
861,509.6626247,3594.756951,55_4_2,1.815242887,0.887904942,132.2978363,431.5217896,83,240.2488403,100,1601.658936,6.135520935,71.52056885,0.870146871,0.248613387,200.0000023,0.022617834,131.8491791,10.07629941,4458,2230,0.012214512,40.05214378,80104,36.04692912,0.00013759,372.5466919,671.7706299,0.059326384,0.167061299,3.670155525,10.33504677,104,070801030405,F070801030405_99,32
862,511.7401045,3593.931717,194_14_1,1.806205034,0.887701154,132.2674713,431.42276,69,199.6794891,100,1331.196533,6.104972839,71.16448212,0.869947135,0.248556316,93.01778555,0.010519304,139.3811289,12.46074947,2336,1167,0.006392079,195.2126813,390425,175.6914122,0.000670607,331.9469604,631.1022339,0.113339737,0.28444469,0.752839684,1.889374971,108,070801030408,F070801030408_219,8
863,511.4687098,3593.880816,481_23_1,1.88815546,0.887688577,132.2655945,431.4166565,65,188.1010437,100,1254.006958,6.381965637,74.39332581,0.869934797,0.248552799,170.232773,0.019251482,132.2131304,10.54621403,4096,2048,0.011217632,143.4515296,286902,129.1063741,0.000492794,320.3666382,619.5177002,0.06458281,0.156429023,1.024469852,2.481416225,108,070802060603,F070802060603_200,24
864,514.6603518,3593.649928,434_18_2,1.794666171,0.887631536,132.2570953,431.388916,68,196.7699738,100,1311.799805,6.065971851,70.7098465,0.869878888,0.248536825,42.63200446,0.004821218,154.6402222,11.63130528,1254,627,0.003434304,77.79592782,155591,70.01633464,0.000267249,329.0270691,628.1588745,0.210936353,0.524764061,1.888946295,4.699290276,108,070801030303,F070801030303_362,8
865,512.3797331,3593.346681,194_11_2,1.817046523,0.887556612,132.2459412,431.3525085,70,202.5401306,100,1350.267578,6.141617298,71.59163666,0.869805455,0.248515844,128.270316,0.014505983,137.5932426,10.10033567,3026,1514,0.008292722,162.0208554,324042,145.818769,0.000556584,334.7860718,633.8926392,0.087348707,0.221126869,0.906919897,2.295905113,108,070801030408,F070801030408_134,8
866,512.0218764,3593.184367,484_20_2,1.849389195,0.887516558,132.2399597,431.3330383,86,248.8229675,100,1658.819824,6.250935555,72.86593628,0.869766235,0.248504639,26.64288846,0.003013022,135.249279,12.11352587,679,339,0.001856825,20.18458578,40369,18.16612716,6.93393E-05,381.0629272,680.1560059,0.390088379,1.124079466,7.27947998,20.97656441,108,070801030301,F070801030301_4,16
867,514.0532449,3593.056287,483_9_2,1.803518772,0.887484908,132.2352448,431.3176575,78,225.6695557,100,1504.463745,6.095893383,71.05863953,0.869735181,0.248495772,37.78951687,0.004273585,149.6999969,13.27261162,1066,533,0.002919433,68.93129158,137863,62.03816247,0.000236797,357.9047852,656.9871826,0.248096138,0.671491146,2.131514549,5.769106865,108,070801010403,F070801010403_23,32
868,513.2592199,3592.765154,425_1_1,1.844767213,0.887412965,132.2245331,431.2827148,78,225.6511688,100,1504.341064,6.235313416,72.68383026,0.869664729,0.248475626,45.23536862,0.00511563,133.8318431,12.00848611,1123,562,0.003078276,80.66564122,161331,72.59907329,0.000277108,357.8757019,656.9338989,0.235274971,0.636789501,1.821297765,4.929480076,108,070801030302,F070801030302_14,24
869,514.8517825,3592.380573,476_18_1,1.858246565,0.887318015,132.2103882,431.2365417,78,225.6272278,100,1504.181519,6.280873299,73.21491241,0.869571626,0.248449042,34.15315247,0.003862352,131.0002136,11.79864216,847,424,0.0023224,36.02391988,72048,32.42152868,0.000123752,357.837616,656.8637695,0.311816961,0.843956649,4.077857971,11.0370369,108,070802060704,F070802060704_563,32
870,512.7020761,3591.61968,209_8_2,1.771649718,0.887130082,132.1823883,431.1452332,78,225.5794373,100,1503.862915,5.988175869,69.8030014,0.869387507,0.248396426,199.9999976,0.022617833,132.214325,11.88861602,5037,2518,0.013791991,216.3976717,432794,194.7579052,0.000743383,357.7618408,656.7246704,0.052494992,0.142081752,0.678701043,1.836956739,108,070802060601,F070802060601_114,16
871,515.5043043,3591.124041,129_9_2,1.8920964,0.887007654,132.1641388,431.0857239,86,248.6814728,100,1657.876465,6.395285606,74.54859924,0.869267523,0.248362139,56.97425577,0.006443171,132.8892644,11.9409949,1468,734,0.004020382,12.61193941,25225,11.35074525,4.33253E-05,380.8456116,679.7672119,0.180060133,0.518863261,11.64365292,33.55247498,108,070801030407,F070801030407_153,24
