OBJECTID,Shape_Length,Shape_Area,riparianid,bioAc,opAcres,DirectCost,meanPIdx,OpportunityCost,bioBuffWidth,adjOCosts,bioYield,energyPot,CO2red,N2Ored,SUM_cropAcres,SUM_pctWScropAcres,MEAN_Nrate,MEAN_NO3conc,SUM_cpNO3load,SUM_cpNO3LoadReduced,SUM_cpWSNO3LoadPct,SUM_cpSEDload,SUM_cpSEDloadlbs,SUM_cpSEDLoadReduced,SUM_cpWSSEDLoadPct,TotalCost,DCredNO3,TCredNO3,DCredSED,TCredSED,MLRA,HUC12,FBndID
787,512.2272569,3588.316112,548_1_2,1.769494534,0.886314094,577.87677,70,202.2568817,100,1348.37915,5.980891705,9.150764465,0.957219243,2.859077692,,,,,,,,7.112379551,14225,6.401141644,2.44329E-05,780.133667,,,90.27713776,121.8741455,108c,070801010301,F070801010301_495
788,512.9463822,3587.89411,50_8_1,1.7583673,0.886209846,577.8088379,78,225.3454437,100,1502.302979,5.943281651,9.093220711,0.95710665,2.858741522,,,,,,,,31.0200842,62040,27.91807538,0.000106562,803.1542969,,,20.6965847,28.76825523,104,070801030601,F070801030601_117
789,511.0339586,3587.873204,50_10_2,1.749335766,0.88620466,577.8054199,74,213.7879639,100,1425.253052,5.912755013,9.046515465,0.957101047,2.858724594,,,,,,,,94.67579977,189351,85.20822137,0.000325236,791.5933838,,,6.781099319,9.29010582,104,070801030601,F070801030601_40
790,510.0541407,3587.352621,549_21_2,1.796960115,0.886076093,577.7216187,68,196.425354,100,1309.502319,6.073725224,9.29279995,0.956962168,2.858309984,,,,,,,,1.431368589,2863,1.28823173,4.91713E-06,774.1469727,,,448.4609375,600.9376831,108c,070801010301,F070801010301_372
791,511.2723766,3586.838866,109_7_1,1.884000301,0.885949194,577.638855,80,231.0551147,100,1540.367432,6.367920876,9.742918968,0.956825137,2.85790062,,,,,,,,94.33202505,188664,84.89882255,0.000324055,808.6939697,,,6.803850174,9.525384903,108c,070801030406,F070801030406_781
792,512.594265,3586.051117,135_8_2,1.834225535,0.885754645,577.5120239,78,225.2296753,100,1501.531128,6.199682236,9.485513687,0.956615031,2.857273102,,,,,,,,9.51910853,19039,8.567197654,3.27006E-05,802.7416992,,,67.4096756,93.69944763,104,070801030603,F070801030603_476
793,512.540268,3585.638053,129_13_2,1.822953105,0.885652602,577.4454956,86,248.3015594,100,1655.34375,6.161581516,9.427219391,0.956504822,2.856943846,,,,,,,,1.339732414,2679,1.205759149,4.60233E-06,825.7470703,,,478.9061584,684.8358154,108c,070801030407,F070801030407_153
794,512.6690305,3583.751002,458_7_2,1.839163065,0.885186493,577.1416016,76,219.3134918,100,1462.089966,6.216371059,9.511047363,0.956001401,2.855440378,,,,,,,,228.2677635,456536,205.440985,0.000784159,796.4550781,,,2.809281826,3.876807213,108c,070802060801,F070802060801_126
795,511.2549673,3583.24396,129_7_1,1.862128615,0.885061264,577.0599365,86,248.1359558,100,1654.239746,6.293994904,9.629812241,0.955866158,2.855036259,,,,,,,,0.373260085,746,0.335934069,1.28225E-06,825.1959229,,,1717.777344,2456.422363,108c,070801030407,F070801030407_529
796,511.7932094,3583.018833,209_14_1,1.827637076,0.885005653,577.0236816,78,225.0392303,100,1500.261475,6.177413464,9.451442719,0.955806077,2.854856968,,,,,,,,11.96752071,23935,10.77076912,4.11116E-05,802.0629272,,,53.5731163,74.46663666,108c,070802060601,F070802060601_114
797,510.8193809,3582.80312,186_27_2,1.908983827,0.884952366,576.9889526,78,225.0256805,100,1500.171143,6.452365398,9.87211895,0.955748558,2.854685068,,,,,,,,4.031745553,8063,3.628571033,1.38501E-05,802.0146484,,,159.0127258,221.0276794,108c,070801030407,F070801030407_152
798,509.7718947,3582.799836,136_4_1,1.843631148,0.884951532,576.9884033,78,225.0254974,100,1500.169922,6.231473446,9.534153938,0.955747664,2.854682446,21.12225431,0.002388698,131.0023956,11.79879618,524,262,0.001435068,9.087143356,18174,8.178428991,3.12167E-05,802.013916,2.202245712,3.061121702,70.55002594,98.06454468,104,070801030603,F070801030603_520
799,510.5276061,3582.611091,466_4_1,1.814723969,0.884904921,576.9580078,78,225.0136261,100,1500.09082,6.133767128,9.384663582,0.955697298,2.854532003,199.9999947,0.022617833,140.9171505,12.58306873,5110,2556,0.014000131,57.49082243,114980,51.74174142,0.000197496,801.9716187,0.225726917,0.3137604,11.15072632,15.49950981,108c,070801030301,F070801030301_180
800,514.5688666,3581.783833,50_6_1,1.830904603,0.884700596,576.8247681,73,210.5410461,100,1403.606934,6.188457489,9.46833992,0.955476642,2.853872776,,,,,,,,35.17380852,70348,31.65642703,0.000120831,787.3658447,,,18.22141075,24.87222672,104,070801030601,F070801030601_40
801,511.0341698,3581.17868,483_21_1,1.906162024,0.884551108,576.7272949,86,247.9924316,100,1653.282837,6.442827702,9.857526779,0.955315173,2.853390694,,,,,,,,6.315616131,12631,5.684054375,2.16958E-05,824.7197266,,,101.4640732,145.0935669,108c,070801010403,F070801010403_26
802,509.1390708,3580.580851,104_7_2,1.783359051,0.884403467,576.6310425,82,236.4186096,100,1576.124023,6.02775383,9.222463608,0.95515573,2.852914333,,,,,,,,3.633667231,7267,3.270300508,1.24826E-05,813.0496826,,,176.3235626,248.6161957,108c,070802060602,F070802060602_278
803,509.1691198,3580.527514,489_23_1,1.881431341,0.884390295,576.6224976,78,224.8827667,100,1499.218506,6.359238148,9.729634285,0.955141544,2.852871895,,,,,,,,1.923221946,3846,1.730899751,6.60677E-06,801.505249,,,333.134552,463.0570068,108c,070802060502,F070802060502_502
804,508.5730397,3580.226043,476_12_1,1.831068397,0.884315848,576.5739136,78,224.8639069,100,1499.092773,6.189011097,9.469186783,0.955061138,2.852631807,,,,,,,,242.1690984,484338,217.9521917,0.000831914,801.4378052,,,2.645414591,3.677126646,108c,070802060704,F070802060704_566
805,511.6004258,3578.936502,59_7_2,1.877715111,0.883997321,576.366272,78,224.7828369,100,1498.552246,6.346677303,9.71041584,0.9547171,2.851604223,,,,,,,,2.742350578,5485,2.468115568,9.42069E-06,801.1491089,,,233.524826,324.5995178,104,070801030202,F070801030202_409
806,510.6805089,3578.713021,103_9_2,1.844600916,0.883942127,576.3302612,70,201.7155914,100,1344.77063,6.234751225,9.539169312,0.954657495,2.851426125,,,,,,,,4.999448776,9999,4.499504089,1.71744E-05,778.0458374,,,128.0875092,172.9181366,108c,070801030406,F070801030406_474
807,509.0773831,3578.7112,508_5_2,1.9136374,0.88394165,576.3299561,81,233.4134521,100,1556.089722,6.468094349,9.896183968,0.954656959,2.851424694,,,,,,,,5.835217237,11670,5.251695633,2.00455E-05,809.7434082,,,109.7416916,154.1870422,108c,070802060502,F070802060502_8
808,509.0386466,3578.682381,166_54_2,1.880795002,0.883934557,576.3253174,78,224.7667389,100,1498.444946,6.357087135,9.726343155,0.954649329,2.851401806,,,,,,,,1.329933499,2660,1.196940113,4.56867E-06,801.092041,,,481.4988708,669.2833252,108c,070802060406,F070802060406_146
809,509.3614478,3577.829219,542_6_1,1.824087381,0.883723795,576.1879272,74,213.1893768,100,1421.262451,6.165415287,9.433085442,0.954421699,2.850721836,26.73857927,0.003023844,131.0012436,11.79871559,664,332,0.001818483,51.90917683,103819,46.71825898,0.000178322,789.3773193,1.735505819,2.377642632,12.33324909,16.89654922,108c,070802060502,F070802060502_70
810,511.7858135,3576.322116,186_18_1,1.790414095,0.883351564,575.9451904,82,236.1375427,100,1574.250244,6.051599503,9.258947372,0.954019666,2.84952116,,,,,,,,69.75988317,139519,62.78389451,0.000239643,812.0827637,,,9.173454285,12.93457127,108c,070801030407,F070801030407_386
811,512.2476273,3575.844414,578_5_2,1.801848769,0.883233547,575.8682861,79,227.4678192,100,1516.452148,6.090249062,9.318080902,0.953892231,2.849140406,,,,,,,,12.43134608,24863,11.18821112,4.27049E-05,803.3361206,,,51.47098923,71.80201721,108c,070802060501,F070802060501_123
812,509.378069,3575.76006,479_4_2,1.784932256,0.883212745,575.8547363,86,247.6169434,100,1650.779663,6.033071041,9.23059845,0.95386976,2.84907341,,,,,,,,20.69148029,41383,18.62233248,7.10806E-05,823.4716797,,,30.92280388,44.21957779,108c,070801030301,F070801030301_585
813,511.7353831,3574.771567,105_4_1,1.870041728,0.882968605,575.6955566,86,247.5490723,100,1650.327148,6.320741177,9.670734406,0.953606069,2.848285913,,,,,,,,58.91019058,117820,53.01917028,0.000202372,823.2446289,,,10.85825253,15.52730083,108c,070802060602,F070802060602_531
814,508.557912,3574.439538,466_3_2,1.829704165,0.882886589,575.6420288,78,224.5003967,100,1496.669312,6.184400082,9.462132454,0.953517497,2.848021269,,,,,,,,4.876994699,9754,4.38929522,1.67538E-05,800.1424561,,,131.1468048,182.2940674,108c,070801030301,F070801030301_162
815,510.3968285,3574.309884,425_21_1,1.828145623,0.882854521,575.6211548,84,241.7601624,100,1611.734375,6.179131985,9.454071999,0.953482866,2.847917795,,,,,,,,0.288987709,578,0.260088932,9.92748E-07,817.3813477,,,2213.17041,3142.699463,108c,070801030302,F070801030302_81
816,516.2860339,3573.985493,423_7_2,1.816372752,0.882774413,575.5689087,86,247.4946289,100,1649.964233,6.139339924,9.393190384,0.95339638,2.847659349,35.07564163,0.003966675,130.9992523,11.79857445,870,435,0.002382651,48.51901533,97038,43.66711318,0.000166676,823.0635376,1.323146939,1.892100096,13.18083286,18.84859085,108c,070801030303,F070801030303_699
817,510.0078719,3573.953941,474_17_2,1.850387692,0.882766604,575.5638428,86,247.4924622,100,1649.949707,6.254310608,9.569095612,0.953387916,2.847634315,20.26451612,0.002291697,136.6659241,12.24026235,545,272,0.001489842,12.63867687,25277,11.37480928,4.34172E-05,823.0562744,2.116043568,3.025942087,50.59986877,72.35781097,108c,070801030301,F070801030301_529
818,508.3864838,3573.718504,186_46_2,1.79052949,0.88270849,575.5259399,78,224.4550934,100,1496.36731,6.051989555,9.259544373,0.953325152,2.84744668,,,,,,,,44.3824501,88765,39.94420433,0.000152465,799.9810181,,,14.40824604,20.02746201,108c,070801030407,F070801030407_296
819,510.5062183,3572.30978,27_4_2,1.871687651,0.882360518,575.2990723,78,224.3666382,100,1495.777588,6.326304436,9.679245949,0.952949345,2.846324205,,,,,,,,69.1901275,138381,62.27111399,0.000237686,799.6657104,,,9.238618851,12.84167957,104,070801030202,F070801030202_216
820,510.5733527,3571.480059,92_1_1,1.781494021,0.882155597,575.1654663,78,224.3145294,100,1495.430176,6.021449566,9.212818146,0.952728033,2.845663309,,,,,,,,3.128504515,6257,2.815654039,1.07472E-05,799.4799805,,,204.2742004,283.9411316,108c,070801030406,F070801030406_675
821,509.7368361,3571.334086,483_17_1,1.796951413,0.882119536,575.1419678,78,224.305191,100,1495.36792,6.07369566,9.292754173,0.952689111,2.845546961,,,,,,,,44.79164076,89584,40.31247544,0.000153871,799.4471436,,,14.26709652,19.83125877,108c,070801010403,F070801010403_23
822,509.3395574,3570.74916,483_12_2,1.766643882,0.881975055,575.0477295,86,247.2700043,100,1648.466675,5.971256256,9.136021614,0.952533066,2.845080853,,,,,,,,43.31471049,86629,38.98323984,0.000148797,822.317749,,,14.75115299,21.09413528,108c,070801010403,F070801010403_26
823,512.9501684,3570.474238,528_4_2,1.906864285,0.881907165,575.003479,75,215.626297,100,1437.508667,6.445201397,9.861158371,0.952459753,2.844861746,,,,,,,,7.468562603,14937,6.72170639,2.56565E-05,790.6297607,,,85.54427338,117.6233673,108c,070802060502,F070802060502_104
824,518.9740113,3569.497067,104_3_1,1.913037777,0.881665766,574.8460693,86,247.1837311,100,1647.891602,6.466067791,9.893083572,0.952199042,2.844083071,,,,,,,,2.793267727,5587,2.51394105,9.59561E-06,822.0297852,,,228.6632996,326.9884949,108c,070802060602,F070802060602_175
825,508.9977748,3569.410017,64_4_2,1.838389874,0.881644249,574.8320313,78,224.1845093,100,1494.563354,6.213757992,9.507049561,0.952175796,2.844013691,23.93121225,0.002706361,143.4669342,12.78130658,661,330,0.001807529,8.588932514,17178,7.730039462,2.95052E-05,799.0165405,1.741915226,2.421262264,74.36340332,103.3651276,104,070801030601,F070801030601_214
826,509.4547691,3569.167641,425_30_1,1.855917096,0.881584406,574.7930298,70,201.1775665,100,1341.183838,6.272999763,9.597689629,0.952111185,2.843820572,,,,,,,,3.914820339,7830,3.523338269,1.34484E-05,775.9705811,,,163.1387634,220.2373199,108c,070801030302,F070801030302_182
827,508.5134308,3568.887242,424_13_2,1.788836598,0.881515145,574.7478638,78,224.1516724,100,1494.344482,6.046267509,9.250789642,0.952036381,2.843597174,,,,,,,,18.64657211,37293,16.78191566,6.40559E-05,798.8995361,,,34.24804688,47.60478973,108c,070801030303,F070801030303_700
828,510.4629722,3568.596825,64_12_2,1.875315428,0.881443441,574.7011108,78,224.1334381,100,1494.2229,6.338566303,9.69800663,0.951958895,2.843365908,,,,,,,,7.093515389,14187,6.384164076,2.43681E-05,798.8345337,,,90.01979065,125.1275101,104,070801030601,F070801030601_214
829,508.2579934,3567.676391,460_12_1,1.774215221,0.881216049,574.5528564,70,201.0934143,100,1340.622803,5.99684763,9.17517662,0.951713324,2.842632532,,,,,,,,82.95854044,165917,74.66268873,0.000284984,775.6462402,,,7.695314407,10.38867283,108c,070801030303,F070801030303_151
830,507.9803016,3567.640345,581_17_1,1.787360787,0.881207168,574.5470581,68,195.3460083,100,1302.306763,6.041279316,9.243157387,0.951703727,2.842603683,,,,,,,,29.68040848,59361,26.71236801,0.00010196,769.8930664,,,21.50865364,28.82159615,108c,070801010301,F070801010301_41
831,509.8284835,3567.393779,129_10_1,1.799425125,0.881146252,574.5073853,86,247.0380859,100,1646.920532,6.082056999,9.305546761,0.951637924,2.842407227,,,,,,,,5.962165558,11924,5.365948925,2.04816E-05,821.5454712,,,107.0653839,153.1034851,108c,070801030407,F070801030407_153
832,506.841147,3565.977768,425_25_1,1.764535904,0.880796492,574.2792969,83,238.3259125,100,1588.839355,5.964131355,9.125121117,0.951260209,2.84127903,,,,,,,,126.617105,253234,113.9553969,0.000434963,812.6052246,,,5.039509296,7.130906105,108c,070801030302,F070801030302_81
833,508.9475104,3565.755462,209_2_1,1.801771045,0.880741596,574.2435303,78,223.9547577,100,1493.031738,6.089986324,9.317679405,0.951200902,2.841101885,,,,,,,,194.0546234,388110,174.6491593,0.000666628,798.1983032,,,3.287983418,4.570295811,108c,070802060601,F070802060601_114
834,508.837829,3565.734829,415_3_2,1.776284456,0.88073653,574.2402344,86,246.9230042,100,1646.15332,6.0038414,9.1858778,0.951195478,2.841085672,,,,,,,,32.5297838,65059,29.2768057,0.000111748,821.163208,,,19.61417007,28.04825211,108c,070802060601,F070802060601_160
835,507.8610939,3565.481705,130_10_2,1.795003295,0.880674005,574.1994629,86,246.9057465,100,1646.03833,6.067111015,9.282679558,0.951127946,2.84088397,,,,,,,,26.60635445,53213,23.94571954,9.13998E-05,821.1052246,,,23.97921181,34.29027176,108c,070801030407,F070801030407_189
836,509.8181307,3564.962216,165_1_1,1.813798308,0.880545676,574.1157837,78,223.905014,100,1492.700073,6.130638123,9.379876137,0.950989306,2.840469837,75.79282796,0.008571348,136.6661835,12.24027634,1884,942,0.005159673,10.63063029,21262,9.567567356,3.6519E-05,798.020813,0.609464765,0.847155869,60.00645447,83.40895844,108c,070802060406,F070802060406_104
837,507.730974,3564.613477,27_2_2,1.799165726,0.880459547,574.0596313,76,218.1426544,100,1454.284424,6.081180096,9.304205894,0.950896323,2.84019208,,,,,,,,0.262575924,525,0.236318335,9.02017E-07,792.2022705,,,2429.179443,3352.267578,104,070801030202,F070801030202_256
838,508.3344279,3564.569616,186_17_1,1.790533304,0.880448699,574.0525513,82,235.3614655,100,1569.076416,6.05200243,9.259563446,0.950884581,2.840157032,,,,,,,,66.9932337,133987,60.29391015,0.000230139,809.4140015,,,9.520904541,13.42447376,108c,070801030407,F070801030407_473
839,507.4988745,3563.928029,33_10_2,1.83805871,0.88029021,573.9492188,71,203.7518158,100,1358.345459,6.212638378,9.505336761,0.950713456,2.839645863,,,,,,,,1.236448035,2473,1.112803236,4.24752E-06,777.7010498,,,515.7687988,698.8666382,104,070801030403,F070801030403_225
840,509.2768137,3562.943633,105_1_2,1.809719682,0.880047083,573.7907104,86,246.7299957,100,1644.866699,6.11685276,9.358784676,0.950450838,2.838861465,,,,,,,,27.61269951,55225,24.85142922,9.48568E-05,820.5206909,,,23.08884239,33.01704407,108c,070802060602,F070802060602_531
841,510.8063624,3562.885594,581_1_2,1.865879297,0.880032718,573.781311,68,195.085495,100,1300.569946,6.306672096,9.649208069,0.95043534,2.838815212,,,,,,,,25.7560544,51512,23.18044972,8.84788E-05,768.8668213,,,24.75281143,33.16876221,108c,070801010301,F070801010301_52
842,509.2019479,3562.66774,163_28_1,1.807906628,0.879978955,573.7462769,82,235.2359314,100,1568.239502,6.110724449,9.34940815,0.950377285,2.838641882,,,,,,,,3.64676249,7294,3.282086253,1.25276E-05,808.9821777,,,174.8114624,246.4841309,108c,070801030407,F070801030407_503
843,505.989132,3562.517997,556_3_2,1.818879724,0.87994194,573.722168,79,226.6202545,100,1510.801758,6.14781332,9.406154633,0.950337291,2.838522434,,,,,,,,8.025416374,16051,7.222874641,2.75694E-05,800.3424072,,,79.43128204,110.806633,108c,070802060501,F070802060501_221
844,510.1279826,3562.196688,581_14_1,1.873935461,0.879862607,573.6704102,86,246.6782684,100,1644.521729,6.333901882,9.690870285,0.950251639,2.838266373,,,,,,,,7.319579542,14639,6.587621391,2.51447E-05,820.3486938,,,87.08308411,124.5288162,108c,070801010301,F070801010301_110
845,507.6793966,3562.12953,578_10_2,1.790910959,0.879845977,573.6596069,75,215.122345,100,1434.148926,6.053278923,9.261516571,0.950233638,2.838212729,,,,,,,,53.23903024,106478,47.91512686,0.00018289,788.7819824,,,11.97241116,16.46206665,108c,070802060501,F070802060501_133
846,506.7376616,3562.03742,160_6_1,1.730478883,0.879823267,573.6447754,78,223.7214661,100,1491.47644,5.849018574,8.948998451,0.950209141,2.838139534,,,,,,,,1.130037785,2260,1.017034054,3.88198E-06,797.3662109,,,564.0369263,784.0112915,108c,070802060602,F070802060602_271
847,507.2160684,3561.641204,105_5_2,1.953402996,0.879725397,573.5809326,86,246.6398163,100,1644.265381,6.602502346,10.10182858,0.950103402,2.837823868,,,,,,,,1.698011756,3396,1.52821064,5.83311E-06,820.2207642,,,375.3284607,536.7197266,108c,070802060602,F070802060602_531
848,498.3630802,3561.154072,443_7_2,1.900776982,0.879605055,573.5025024,78,223.6659241,100,1491.106201,6.42462635,9.829678535,0.949973464,2.837435722,,,,,,,,34.15429553,68308,30.7388652,0.000117329,797.168457,,,18.65724373,25.93356895,108c,070801030303,F070801030303_774
849,505.9126253,3560.688204,556_3_1,1.818879724,0.879489958,573.4274292,79,226.5038452,100,1510.025635,6.14781332,9.406154633,0.949849129,2.837064266,,,,,,,,10.37752819,20755,9.339775085,3.56495E-05,799.9312744,,,61.39627838,85.64781189,108c,070802060501,F070802060501_221
850,509.2299684,3560.030353,388_14_2,1.830830574,0.879327476,573.3215332,86,246.528244,100,1643.521606,6.18820715,9.467956543,0.949673653,2.836540222,,,,,,,,31.37289858,62745,28.23560858,0.000107774,819.8497925,,,20.30491066,29.03602409,108c,070802060601,F070802060601_72
851,534.4684609,3559.593982,617_4_2,2.138246298,0.879219711,573.2512817,28,80.25524139,100,535.0349121,7.227272511,11.05772686,0.949557304,2.836192608,,,,,,,,8.482279837,16964,7.634051919,2.91389E-05,653.5065308,,,75.09135437,85.60414886,108c,070801010604,F070801010604_273
852,507.3602411,3558.910853,466_1_2,1.856782198,0.87905097,573.1412354,78,223.5250854,100,1490.167236,6.275923729,9.602163315,0.949375033,2.835648298,,,,,,,,2.84469527,5690,2.560225695,9.77227E-06,796.6663208,,,223.8635559,311.1703491,108c,070801030301,F070801030301_162
853,507.6530048,3558.652503,425_46_2,1.842769742,0.878987193,573.0996704,78,223.5088654,100,1490.059082,6.228561878,9.529699326,0.94930619,2.835442543,,,,,,,,0.348879189,698,0.313991279,1.19849E-06,796.6085205,,,1825.208862,2537.040283,108c,070801030302,F070801030302_15
854,505.6308427,3558.021277,27_15_1,1.857658505,0.878831267,572.9979858,78,223.4692078,100,1489.794678,6.278885841,9.606695175,0.949137747,2.83493948,,,,,,,,235.8836292,471768,212.2952664,0.000810322,796.4671631,,,2.699061632,3.751695395,104,070801030202,F070801030202_216
855,509.2937278,3557.958733,84_3_1,1.73146379,0.87881583,572.987915,78,223.4646454,100,1489.764282,5.852347374,8.954091072,0.949121118,2.834889889,23.813097,0.002693003,131.0059662,11.79904842,591,296,0.001621298,167.1702323,334342,150.4532101,0.000574273,796.4525757,1.935770035,2.690718174,3.80841279,5.293689251,104,070801030406,F070801030406_529
856,507.6011368,3557.835066,161_12_2,1.754207134,0.878785253,572.9679565,78,223.4575195,100,1489.716797,5.9292202,9.071706772,0.949088097,2.834791183,,,,,,,,16.53132343,33063,14.87819147,5.67894E-05,796.4254761,,,38.51059341,53.52972412,108c,070802060602,F070802060602_199
857,501.9211717,3557.248429,434_7_2,1.8837744,0.878640354,572.8735352,84,240.6062469,100,1604.041626,6.367157459,9.741750717,0.948931575,2.834323645,,,,,,,,12.35140514,24703,11.11626434,4.24303E-05,813.4797974,,,51.53471756,73.179245,108c,070801030303,F070801030303_16
858,507.105733,3556.331963,33_2_1,1.877225518,0.878413975,572.7258911,78,223.3631134,100,1489.087402,6.345022202,9.707883835,0.948687077,2.833593369,,,,,,,,0.084559504,169,0.076103551,2.90484E-07,796.0889893,,,7525.613281,10460.60254,104,070801030403,F070801030403_335
859,506.3014867,3556.315537,434_17_1,1.896137357,0.878409922,572.7232666,70,200.4531403,100,1336.354248,6.40894413,9.80568409,0.948682725,2.833580494,,,,,,,,15.75958689,31519,14.1836282,5.41383E-05,773.1763916,,,40.37918091,54.51189041,108c,070801030303,F070801030303_362
860,510.6514569,3556.206762,111_8_1,2.002789259,0.87838304,572.7057495,78,223.3552399,100,1489.034912,6.769427776,10.35722446,0.948653698,2.83349371,,,,,,,,1.462931991,2926,1.316638827,5.02555E-06,796.0609741,,,434.9755859,604.6160278,108c,070802060301,F070802060301_94
861,508.4879487,3555.383213,474_32_1,1.818656206,0.878179669,572.5731201,78,223.3034668,100,1488.689819,6.14705801,9.404998779,0.948434055,2.832837582,,,,,,,,15.84782705,31695,14.26304406,5.44414E-05,795.8765869,,,40.14382172,55.7999115,108c,070801030301,F070801030301_512
862,509.0208624,3554.357857,415_1_2,1.955885053,0.877926409,572.40802,86,246.1354523,100,1640.903076,6.610891342,10.11466408,0.948160529,2.83202076,,,,,,,,83.58314276,167166,75.22482896,0.00028713,818.543457,,,7.609296322,10.8812933,108c,070802060601,F070802060601_160
863,507.6789752,3554.099376,425_35_2,1.84354651,0.877862573,572.366394,78,223.2229004,100,1488.15271,6.231187344,9.533716202,0.948091567,2.831814766,,,,,,,,41.22038606,82440,37.09834669,0.000141603,795.5892944,,,15.42835331,21.44541168,108c,070801030302,F070801030302_106
864,504.5402247,3553.166074,44_12_2,1.877865195,0.877632022,572.2160645,76,217.4421082,100,1449.614014,6.347184181,9.711192131,0.947842598,2.831071138,,,,,,,,84.17084776,168343,75.75376431,0.000289149,789.6582031,,,7.553632259,10.42401314,104,070801030401,F070801030401_458
865,505.0725917,3552.749754,578_1_2,1.878170013,0.877529204,572.1490479,79,225.9981842,100,1506.654541,6.348214626,9.712768555,0.947731555,2.83073926,,,,,,,,81.88839054,163777,73.69955182,0.000281308,798.1472168,,,7.763263702,10.82974339,108c,070802060501,F070802060501_123
866,506.1506754,3552.570938,425_5_1,1.841713428,0.877485037,572.1202393,70,200.2420807,100,1334.947266,6.224991322,9.524236679,0.947683811,2.830596924,,,,,,,,2.304126096,4608,2.073713391,7.91528E-06,772.3623047,,,275.8916626,372.4537354,108c,070801030302,F070801030302_182
867,506.9956931,3552.471133,92_2_2,1.799315095,0.877460361,572.104126,78,223.1206207,100,1487.470825,6.081685066,9.304978371,0.947657168,2.830517292,,,,,,,,68.71885463,137438,61.84696766,0.000236067,795.2247314,,,9.250318527,12.85794258,108c,070801030406,F070801030406_677
868,507.6218952,3552.42978,448_7_2,1.865747809,0.877450168,572.0975342,86,246.0016632,100,1640.011108,6.306227684,9.648528099,0.947646201,2.83048439,,,,,,,,4.094262049,8189,3.684835941,1.40649E-05,818.0991821,,,155.2572632,222.017807,108c,070801030303,F070801030303_147
869,506.8521378,3552.328736,416_5_2,1.802705288,0.877425194,572.0812378,86,245.9949341,100,1639.966187,6.09314394,9.322509766,0.9476192,2.830403805,,,,,,,,3.260928154,6522,2.934835434,1.12021E-05,818.0761719,,,194.9278717,278.7468567,108c,070802060601,F070802060601_144
870,503.1342788,3552.269247,723_3_2,1.856630564,0.877410531,572.0716553,76,217.3868713,100,1449.24585,6.275411129,9.601379395,0.947603345,2.830356598,,,,,,,,135.590521,271181,122.0314714,0.000465789,789.4584961,,,4.687902451,6.469302654,108c,070801010405,F070801010405_187
871,508.9308148,3551.998644,430_6_1,1.833473563,0.877343655,572.0280762,70,200.2098236,100,1334.732178,6.197140694,9.481625557,0.947531164,2.830140829,,,,,,,,46.604173,93208,41.94375581,0.000160098,772.237915,,,13.63797951,18.41127205,108c,070801030302,F070801030302_143
872,507.3985479,3551.945914,102_10_2,1.821137786,0.877330661,572.0195923,78,223.0876465,100,1487.250977,6.155445576,9.417831421,0.947517097,2.830098867,,,,,,,,103.1937755,206386,92.87439878,0.000354498,795.1072388,,,6.1590662,8.561102867,104,070801030406,F070801030406_335
873,507.334802,3551.415969,430_8_2,1.804654956,0.877199769,571.9342651,70,200.1769867,100,1334.513184,6.099733829,9.332592964,0.947375774,2.829676628,,,,,,,,17.65536219,35311,15.88982558,6.06508E-05,772.1112671,,,35.99374008,48.59154892,108c,070801030302,F070801030302_156
874,508.5808684,3550.669704,425_13_1,1.825037241,0.877015412,571.8140259,70,200.1349792,100,1334.233154,6.168625832,9.437997818,0.947176635,2.829082012,,,,,,,,0.630507469,1261,0.567456722,2.16596E-06,771.9489746,,,1007.67865,1360.366211,108c,070801030302,F070801030302_182
875,505.0819253,3550.458208,577_1_1,1.776548743,0.876963198,571.7800293,75,214.4174957,100,1429.449951,6.004734516,9.187243462,0.947120249,2.82891345,,,,,,,,29.68958086,59379,26.72062256,0.000101991,786.1975098,,,21.39845467,29.42287445,108c,070801010602,F070801010602_37
876,504.8201355,3546.793342,140_6_2,1.885052562,0.876057982,571.1898193,78,222.7640228,100,1485.093506,6.371477604,9.748360634,0.946142614,2.825993538,,,,,,,,91.94609022,183893,82.7514801,0.000315859,793.9538574,,,6.902472496,9.594436646,108c,070801030407,F070801030407_244
877,505.9208493,3546.062686,194_6_2,1.847661257,0.8758775,571.0721436,68,194.1645203,100,1294.430176,6.245095253,9.554995537,0.945947707,2.82541132,,,,,,,,62.17141056,124343,55.95426846,0.000213575,765.2366943,,,10.20605183,13.67610931,108c,070801030408,F070801030408_126
878,505.5071801,3545.075649,499_4_1,1.82226789,0.875633657,570.913147,78,222.6561279,100,1484.374146,6.159265518,9.423676491,0.945684373,2.824624777,,,,,,,,29.72938111,59458,26.75644299,0.000102128,793.5692749,,,21.33740807,29.65899658,108c,070802060704,F070802060704_478
879,506.9015173,3544.428633,474_11_2,1.804691195,0.875473857,570.80896,86,245.4478455,100,1636.31897,6.099856377,9.332779884,0.945511758,2.824109316,,,,,,,,5.141548473,10282,4.62739351,1.76626E-05,816.2568359,,,123.3543167,176.3966827,108c,070801030301,F070801030301_532
880,504.6069615,3544.127475,499_6_1,1.852841377,0.87539947,570.760437,78,222.5965729,100,1483.977173,6.26260376,9.581783295,0.945431411,2.823869228,,,,,,,,9.533860341,19067,8.580474498,3.27513E-05,793.3569946,,,66.51851654,92.46073914,108c,070802060704,F070802060704_483
