OBJECTID,Shape_Length,Shape_Area,riparianid,bioAc,opAcres,DirectCost,DirectCost_CP,meanPIdx,OpportunityCost,adjOCosts,bioBuffWidth,bioYield,energyPot,CO2red,N2Ored,SUM_cropAcres,SUM_pctWScropAcres,MEAN_Nrate,MEAN_NO3conc,SUM_cpNO3load,SUM_cpNO3LoadReduced,SUM_cpWSNO3LoadPct,SUM_cpSEDload,SUM_cpSEDloadlbs,SUM_cpSEDLoadReduced,SUM_cpWSSEDLoadPct,TotalCost,TotalCost_CP,DCredNO3,TCredNO3,DCredSED,TCredSED,MLRA,HUC12,FBndID
3349,533.2891161,3770.249479,45_24_2,1.934232593,0.931251645,144.3440094,144.3440094,78,236.7980347,1578.653564,100,6.537706375,76.20876312,0.912626624,0.260750473,87.18493135,0.009859671,131.0004476,11.79865901,2162,1968,0.010779444,108.1253232,216252,97.31278722,0.000371439,381.1420288,381.1420288,0.073345535,0.193669736,1.483299494,3.916669607,104,070801030405,F070801030405_247
3372,533.8304197,3767.20313,119_4_2,1.844291329,0.930499196,144.2273712,144.2273712,78,236.6070251,1577.380127,100,6.233704567,72.66507721,0.911889195,0.26053977,43.9384613,0.004968964,149.4172668,13.29626179,1258,1145,0.006271577,62.6156832,125231,56.35411543,0.000215101,380.8344116,380.8344116,0.125962764,0.332606465,2.559304953,6.757881165,104,070801030406,F070801030406_17
3384,537.7831786,3766.329726,72_3_1,1.932132244,0.930283427,144.193924,144.193924,65,197.1266479,1314.177612,100,6.530607224,76.12600708,0.911677778,0.260479361,199.9999999,0.022617833,136.6674442,11.02314492,5025,4573,0.025047965,56.610748,113220,50.94967351,0.000194473,341.3205566,341.3205566,0.031531584,0.074638218,2.830124617,6.699170589,104,070801030405,F070801030405_651
3394,535.1675843,3765.427808,28_4_1,1.908854008,0.930060685,144.1594086,144.1594086,80,242.5596924,1617.064575,100,6.451926708,75.20884705,0.911459446,0.260416985,84.89330971,0.009600514,137.9976603,12.3904678,2291,2084,0.011414817,83.56893939,167137,75.21204643,0.000287081,386.7191162,386.7191162,0.069174379,0.185565799,1.916706324,5.141717911,104,070801030402,F070801030402_163
3405,533.8969585,3764.376878,460_6_1,1.918085098,0.929801106,144.1191711,144.1191711,70,212.1806183,1414.537476,100,6.483127594,75.57255554,0.911205113,0.260344297,163.6648234,0.018508718,133.8327503,12.01209199,4138,3765,0.020622259,211.0369541,422073,189.9332524,0.000724967,356.2998047,356.2998047,0.038278665,0.094634742,0.758788526,1.87592113,108,070801030303,F070801030303_48
3476,537.4271558,3757.541846,699_58_2,1.981066585,0.928112864,143.8574982,143.8574982,54,163.3847198,1089.231445,100,6.696004868,78.05402374,0.909550607,0.259871602,51.88086898,0.005867164,136.6655782,7.804140997,1350,1228,0.006726198,20.59998119,41199,18.53998291,7.07663E-05,307.242218,307.242218,0.117147803,0.250197232,7.759311199,16.5718708,108,070802060406,F070802060406_107
3519,532.1962742,3753.365127,461_2_1,2.022926807,0.927081168,143.6975861,143.6975861,45,136.0027161,906.6847534,100,6.837492466,79.70331573,0.908539534,0.259582728,199.999999,0.022617833,130.9989878,9.862455086,4298,3910,0.021416476,231.063882,462129,207.9574945,0.000793765,279.7003174,279.7003174,0.0367513,0.071534611,0.690994978,1.344987869,108,070801030303,F070801030303_155
3593,532.481203,3745.673567,507_3_1,1.888272047,0.925181389,143.4031219,143.4031219,84,253.3516693,1689.011108,100,6.382359505,74.3979187,0.906677783,0.259050786,47.42445533,0.005363192,131.0005569,11.79866695,1176,1070,0.005860775,68.72254955,137444,61.85029491,0.00023608,396.7547913,396.7547913,0.13402161,0.370798856,2.318552017,6.414760113,108,070802060501,F070802060501_1
3630,530.3775909,3742.715082,28_4_2,1.908854008,0.924450636,143.289856,143.289856,80,241.0967255,1607.311523,100,6.451926708,75.20884705,0.905961633,0.258846164,200.000001,0.022617833,135.2495626,12.12442366,5107,4647,0.02545329,77.32677036,154653,69.59409317,0.000265638,384.3865967,384.3865967,0.030834917,0.08271715,2.058937073,5.523264885,104,070801030402,F070801030402_162
3636,532.1088846,3742.220757,538_1_2,1.836675644,0.924328506,143.2709198,143.2709198,36,101.0326843,673.5512085,100,6.207963467,72.36502075,0.905841947,0.25881198,37.49429833,0.004240199,140.086881,9.786553711,997,907,0.004967965,13.84305362,27686,12.45874838,4.75545E-05,244.3036041,244.3036041,0.157961324,0.269353479,11.49962425,19.60900116,108,070802060603,F070802060603_37
3654,517.0419944,3740.747283,138_24_1,2.114313126,0.92396456,143.2145081,143.2145081,29,87.35154724,582.3436279,100,7.146378517,83.30393982,0.905485272,0.258710086,90.54607117,0.01023978,131.0008621,10.27744707,2125,1934,0.010593213,20.88863295,41778,18.79976994,7.17579E-05,230.5660553,230.5660553,0.074050933,0.119217195,7.617886066,12.26430225,108,070802060602,F070802060602_72
3732,530.3785772,3732.691905,545_9_2,1.871787906,0.921974897,142.9061127,142.9061127,70,210.3945007,1402.630005,100,6.32664299,73.7484436,0.903535426,0.258152962,69.34724191,0.007842422,158.7679596,14.10889482,2066,1880,0.010297436,53.16991369,106340,47.85292308,0.000182653,353.3005981,353.3005981,0.076013893,0.187925845,2.986361265,7.383051395,108,070801010301,F070801010301_127
3734,530.2925073,3732.625185,467_1_1,1.89188695,0.921958447,142.9035645,142.9035645,39,117.2176514,781.4509888,100,6.39457798,74.54034424,0.903519273,0.258148372,76.03361201,0.008598578,149.4189835,9.258464932,2171,1976,0.010823262,80.46705109,160934,72.42034566,0.000276425,260.1212158,260.1212158,0.072319619,0.131640285,1.973251581,3.591825008,108,070801030301,F070801030301_90
3760,533.2518702,3730.147213,668_17_2,1.925781488,0.921346366,142.8086853,142.8086853,83,249.2972717,1661.981812,100,6.509141445,75.87579346,0.902919412,0.257976979,78.02424622,0.008823697,131.0014496,11.7987299,1936,1762,0.009651108,27.13029668,54261,24.41726643,9.31997E-05,392.105957,392.105957,0.081049196,0.222534597,5.848676205,16.05855179,104,070801030404,F070801030404_50
3764,533.0029626,3729.847488,484_6_2,1.875293493,0.921272337,142.7972107,142.7972107,86,258.2875671,1721.917114,100,6.338491917,73.88656616,0.902846873,0.257956266,31.60251474,0.003573902,136.6667404,12.22566414,833,758,0.004151839,30.3729335,60747,27.3356404,0.000104339,401.0847778,401.0847778,0.188386828,0.529135585,5.223847389,14.67259502,108,070801030301,F070801030301_492
3819,529.0980389,3725.377367,430_11_2,1.876836538,0.920168221,142.6260681,142.6260681,70,209.9823914,1399.882568,100,6.343707561,73.94735718,0.90176487,0.257647097,56.70003346,0.00641216,145.507431,12.98775082,1621,1474,0.008073628,50.21474904,100429,45.19327386,0.000172501,352.6084595,352.6084595,0.096761242,0.239218771,3.155913591,7.802233219,108,070801030302,F070801030302_137
3872,530.063206,3721.44507,441_5_1,1.837171555,0.919196904,142.4755249,142.4755249,78,233.7329407,1558.219604,100,6.209640026,72.38455963,0.900812984,0.257375121,199.999999,0.022617833,137.4577606,12.03959106,5083,4626,0.025338265,271.4723834,542942,244.3251444,0.000932579,376.2084656,376.2084656,0.03079886,0.081324786,0.583139002,1.5397861,108,070801030303,F070801030303_681
3878,527.3302029,3720.93348,507_18_2,1.864180326,0.919070542,142.4559326,142.4559326,84,251.678009,1677.853394,100,6.300929546,73.44870758,0.900689125,0.257339746,133.6168152,0.015110614,135.2512283,12.12998033,3316,3018,0.016530671,122.2281659,244457,110.005347,0.000419886,394.1339417,394.1339417,0.047202099,0.130594417,1.294991016,3.582861662,108,070802060501,F070802060501_2
3908,527.1619241,3718.873967,589_5_2,1.834853411,0.918561876,142.3770905,142.3770905,69,206.6213074,1377.475342,100,6.201804638,72.29322815,0.900190651,0.25719732,27.75370598,0.003138643,131.0005035,11.79866314,689,627,0.003434304,7.177245617,14354,6.459521294,2.46557E-05,348.9984131,348.9984131,0.227076694,0.556616306,22.04143143,54.02852631,108,070802060802,F070802060802_239
3961,528.8715529,3714.649674,450_28_2,1.792439699,0.917518497,142.2153625,142.2153625,50,149.5553589,997.0357056,100,6.058446407,70.62212372,0.899168134,0.256905168,36.28235483,0.004103141,142.3346151,9.156672915,958,872,0.004776258,26.09601641,52192,23.48641467,8.96466E-05,291.7707214,291.7707214,0.163091019,0.334599465,6.05521822,12.42295742,108,070801030301,F070801030301_245
3998,526.72921,3711.765846,550_17_2,1.81503582,0.916806161,142.10495,142.10495,31,92.65242767,617.6828613,100,6.134820938,71.51241302,0.898470044,0.256705731,200.0000021,0.022617833,134.3975,11.42342345,4909,4468,0.024472842,257.3362905,514672,231.6026617,0.000884017,234.7573853,234.7573853,0.031805046,0.052541938,0.61357218,1.01362133,108,070801010301,F070801010301_341
4020,527.0937775,3710.804676,25_4_2,1.81961453,0.916568756,142.068161,142.068161,28,83.6643219,557.762146,100,6.150297165,71.69281006,0.898237407,0.256639242,199.9999979,0.022617833,130.9982758,10.02375497,4893,4453,0.024390682,63.46102189,126921,57.11491987,0.000218005,225.7324829,225.7324829,0.031903923,0.050692227,2.487408876,3.952250719,104,070801030403,F070801030403_78
4070,526.3930972,3707.064054,396_12_1,1.825674534,0.915644825,141.924942,141.924942,70,208.9498901,1392.999268,100,6.170779705,71.93157959,0.897331953,0.256380558,44.87150044,0.005074481,133.1263504,9.794959712,928,845,0.004628369,41.06805286,82136,36.96124692,0.00014108,350.8748169,350.8748169,0.167958513,0.415236473,3.839831114,9.493045807,108,070801030603,F070801030603_38
4085,527.0850412,3706.09964,163_9_2,1.845320106,0.915406585,141.8880157,141.8880157,77,229.7853088,1531.9021,100,6.23718214,72.70561218,0.897098482,0.256313831,199.9999997,0.022617833,137.3945988,8.960998118,3793,3452,0.018907845,314.6967271,629393,283.2270528,0.001081066,371.6733398,371.6733398,0.041103132,0.107668988,0.500969172,1.312280536,108,070801030407,F070801030407_66
4131,527.3804465,3702.388727,448_7_1,1.865747809,0.914490044,141.7459564,141.7459564,86,256.3860168,1709.240112,100,6.306227684,73.5104599,0.89620024,0.256057203,56.48261598,0.006387572,134.4000305,12.06364079,1453,1322,0.007241069,76.2681072,152535,68.64129687,0.000262001,398.131958,398.131958,0.107220843,0.301158816,2.065024376,5.800181389,108,070801030303,F070801030303_146
4159,527.6378016,3699.914924,711_2_1,1.817894101,0.913878977,141.6512451,141.6512451,79,235.3601532,1569.067627,100,6.144482136,71.62503052,0.895601392,0.255886108,200.000005,0.022617834,141.48482,10.97792304,4935,4492,0.024604299,137.9983362,275996,124.1985023,0.00047406,377.0114136,377.0114136,0.031534117,0.083929524,1.140522957,3.035555124,108,070802060501,F070802060501_69
4171,523.2762827,3699.323937,797_108_1,1.829999089,0.913733006,141.6286163,141.6286163,5,14.89384842,99.29232025,100,6.185397148,72.10196686,0.895458341,0.255845249,200.0000007,0.022617833,134.3114736,9.34076795,3839,3494,0.019137894,231.8781255,463756,208.690313,0.000796562,156.5224609,156.5224609,0.040534806,0.044797499,0.678654492,0.75002265,108,070802060803,F070802060803_262
4172,528.7958804,3699.227706,48_1_1,1.881648302,0.913709223,141.6249237,141.6249237,78,232.3377991,1548.918701,100,6.359971046,74.13694,0.895435035,0.255838573,20.24814415,0.002289846,143.7492905,12.776052,546,497,0.002722248,19.41414481,38829,17.47272986,6.66927E-05,373.9627075,373.9627075,0.284959614,0.752440035,8.105483055,21.40264893,104,070801030601,F070801030601_376
4174,525.721028,3699.024054,489_16_2,1.861981869,0.913658917,141.6171265,141.6171265,78,232.3249054,1548.832764,100,6.293498516,73.36208344,0.895385742,0.255824506,200.0000038,0.022617834,137.7052078,10.72120767,4262,3878,0.0212412,106.5560316,213112,95.90042612,0.000366048,373.9420166,373.9420166,0.036518082,0.096426509,1.476710081,3.899273872,108,070802060502,F070802060502_501
4205,519.97468,3696.230596,549_1_1,1.915507555,0.912968934,141.5101776,141.5101776,68,202.3868103,1349.245361,100,6.474415302,75.47100067,0.894709527,0.255631298,200.0000002,0.022617833,134.570369,12.0871439,5100,4640,0.025414948,308.6586168,617316,277.7927563,0.001060323,343.8969727,343.8969727,0.030497883,0.074115723,0.509409189,1.237962365,108,070801010301,F070801010301_260
4250,523.58773,3692.185136,496_19_2,1.854902864,0.911969721,141.3553009,141.3553009,86,255.6798553,1704.532349,100,6.269571781,73.08317566,0.893730342,0.255351514,85.88962209,0.009713186,142.3337021,12.67470241,2349,2137,0.011705117,89.76887345,179538,80.79198819,0.00030838,397.0351563,397.0351563,0.066146605,0.185790896,1.749620318,4.914288521,108,070802060502,F070802060502_405
4271,528.8890546,3690.528246,10_7_1,1.93548286,0.911560476,141.2918701,141.2918701,70,208.0178833,1386.785889,100,6.541932106,76.25802612,0.893329263,0.255236924,35.67591922,0.00403456,134.773941,7.709830427,906,824,0.004513344,12.66994475,25340,11.40295049,4.35246E-05,349.3097534,349.3097534,0.171470717,0.423919618,12.39081669,30.63327789,104,070801030401,F070801030401_67
4289,528.1420088,3688.640667,48_5_1,1.907295465,0.911094248,141.2196045,141.2196045,78,231.6726379,1544.484253,100,6.446658611,75.14743805,0.892872334,0.25510639,33.32798719,0.003769034,143.7492905,8.900701324,742,676,0.003702695,25.52783507,51056,22.9750523,8.76948E-05,372.8922424,372.8922424,0.208904743,0.551615715,6.146649837,16.23031044,104,070801030601,F070801030601_376
4584,527.5897572,3664.869581,515_12_2,1.887310982,0.905222774,140.3095245,140.3095245,92,271.4942932,1809.961914,100,6.37911129,74.36005402,0.88711834,0.253462374,72.38720629,0.008186209,132.4155324,11.90353219,1802,1640,0.00898287,116.8943999,233788,105.2049605,0.000401563,411.803833,411.803833,0.085554585,0.251099885,1.333677888,3.914300442,108,070802060603,F070802060603_272
4588,521.8718714,3664.701204,458_83_1,1.778946161,0.90518117,140.3030853,140.3030853,31,91.47760773,609.850708,100,6.012837887,70.09047699,0.88707757,0.253450722,151.0163417,0.017078312,138.0840632,10.73669221,3567,3246,0.017779509,247.5398273,495081,222.7858438,0.000850364,231.7807007,231.7807007,0.043223377,0.071405023,0.629766583,1.040374398,108,070802060801,F070802060801_206
4595,521.1447054,3664.194731,93_13_1,1.794260263,0.905056119,140.2836914,140.2836914,43,126.8732758,845.8218384,100,6.064599514,70.69385529,0.886955023,0.253415704,37.98903083,0.004296148,131.0010414,8.249133865,909,827,0.004529776,30.4484019,60897,27.40356199,0.000104598,267.1569824,267.1569824,0.169629619,0.323043495,5.119177341,9.748987198,108,070801030406,F070801030406_391
4671,515.138142,3656.801774,95_18_1,1.923915029,0.903230011,140.0006561,140.0006561,55,161.9488373,1079.658936,100,6.50283289,75.80225372,0.885165393,0.252904415,25.04335129,0.002832132,136.6700134,8.5339487,640,582,0.003187823,9.141639829,18284,8.227475882,3.14039E-05,301.9494934,301.9494934,0.24055095,0.51881355,17.01623344,36.70013809,104,070801030602,F070801030602_496
4854,518.2704786,3641.556747,467_1_2,1.89188695,0.899464488,139.4169922,139.4169922,38,111.4254608,742.8364258,100,6.39457798,74.54034424,0.88147521,0.251850069,82.51815733,0.00933191,136.0993576,8.519537886,2158,1964,0.010757534,90.33784223,180674,81.30405857,0.000310334,250.842453,250.842453,0.070986249,0.127720192,1.714760542,3.085238934,108,070801030301,F070801030301_91
4946,514.586979,3634.516275,792_11_1,1.766923428,0.897725523,139.1474609,139.1474609,55,160.9621887,1073.081299,100,5.972201347,69.61678314,0.879770994,0.251363158,36.71492203,0.00415206,149.4167862,9.247482419,963,876,0.004798167,11.32555892,22651,10.19300341,3.89063E-05,300.1096497,300.1096497,0.158844128,0.342590928,13.65127182,29.44271088,108,070802060603,F070802060603_36
4951,517.9229614,3634.211993,410_6_2,1.872276187,0.897650361,139.1358032,139.1358032,86,251.6650085,1677.766724,100,6.328293324,73.76768494,0.879697382,0.251342088,26.13618876,0.00295572,140.4450022,12.52504444,702,639,0.003500033,17.81323123,35626,16.0319083,6.11931E-05,390.8008118,390.8008118,0.21773991,0.611581862,8.67868042,24.37643814,108,070802060602,F070802060602_218
4956,516.6767231,3634.010985,96_7_2,1.818282485,0.89760071,139.1281128,139.1281128,74,216.5369873,1443.579956,100,6.145794868,71.64032745,0.879648685,0.2513282,99.83278275,0.011290006,130.9994202,11.79858685,2477,2254,0.012345968,61.06237727,122125,54.95613838,0.000209765,355.6651001,355.6651001,0.061724983,0.157792851,2.531620979,6.471799374,104,070801030406,F070801030406_474
4980,511.2937733,3632.204305,163_10_1,1.877732158,0.89715445,139.0589447,139.0589447,80,233.9772339,1559.848267,100,6.346734524,73.98265076,0.879211366,0.251203239,38.93115997,0.004402692,159.3324051,14.16382027,1160,1056,0.005784092,86.37278175,172746,77.73550224,0.000296713,373.0361938,373.0361938,0.131684601,0.353253961,1.788873076,4.798788071,108,070801030407,F070801030407_144
5079,516.9950278,3624.477416,76_12_2,1.808171391,0.89524591,138.7631226,138.7631226,78,227.6431274,1517.62085,100,6.111619473,71.24195099,0.877340972,0.250668854,200,0.022617833,132.888298,11.94092957,4975,4527,0.024796007,90.79689538,181594,81.71720529,0.000311911,366.40625,366.40625,0.030652335,0.080937982,1.69808948,4.483832359,104,070801030403,F070801030403_361
5107,516.95738,3622.769755,495_8_2,1.854361057,0.894824147,138.6977386,138.6977386,86,250.8723602,1672.482422,100,6.26774025,73.06182861,0.876927674,0.250550747,28.51763725,0.003225036,142.3364716,12.65292645,759,691,0.003784855,14.64661407,29293,13.18195248,5.0315E-05,389.5700989,389.5700989,0.20072031,0.563777268,10.5217905,29.55329323,108,070802060501,F070802060501_468
5135,516.9566601,3620.643828,489_16_1,1.861981869,0.89429903,138.6163483,138.6163483,78,227.4023743,1516.015869,100,6.293498516,73.36208344,0.876413047,0.250403732,35.25794029,0.003987291,139.4989929,12.46106195,927,844,0.004622891,41.69894755,83399,37.52905178,0.000143247,366.0187378,366.0187378,0.16423738,0.433671504,3.693574429,9.752943993,108,070802060502,F070802060502_502
5203,513.3974303,3613.523242,617_9_1,1.919829845,0.892540216,138.3437347,138.3437347,68,197.8577423,1319.051636,100,6.489025116,75.64129639,0.8746894,0.249911264,90.52184838,0.01023704,144.5992065,12.91549492,2572,2341,0.012822499,93.87950325,187758,84.49155331,0.000322501,336.2014771,336.2014771,0.059096001,0.143614471,1.637367606,3.979113579,108,070801010604,F070801010604_219
5226,515.7178346,3611.623872,125_4_1,1.882605195,0.892071068,138.2710114,138.2710114,32,93.06085205,620.4057007,100,6.363205433,74.17464447,0.87422967,0.249779895,65.61439866,0.007420278,130.9990082,9.136418194,1133,1032,0.005652635,20.05434301,40108,18.04890895,6.88919E-05,231.3318634,231.3318634,0.133983538,0.224158779,7.660906792,12.81694412,104,070801030409,F070801030409_405
5237,514.51547,3610.814984,46_2_1,1.884458184,0.891871274,138.2400513,138.2400513,51,148.2823944,988.5493164,100,6.369468689,74.24765015,0.874033868,0.249723956,38.82077408,0.004390209,130.9979706,11.7984848,963,876,0.004798167,15.21581745,30432,13.6942358,5.22703E-05,286.5224609,286.5224609,0.157808274,0.327080429,10.09476185,20.92285156,104,070801030405,F070801030405_238
5248,514.3564272,3610.456448,723_88_1,1.833721042,0.891782761,138.2263336,138.2263336,77,223.8552094,1492.368042,100,6.197977066,72.24861145,0.873947084,0.249699175,46.76118243,0.005288183,130.9994354,11.7985878,1160,1056,0.005784092,33.90281813,67805,30.51253557,0.000116465,362.081543,362.081543,0.130896151,0.342880249,4.530148983,11.86664867,108,070801010405,F070801010405_28
5286,515.0095337,3607.243894,65_4_1,1.83258307,0.890989244,138.1033325,138.1033325,78,226.5605927,1510.403931,100,6.194130898,72.2037735,0.873169482,0.249476984,105.9576687,0.011982664,135.2513695,12.12998819,2632,2395,0.013118276,58.14263731,116286,52.32837243,0.000199735,364.6639404,364.6639404,0.057663187,0.152260512,2.639167309,6.968761444,104,070801030601,F070801030601_490
5299,514.7649946,3606.283501,723_76_1,1.75233686,0.890752017,138.0665588,138.0665588,77,223.5965271,1490.643555,100,5.922898769,69.04206848,0.872936964,0.24941057,200,0.022617833,137.7992249,12.32859688,5057,4601,0.025201331,184.5265532,369053,166.0738931,0.000633897,361.6630859,361.6630859,0.030007945,0.078605324,0.831356168,2.177723885,108,070801010405,F070801010405_28
5318,516.5033385,3604.775759,64_8_1,1.907525778,0.890379608,138.0088348,138.0088348,78,226.4054871,1509.369873,100,6.447437286,75.15651703,0.872572005,0.249306291,200.0000001,0.022617833,134.8638756,12.09682534,5109,4650,0.025469722,251.1678687,502337,226.0510852,0.000862827,364.4143066,364.4143066,0.029679319,0.078368671,0.610520542,1.612088323,104,070801030601,F070801030601_255
5319,511.89405,3604.710579,88_5_2,1.792967439,0.890363514,138.0063477,138.0063477,78,226.401535,1509.343506,100,6.060229778,70.64291382,0.872556269,0.249301791,125.7020321,0.014215538,134.4016449,12.0507082,3170,2886,0.01580766,65.89092189,131782,59.30182827,0.000226353,364.4078979,364.4078979,0.047819246,0.126267463,2.327185392,6.144968987,104,070801030405,F070801030405_176
5347,513.1715044,3602.683741,430_5_2,1.796564698,0.889862895,137.9287415,137.9287415,70,203.0667114,1353.778076,100,6.072388649,70.78465271,0.872065663,0.249161616,44.37651147,0.005018503,137.8022537,12.36254215,1248,1136,0.00622228,35.7334701,71466,32.16012285,0.000122754,340.9954529,340.9954529,0.121416144,0.300172061,4.288812637,10.60305214,108,070801030302,F070801030302_143
5394,509.9077142,3599.247891,836_16_1,1.752577901,0.889014244,137.7972107,137.7972107,41,118.8256302,792.1708984,100,5.923713207,69.05156708,0.87123394,0.248923987,125.9629757,0.014245048,136.6669362,10.65600114,2756,2509,0.013742695,348.0633708,696125,313.257034,0.001195689,256.6228333,256.6228333,0.054921169,0.102280922,0.439885437,0.819208503,108,070802060302,F070802060302_9
5406,513.0268389,3598.437842,396_24_1,1.79141736,0.888814151,137.7661896,137.7661896,77,223.1100922,1487.400635,100,6.054990768,70.58184052,0.871037841,0.248867959,186.594845,0.021101855,133.9159197,10.6705126,4563,4152,0.022741997,213.7189114,427438,192.3470192,0.00073418,360.8762817,360.8762817,0.03318068,0.086916253,0.716237724,1.876173019,108,070801030603,F070801030603_42
5445,513.1904868,3595.875077,434_38_1,1.786478996,0.88818115,137.6680756,137.6680756,25,72.38668823,482.5779114,100,6.038299084,70.3872757,0.870417535,0.248690724,42.5200303,0.004808555,149.7009315,10.89555595,1052,958,0.00524731,48.15850669,96317,43.34265685,0.000165437,210.0547638,210.0547638,0.143703625,0.219263852,3.176272154,4.846374989,108,070801030303,F070801030303_362
5453,510.6962728,3595.486009,76_3_1,1.749109745,0.888085067,137.653183,137.653183,78,225.8219147,1505.479492,100,5.911991119,68.91492462,0.87032336,0.248663813,36.47029305,0.004124395,135.2493515,12.11352682,931,847,0.004639324,119.5809675,239162,107.6228721,0.000410792,363.4750977,363.4750977,0.162518516,0.429132342,1.279032826,3.377303362,104,070801030403,F070801030403_140
5456,509.3386241,3595.309814,540_19_1,1.891425848,0.888041496,137.6464386,137.6464386,54,156.3306427,1042.204346,100,6.393019199,74.52217865,0.870280683,0.248651624,24.69413242,0.002792639,130.9988861,8.249032776,605,551,0.003018025,27.92680716,55853,25.13412718,9.59359E-05,293.9770813,293.9770813,0.249812052,0.533533752,5.476475716,11.69633102,108,070802060503,F070802060503_168
5487,514.6149589,3593.148077,49_4_1,1.834992766,0.887507558,137.5636749,137.5636749,78,225.6752625,1504.501709,100,6.202275753,72.29871368,0.869757414,0.24850212,47.83658504,0.0054098,143.7513046,12.77621698,1304,1187,0.006501626,45.71724302,91434,41.14551929,0.000157051,363.2389526,363.2389526,0.115891889,0.30601427,3.343345165,8.82815361,104,070801030601,F070801030601_28
5513,513.7898715,3590.897866,45_22_1,1.871809006,0.886951745,137.4775238,137.4775238,78,225.5340881,1503.560547,100,6.326714516,73.74927521,0.869212687,0.248346493,200.0000003,0.022617833,139.71723,12.49771111,5153,4689,0.025683339,151.7536693,303507,136.5783008,0.000521314,363.0115967,363.0115967,0.029319156,0.077417701,1.006583929,2.657901049,104,070801030405,F070801030405_250
5516,510.4712154,3590.841403,475_6_2,1.881011486,0.886937797,137.4753571,137.4753571,29,83.85107422,559.0071411,100,6.357818604,74.11185455,0.869199038,0.248342589,22.51763809,0.002546501,131.0026855,6.474408329,522,475,0.002601746,4.024414063,8049,3.621972561,1.38249E-05,221.3264313,221.3264313,0.289421797,0.46595037,37.95593643,61.10660172,108,070801030301,F070801030301_393
5534,499.9306935,3589.830055,516_34_1,1.779283524,0.886687994,137.4366455,137.4366455,36,104.0617065,693.7446899,100,6.013978481,70.1037674,0.868954241,0.248272642,200.0000037,0.022617834,137.573233,11.29073389,5158,4694,0.025710726,369.8025208,739605,332.8222716,0.001270368,241.4983521,241.4983521,0.029279217,0.051448308,0.412943065,0.725607574,108,070802060603,F070802060603_351
5567,510.6155728,3587.818638,467_3_1,1.878650665,0.886191189,137.3596344,137.3596344,42,121.3371735,808.9144897,100,6.349839211,74.01883698,0.868467391,0.24813354,66.25483966,0.007492705,155.5555623,10.6503776,1896,1726,0.009453923,63.5743134,127149,57.21688151,0.000218394,258.6968079,258.6968079,0.079582639,0.149882272,2.400683641,4.521337032,108,070801030301,F070801030301_90
5590,511.5998507,3585.715656,484_9_1,1.812511563,0.885671794,137.279129,137.279129,86,248.3069458,1655.379639,100,6.126288891,71.41295624,0.867958367,0.247988105,31.06457281,0.003513067,145.1681061,12.88830185,850,774,0.004239476,16.31979203,32640,14.68781328,5.60628E-05,385.5860596,385.5860596,0.177363217,0.498173207,9.346465111,26.25210762,108,070801030301,F070801030301_491
5593,513.6719033,3585.592043,455_5_1,1.813703299,0.885641217,137.2743835,137.2743835,80,230.975235,1539.834961,100,6.130317211,71.45990753,0.867928386,0.247979537,33.3445189,0.003770904,142.3311462,12.65249825,887,808,0.004425707,138.1099585,276219,124.2989619,0.000474444,368.2496338,368.2496338,0.16989404,0.455754489,1.104388833,2.962612391,108,070802060803,F070802060803_206
5615,511.0772539,3583.875749,443_21_1,1.714954734,0.885217309,137.2086792,137.2086792,78,225.0929565,1500.619751,100,5.796546936,67.56921387,0.867512941,0.247860849,64.9262265,0.007342453,136.4581116,12.35039139,1641,1493,0.008177698,61.43832386,122878,55.29449117,0.000211057,362.3016357,362.3016357,0.091901325,0.24266687,2.481416702,6.552219391,108,070801030303,F070801030303_81
5642,511.3225608,3582.008517,48_3_2,1.861787438,0.884756088,137.1371918,137.1371918,78,224.9754333,1499.836182,100,6.292841434,73.35442352,0.867060959,0.247731701,25.24443811,0.002854872,140.9331703,12.59847784,697,635,0.003478123,19.08048418,38160,17.17243573,6.55465E-05,362.1126099,362.1126099,0.215964079,0.570256054,7.985890388,21.08685112,104,070801030601,F070801030601_36
5647,507.3592789,3581.804797,130_6_2,1.935556412,0.884705782,137.1293945,137.1293945,81,233.6154022,1557.436035,100,6.542180538,76.26092529,0.867011666,0.247717619,25.03335741,0.002831002,133.8327433,12.0085481,654,594,0.003253552,34.59007898,69180,31.13107035,0.000118826,370.744812,370.744812,0.230857566,0.624149501,4.404904366,11.9091568,108,070801030407,F070801030407_186
5674,507.86692,3580.358247,405_6_1,1.869230866,0.884348512,137.0740204,137.0740204,32,92.25523376,615.0349121,100,6.318000317,73.64769745,0.866661549,0.247617587,106.3434482,0.012026292,131.0005249,8.756188904,2349,2137,0.011705117,66.98184204,133963,60.28365803,0.0002301,229.3292542,229.3292542,0.064143203,0.10731364,2.273817301,3.804169416,108,070802060601,F070802060601_146
5713,509.4823998,3577.723292,664_19_1,1.803758621,0.883697629,136.9731293,136.9731293,22,63.37870789,422.5247192,100,6.096704006,71.06809235,0.86602366,0.247435331,177.1122456,0.020029476,137.3736668,12.27094781,4616,4200,0.02300491,73.53161389,147063,66.17845248,0.0002526,200.3518372,200.3518372,0.032612652,0.047702819,2.069754124,3.027448177,104,070801030402,F070801030402_273
