OBJECTID,FBndID,Acres,isAG,updateYr,MLRA,inSup,OBJECTID_1,FBndID_1,Acres_1,isAG_1,updateYr_1,Shape_Length_1,Shape_Area_1,GenLU,CropRotatn,CropSumry,CCCount,FertYrs,CornYrs,CCpairs,N_6Yrs,N_Annual,Nrate,Nconc,NloadAc,wsNload,NLoadReduced,NO3conc,NO3loadAc,wsNO3load,NO3LoadReduced,Shape_Length,Shape_Area
7296,F070801030604_246,141.9638977,1,2021,104,0,,F070801030604_246,141.9638977,1,2021,3249.77167,574639.9807,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,55792,9299,131.0004425,11.79865837,24.80888557,3522,0,11.79865837,24.80888557,3522,0,3249.77167,574639.9807
7297,F070801030604_247,72.59049225,1,2021,105,0,,F070801030604_247,72.59049225,1,2021,2487.159991,293828.2736,Corn/Soybeans,CCBCCB,C4B2,2:6,4,4,2,42974,7162,148.0014801,13.1238203,27.59528542,2003,0,13.1238203,27.59528542,2003,0,2487.159991,293828.2736
7298,F070801030604_248,34.38129044,1,2021,104,1,,F070801030604_248,34.38129044,1,2021,1578.758263,139165.7999,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,13512,2252,131.0014801,11.7987318,24.80904007,853,0,11.7987318,24.80904007,853,0,1578.758263,139165.7999
7299,F070801030604_249,73.14429474,1,2021,104,1,,F070801030604_249,73.14429474,1,2021,2578.885414,296068.6,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,28746,4791,131.0013275,11.79872131,24.80901718,1815,0,11.79872131,24.80901718,1815,0,2578.885414,296068.6
7300,F070801030604_250,140.5915527,1,2021,104,0,,F070801030604_250,140.5915527,1,2021,3030.408424,569099.6087,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,55252,9209,130.9988556,11.79854679,24.80865097,3488,0,11.79854679,24.80865097,3488,0,3030.408424,569099.6087
7301,F070801030604_251,21.41703224,1,2021,104,0,,F070801030604_251,21.41703224,1,2021,1315.324528,86694.31889,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,8417,1403,131.0016479,11.7987442,24.80906677,531,0,11.7987442,24.80906677,531,0,1315.324528,86694.31889
7302,F070801030604_252,28.79196548,1,2021,104,1,,F070801030604_252,28.79196548,1,2021,1880.402237,116544.5593,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,11315,1886,130.9971924,11.79842949,24.80840492,714,0,11.79842949,24.80840492,714,0,1880.402237,116544.5593
7303,F070801030604_255,37.14107895,1,2021,104,1,,F070801030604_255,37.14107895,1,2021,1563.711265,150341.3426,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,14596,2433,130.9960175,11.79834652,24.80822945,921,0,11.79834652,24.80822945,921,0,1563.711265,150341.3426
7304,F070801030604_257,48.06280136,2,2021,104,1,,F070801030604_257,48.06280136,2,2021,3867.408957,194551.4684,Pasture|Grass|Hay,PPPPPP,P6,0:6,0,0,0,0,0,,1.149999976,2.418090105,116,0,1.149999976,2.418090105,116,0,3867.408957,194551.4684
7305,F070801030604_258,362.669342,1,2021,104,1,,F070801030604_258,362.669342,1,2021,7314.946351,1468001.839,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,142529,23755,130.9999542,11.79862404,24.8088131,8997,0,11.79862404,24.8088131,8997,0,7314.946351,1468001.839
7306,F070801030604_260,176.6906128,1,2021,104,0,,F070801030604_260,176.6906128,1,2021,3998.69211,715242.8535,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,69439,11573,130.9992218,11.79857254,24.80870438,4383,0,11.79857254,24.80870438,4383,0,3998.69211,715242.8535
7307,F070801030604_261,52.15506744,1,2021,105,0,,F070801030604_261,52.15506744,1,2021,2810.12016,211114.0179,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,20497,3416,131.0003815,11.79865456,24.80887794,1294,0,11.79865456,24.80887794,1294,0,2810.12016,211114.0179
7308,F070801030604_262,20.02873421,1,2021,105,0,,F070801030604_262,20.02873421,1,2021,1276.205088,81072.44027,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,7871,1312,130.9951324,11.79828453,24.80809975,497,0,11.79828453,24.80809975,497,0,1276.205088,81072.44027
7309,F070801030604_263,19.16586304,2,2021,104,1,,F070801030604_263,19.16586304,2,2021,1168.634437,77580.5611,Pasture|Grass|Hay,PPPPPP,P6,0:6,0,0,0,0,0,,1.149999976,2.418090105,46,0,1.149999976,2.418090105,46,0,1168.634437,77580.5611
7310,F070801030604_266,59.97612,1,2021,104,0,,F070801030604_266,59.97612,1,2021,2013.884404,242771.396,Corn/Soybeans,CCCBCC,C5B1,3:6,5,5,3,45402,7567,151.4002533,13.4215517,28.22132301,1693,0,13.4215517,28.22132301,1693,0,2013.884404,242771.396
7311,F070801030604_267,211.9391327,1,2021,104,0,,F070801030604_267,211.9391327,1,2021,6595.803797,857922.0095,Corn/Soybeans,BCBCCB,C3B3,1:6,3,3,1,90498,15083,142.333313,12.65267277,26.60461044,5639,0,12.65267277,26.60461044,5639,0,6595.803797,857922.0095
7312,F070801030604_271,34.44656372,1,2021,104,0,,F070801030604_271,34.44656372,1,2021,1495.085426,139436.9457,Continuous Corn,CCCCCC,C6,5:6,6,6,5,32931,5488,159.3337402,14.16395092,29.78235626,1026,0,14.16395092,29.78235626,1026,0,1495.085426,139436.9457
7313,F070801030604_272,112.3063354,1,2021,105,0,,F070801030604_272,112.3063354,1,2021,3175.36209,454584.4235,Corn/Soybeans,BCBCBB,C2B4,0:6,2,2,0,29424,4904,130.9988403,11.79854584,24.80864906,2786,0,11.79854584,24.80864906,2786,0,3175.36209,454584.4235
7314,F070801030604_274,95.59742737,1,2021,104,0,,F070801030604_274,95.59742737,1,2021,2722.46,386960.9618,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,37570,6262,131.0007324,11.79867935,24.80892944,2372,0,11.79867935,24.80892944,2372,0,2722.46,386960.9618
7315,F070801030604_275,73.15651703,1,2021,104,0,,F070801030604_275,73.15651703,1,2021,2398.823151,296125.453,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,28751,4792,131.0022278,11.79878426,24.8091507,1815,0,11.79878426,24.8091507,1815,0,2398.823151,296125.453
7316,F070801030604_276,62.06966019,1,2021,104,0,,F070801030604_276,62.06966019,1,2021,2143.917173,251248.6435,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,24393,4066,130.9979858,11.79848576,24.80852318,1540,0,11.79848576,24.80852318,1540,0,2143.917173,251248.6435
7317,F070801030604_277,35.98464203,1,2021,104,0,,F070801030604_277,35.98464203,1,2021,1557.983823,145660.4194,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,14142,2357,131.0003357,11.7986517,24.80887222,893,0,11.7986517,24.80887222,893,0,1557.983823,145660.4194
7318,F070801030604_278,36.10000992,1,2021,104,0,,F070801030604_278,36.10000992,1,2021,1991.182028,146124.9126,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,14187,2364,130.9971924,11.79842949,24.80840492,896,0,11.79842949,24.80840492,896,0,1991.182028,146124.9126
7319,F070801030604_279,116.5703659,1,2021,104,0,,F070801030604_279,116.5703659,1,2021,3011.75452,471852.7988,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,45812,7635,130.9995575,11.79859638,24.80875587,2892,0,11.79859638,24.80875587,2892,0,3011.75452,471852.7988
7320,F070801030604_297,64.5269928,1,2021,105,0,,F070801030604_297,64.5269928,1,2021,2364.350397,261191.2041,Corn/Soybeans,CCCCBC,C5B1,3:6,5,5,3,48847,8141,151.4002075,13.42154789,28.22131348,1821,0,13.42154789,28.22131348,1821,0,2364.350397,261191.2041
7321,F070801030604_298,72.87771606,1,2021,105,0,,F070801030604_298,72.87771606,1,2021,2314.679707,294991.653,Corn/Soybeans,CCCBCC,C5B1,3:6,5,5,3,55168,9195,151.398819,13.42142391,28.22105408,2057,0,13.42142391,28.22105408,2057,0,2314.679707,294991.653
7322,F070801030604_299,16.90429688,1,2021,105,0,,F070801030604_299,16.90429688,1,2021,1174.944144,68425.25559,Corn/Soybeans,CCCBCC,C5B1,3:6,5,5,3,12797,2133,151.4052887,13.42200184,28.22226906,477,0,13.42200184,28.22226906,477,0,1174.944144,68425.25559
7323,F070801030604_301,15.05766106,1,2021,105,0,,F070801030604_301,15.05766106,1,2021,1151.502583,60950.14518,Corn/Soybeans,CCCCBC,C5B1,3:6,5,5,3,11399,1900,151.4046631,13.42194653,28.22215271,425,0,13.42194653,28.22215271,425,0,1151.502583,60950.14518
7324,F070801030604_302,15.19270706,2,2021,105,0,,F070801030604_302,15.19270706,2,2021,1578.890471,61496.95363,Pasture|Grass|Hay,PPPPPP,P6,0:6,0,0,0,0,0,,1.149999976,2.418090105,37,0,1.149999976,2.418090105,37,0,1578.890471,61496.95363
7325,F070801030604_304,119.778038,1,2021,105,0,,F070801030604_304,119.778038,1,2021,3736.602899,484833.4456,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,47073,7846,131.0006409,11.79867268,24.80891609,2972,0,11.79867268,24.80891609,2972,0,3736.602899,484833.4456
7326,F070801030604_312,19.28730583,1,2021,105,0,,F070801030604_312,19.28730583,1,2021,1180.874786,78071.07669,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,7580,1263,131.0015411,11.79873657,24.80904961,478,0,11.79873657,24.80904961,478,0,1180.874786,78071.07669
7327,F070801030604_313,20.49858475,1,2021,105,0,,F070801030604_313,20.49858475,1,2021,1217.045214,82973.69566,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,8056,1343,131.0009155,11.79869175,24.80895615,509,0,11.79869175,24.80895615,509,0,1217.045214,82973.69566
7328,F070801030604_315,72.42551422,1,2021,105,0,,F070801030604_315,72.42551422,1,2021,2858.625156,293164.9037,Corn/Soybeans,BCBCBB,C2B4,0:6,2,2,0,18975,3162,130.9966583,11.7983923,24.80832672,1797,0,11.7983923,24.80832672,1797,0,2858.625156,293164.9037
7329,F070801030604_316,19.19545746,1,2021,105,0,,F070801030604_316,19.19545746,1,2021,1956.581476,77699.81202,Corn/Soybeans,CBCBPP,C2B2P2,0:6,2,2,0,5029,838,130.9945374,11.79824257,24.80801201,476,0,11.79824257,24.80801201,476,0,1956.581476,77699.81202
7330,F070801030604_317,50.60855484,1,2021,105,0,,F070801030604_317,50.60855484,1,2021,2011.986722,204855.5628,Corn/Soybeans,CCCBCC,C5B1,3:6,5,5,3,38311,6385,151.4012756,13.42164326,28.22151375,1428,0,13.42164326,28.22151375,1428,0,2011.986722,204855.5628
7331,F070801030604_319,34.23564529,1,2021,105,0,,F070801030604_319,34.23564529,1,2021,1815.015298,138582.786,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,13455,2242,131.0038147,11.79889679,24.80938721,849,0,11.79889679,24.80938721,849,0,1815.015298,138582.786
7332,F070801030604_327,34.83473969,1,2021,105,0,,F070801030604_327,34.83473969,1,2021,1838.085071,141006.1025,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,13690,2282,130.9994965,11.79859161,24.80874443,864,0,11.79859161,24.80874443,864,0,1838.085071,141006.1025
7333,F070801030604_328,17.53368759,1,2021,105,0,,F070801030604_328,17.53368759,1,2021,1247.724773,70973.9241,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,6891,1148,131.0049591,11.7989769,24.80955505,435,0,11.7989769,24.80955505,435,0,1247.724773,70973.9241
7334,F070801030604_329,20.92988396,1,2021,105,0,,F070801030604_329,20.92988396,1,2021,1524.821327,84720.87131,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,8225,1371,130.9929199,11.79812813,24.80776978,519,0,11.79812813,24.80776978,519,0,1524.821327,84720.87131
7335,F070801030604_330,21.82423592,1,2021,105,0,,F070801030604_330,21.82423592,1,2021,1373.130682,88341.02808,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,8577,1430,131.0011444,11.79870796,24.80899048,541,0,11.79870796,24.80899048,541,0,1373.130682,88341.02808
7336,F070801030604_333,27.27710342,1,2021,105,0,,F070801030604_333,27.27710342,1,2021,1626.809931,110412.4482,Corn/Soybeans,BCCBCB,C3B3,1:6,3,3,1,11647,1941,142.3293915,12.6523571,26.60394669,726,0,12.6523571,26.60394669,726,0,1626.809931,110412.4482
7337,F070801030604_339,18.76320457,1,2021,104,0,,F070801030604_339,18.76320457,1,2021,2402.084626,75953.67464,Corn/Soybeans,BCBCCB,C3B3,1:6,3,3,1,8012,1335,142.3353119,12.65283298,26.60494804,499,0,12.65283298,26.60494804,499,0,2402.084626,75953.67464
7338,F070801030604_342,29.68155289,1,2021,104,0,,F070801030604_342,29.68155289,1,2021,1461.995392,120147.6207,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,11665,1944,131.0016785,11.79874611,24.80907059,736,0,11.79874611,24.80907059,736,0,1461.995392,120147.6207
7339,F070801030604_343,73.4349823,1,2021,104,0,,F070801030604_343,73.4349823,1,2021,2430.384934,297256.5018,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,28860,4810,131.0002289,11.79864407,24.80885506,1822,0,11.79864407,24.80885506,1822,0,2430.384934,297256.5018
7340,F070801030604_349,29.32560349,1,2021,104,1,,F070801030604_349,29.32560349,1,2021,1894.124349,118705.0127,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,11525,1921,131.0004272,11.79865742,24.80888367,728,0,11.79865742,24.80888367,728,0,1894.124349,118705.0127
7341,F070801030604_351,33.82568359,1,2021,104,0,,F070801030604_351,33.82568359,1,2021,2495.026736,136921.0308,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,13293,2216,130.9951324,11.79828453,24.80809975,839,0,11.79828453,24.80809975,839,0,2495.026736,136921.0308
7342,F070801030604_354,38.31659698,1,2021,104,1,,F070801030604_354,38.31659698,1,2021,1602.728442,155097.2252,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,15058,2510,130.9963226,11.79836845,24.80827522,951,0,11.79836845,24.80827522,951,0,1602.728442,155097.2252
7343,F070801030604_357,43.68964767,1,2021,104,0,,F070801030604_357,43.68964767,1,2021,1840.806579,176846.9325,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,17170,2862,130.9997559,11.79861069,24.80878448,1084,0,11.79861069,24.80878448,1084,0,1840.806579,176846.9325
7344,F070801030604_360,33.8392334,1,2021,104,0,,F070801030604_360,33.8392334,1,2021,1616.976904,136973.8961,Corn/Soybeans,CCCBCC,C5B1,3:6,5,5,3,25616,4269,151.3982239,13.42137051,28.22094154,955,0,13.42137051,28.22094154,955,0,1616.976904,136973.8961
7345,F070801030604_362,48.01101303,1,2021,104,1,,F070801030604_362,48.01101303,1,2021,4057.178451,194337.8088,Corn/Soybeans,CCIBCC,C4B1I1,2:6,4,4,2,28423,4737,148.0025024,13.12390804,27.59547043,1325,0,13.12390804,27.59547043,1325,0,4057.178451,194337.8088
7346,F070801030604_364,56.97708893,1,2021,104,0,,F070801030604_364,56.97708893,1,2021,2060.2831,230634.5915,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,22392,3732,131.0000305,11.79862976,24.80882454,1414,0,11.79862976,24.80882454,1414,0,2060.2831,230634.5915
7347,F070801030604_367,42.87569427,1,2021,104,0,,F070801030604_367,42.87569427,1,2021,1940.526622,173555.0097,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,16850,2808,130.9988556,11.79854679,24.80865097,1064,0,11.79854679,24.80865097,1064,0,1940.526622,173555.0097
7348,F070801030604_369,40.17154312,1,2021,104,0,,F070801030604_369,40.17154312,1,2021,2129.871317,162607.4896,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,15787,2631,130.9965515,11.79838467,24.80830956,997,0,11.79838467,24.80830956,997,0,2129.871317,162607.4896
7349,F070801030604_378,28.24887848,1,2021,104,0,,F070801030604_378,28.24887848,1,2021,2806.051555,114346.7799,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,11102,1850,131.0022583,11.79878712,24.80915642,701,0,11.79878712,24.80915642,701,0,2806.051555,114346.7799
7350,F070801030604_379,43.48098755,1,2021,104,0,,F070801030604_379,43.48098755,1,2021,1685.421333,176004.4133,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,17088,2848,130.9997864,11.79861259,24.8087883,1079,0,11.79861259,24.8087883,1079,0,1685.421333,176004.4133
7351,F070801030604_381,23.17317581,1,2021,105,0,,F070801030604_381,23.17317581,1,2021,1975.093142,93801.93136,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,9107,1518,130.9991608,11.79856873,24.80869675,575,0,11.79856873,24.80869675,575,0,1975.093142,93801.93136
7352,F070801030604_382,17.38909912,1,2021,104,0,,F070801030604_382,17.38909912,1,2021,1167.708923,70388.33341,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,6834,1139,131.0016174,11.79874134,24.80905914,431,0,11.79874134,24.80905914,431,0,1167.708923,70388.33341
7353,F070801030604_386,29.34730721,1,2021,104,0,,F070801030604_386,29.34730721,1,2021,1953.400776,118794.6047,Corn/Soybeans,CCBCBC,C4B2,1:6,4,4,1,16376,2729,139.5017242,12.42865849,26.13357925,767,0,12.42865849,26.13357925,767,0,1953.400776,118794.6047
7354,F070801030604_397,48.68320465,1,2021,105,0,,F070801030604_397,48.68320465,1,2021,2038.907669,197060.796,Corn/Soybeans,BCCCCC,C5B1,4:6,5,5,4,38508,6418,158.1983032,14.05346394,29.55003548,1439,0,14.05346394,29.55003548,1439,0,2038.907669,197060.796
7355,F070801030604_400,26.9760704,1,2021,104,0,,F070801030604_400,26.9760704,1,2021,1787.375853,109192.8533,Corn/Soybeans,CCCCBC,C5B1,3:6,5,5,3,20421,3404,151.4008484,13.42160511,28.22143364,761,0,13.42160511,28.22143364,761,0,1787.375853,109192.8533
7356,F070801030604_401,19.67377663,2,2021,104,0,,F070801030604_401,19.67377663,2,2021,2350.454486,79634.85573,Pasture|Grass|Hay,PPPPPP,P6,0:6,0,0,0,0,0,,1.149999976,2.418090105,48,0,1.149999976,2.418090105,48,0,2350.454486,79634.85573
7357,F070801030604_408,47.77213287,1,2021,104,1,,F070801030604_408,47.77213287,1,2021,1789.616252,193370.4912,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,18774,3129,130.9968719,11.7984066,24.80835533,1185,0,11.7984066,24.80835533,1185,0,1789.616252,193370.4912
7358,F070801030604_414,16.7145977,1,2021,104,1,,F070801030604_414,16.7145977,1,2021,3188.11217,67658.17533,Corn/Soybeans/Forest,BCBCFF,C2B2F2,0:6,2,2,0,4379,730,130.9932861,11.79815388,24.80782509,415,0,11.79815388,24.80782509,415,0,3188.11217,67658.17533
7359,F070801030604_422,21.18024445,1,2021,104,0,,F070801030604_422,21.18024445,1,2021,1440.882352,85736.28808,Corn/Soybeans,CCCBCC,C5B1,3:6,5,5,3,16033,2672,151.3957977,13.42115402,28.22048569,598,0,13.42115402,28.22048569,598,0,1440.882352,85736.28808
7360,F070801030604_424,40.612854,1,2021,104,0,,F070801030604_424,40.612854,1,2021,1787.123911,164397.4955,Corn/Soybeans,CCCCCB,C5B1,4:6,5,5,4,32125,5354,158.2011414,14.05373859,29.5506134,1200,0,14.05373859,29.5506134,1200,0,1787.123911,164397.4955
7361,F070801030604_426,18.07713318,1,2021,104,0,,F070801030604_426,18.07713318,1,2021,1409.118014,73174.91042,Corn/Soybeans,BCCCBC,C4B2,2:6,4,4,2,10702,1784,148.0046692,13.12409401,27.59586143,499,0,13.12409401,27.59586143,499,0,1409.118014,73174.91042
7362,F070801030604_427,67.81466675,1,2021,104,1,,F070801030604_427,67.81466675,1,2021,2216.731748,274506.1762,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,26651,4442,130.9991913,11.79857063,24.80870056,1682,0,11.79857063,24.80870056,1682,0,2216.731748,274506.1762
7363,F070801030604_439,34.23637009,1,2021,104,1,,F070801030604_439,34.23637009,1,2021,1637.308149,138581.5856,Corn/Soybeans,BCCCCC,C5B1,4:6,5,5,4,27081,4514,158.2001801,14.05364609,29.55041885,1012,0,14.05364609,29.55041885,1012,0,1637.308149,138581.5856
7364,F070801030604_440,30.01126099,1,2021,104,1,,F070801030604_440,30.01126099,1,2021,1367.776467,121479.8768,Corn/Soybeans,BBICBC,C2B3I1,0:6,2,2,0,7863,1310,131.000824,11.79868603,24.80894279,745,0,11.79868603,24.80894279,745,0,1367.776467,121479.8768
7365,F070801030604_441,19.09893227,1,2021,104,1,,F070801030604_441,19.09893227,1,2021,1134.462442,77308.48443,Corn/Soybeans,CCCCBC,C5B1,3:6,5,5,3,14458,2410,151.4011383,13.42163086,28.22148895,539,0,13.42163086,28.22148895,539,0,1134.462442,77308.48443
7366,F070801030604_447,98.64214325,1,2021,104,0,,F070801030604_447,98.64214325,1,2021,3177.518191,399296.8405,Corn/Soybeans,CCCCBC,C5B1,3:6,5,5,3,74672,12445,151.3997955,13.42151165,28.22123718,2784,0,13.42151165,28.22123718,2784,0,3177.518191,399296.8405
7367,F070801030604_448,15.36135292,1,2021,104,1,,F070801030604_448,15.36135292,1,2021,1088.499906,62181.07104,Corn/Soybeans,BCICBC,C3B2I1,0:6,3,3,0,6037,1006,130.9997406,11.79860973,24.80878258,381,0,11.79860973,24.80878258,381,0,1088.499906,62181.07104
7368,F070801030604_450,17.97917938,1,2021,104,1,,F070801030604_450,17.97917938,1,2021,1523.936273,72776.83734,Corn/Soybeans,CBCCBC,C4B2,1:6,4,4,1,10032,1672,139.4946899,12.42811108,26.13242722,470,0,12.42811108,26.13242722,470,0,1523.936273,72776.83734
7369,F070801030604_452,27.42035675,1,2021,104,0,,F070801030604_452,27.42035675,1,2021,1427.925558,110994.8822,Corn/Soybeans,CCCCBC,C5B1,3:6,5,5,3,20757,3460,151.398468,13.42139244,28.22098732,774,0,13.42139244,28.22098732,774,0,1427.925558,110994.8822
7370,F070801030604_453,17.83844757,1,2021,104,1,,F070801030604_453,17.83844757,1,2021,1289.904871,72206.85689,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,7011,1168,131.0091553,11.79927349,24.81017876,443,0,11.79927349,24.81017876,443,0,1289.904871,72206.85689
7371,F070801030604_458,15.35399628,1,2021,104,1,,F070801030604_458,15.35399628,1,2021,1933.097285,62149.81952,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,6034,1006,130.9973907,11.79844379,24.80843353,381,0,11.79844379,24.80843353,381,0,1933.097285,62149.81952
7372,F070801030605_1,71.85237122,1,2009,108c,1,,F070801030605_1,71.85237122,1,2009,2413.554935,290832.3394,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,28238,4706,131.0000916,11.79863358,24.80883408,1783,0,11.79863358,24.80883408,1783,0,2413.554935,290832.3394
7373,F070801030605_3,68.08539581,1,2009,108c,1,,F070801030605_3,68.08539581,1,2009,3170.38702,275592.5256,Corn/Soybeans,BCBCCB,C3B3,1:6,3,3,1,29072,4845,142.3310547,12.65249062,26.60422707,1811,0,12.65249062,26.60422707,1811,0,3170.38702,275592.5256
7374,F070801030605_7,97.00332642,1,2009,108c,1,,F070801030605_7,97.00332642,1,2009,2621.597321,392639.5207,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,38122,6354,130.9989471,11.79855347,24.80866432,2407,0,11.79855347,24.80866432,2407,0,2621.597321,392639.5207
7375,F070801030605_11,56.68863297,2,2009,108c,1,,F070801030605_11,56.68863297,2,2009,2085.376408,229460.3374,Pasture|Grass|Hay,PPPPPP,P6,0:6,0,0,0,0,0,,1.149999976,2.418090105,137,0,1.149999976,2.418090105,137,0,2085.376408,229460.3374
7376,F070801030605_13,150.7201691,1,2009,108c,1,,F070801030605_13,150.7201691,1,2009,3126.125479,610078.2717,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,59233,9872,130.999939,11.79862309,24.80881119,3739,0,11.79862309,24.80881119,3739,0,3126.125479,610078.2717
7377,F070801030605_15,11.01912594,1,2009,108c,1,,F070801030605_15,11.01912594,1,2009,908.1540328,44602.52614,Corn/Soybeans,CCBCBC,C4B2,1:6,4,4,1,6149,1025,139.507431,12.42910194,26.13451004,288,0,12.42910194,26.13451004,288,0,908.1540328,44602.52614
7378,F070801030605_17,27.48071289,2,2009,108c,1,,F070801030605_17,27.48071289,2,2009,2803.015905,111234.5418,Pasture|Grass|Hay,PPPPPP,P6,0:6,0,0,0,0,0,,1.149999976,2.418090105,66,0,1.149999976,2.418090105,66,0,2803.015905,111234.5418
7379,F070801030605_19,26.87564468,1,2009,108c,1,,F070801030605_19,26.87564468,1,2009,1400.839615,108785.0339,Corn rotation,CBICCP,C3B1I1P1,1:6,3,3,1,11476,1913,142.3345642,12.6527729,26.60482025,715,0,12.6527729,26.60482025,715,0,1400.839615,108785.0339
7380,F070801030605_21,71.16930389,1,2009,108c,1,,F070801030605_21,71.16930389,1,2009,2480.482354,288074.377,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,27970,4662,131.0021667,11.79878044,24.80914307,1766,0,11.79878044,24.80914307,1766,0,2480.482354,288074.377
7381,F070801030605_22,38.92685318,1,2009,108c,1,,F070801030605_22,38.92685318,1,2009,1594.142801,157566.2291,Corn/Soybeans,BCBCCB,C3B3,1:6,3,3,1,16622,2770,142.3353271,12.65283489,26.60495186,1036,0,12.65283489,26.60495186,1036,0,1594.142801,157566.2291
7382,F070801030605_23,39.93408585,1,2009,108c,1,,F070801030605_23,39.93408585,1,2009,1610.585727,161642.4032,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,15694,2616,130.9992065,11.79857159,24.80870247,991,0,11.79857159,24.80870247,991,0,1610.585727,161642.4032
7383,F070801030605_27,56.96876526,1,2009,108c,1,,F070801030605_27,56.96876526,1,2009,2399.659336,230589.9987,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,22389,3732,131.0016174,11.79874134,24.80905914,1413,0,11.79874134,24.80905914,1413,0,2399.659336,230589.9987
7384,F070801030605_28,76.75403595,1,2009,108c,1,,F070801030605_28,76.75403595,1,2009,2557.06404,310676.1408,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,30164,5027,130.9985352,11.7985239,24.80860329,1904,0,11.7985239,24.80860329,1904,0,2557.06404,310676.1408
7385,F070801030605_29,52.54528809,1,2009,108c,1,,F070801030605_29,52.54528809,1,2009,2159.767017,212687.6744,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,20650,3442,130.9981079,11.79849434,24.80854034,1304,0,11.79849434,24.80854034,1304,0,2159.767017,212687.6744
7386,F070801030605_36,27.46138763,1,2009,108c,1,,F070801030605_36,27.46138763,1,2009,1553.480024,111156.3809,Corn/Perennial,GPPCBC,C2B1G1P2,0:6,3,2,0,9117,1520,110.6644745,10.52130032,22.1230011,608,0,10.52130032,22.1230011,608,0,1553.480024,111156.3809
7387,F070801030605_37,20.13302994,1,2009,108c,1,,F070801030605_37,20.13302994,1,2009,1332.899823,81493.33772,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,7912,1319,130.9953461,11.79829979,24.80813217,499,0,11.79829979,24.80813217,499,0,1332.899823,81493.33772
7388,F070801030605_38,30.52365494,1,2009,108c,1,,F070801030605_38,30.52365494,1,2009,1525.387004,123551.5961,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,11996,1999,131.0022278,11.79878426,24.8091507,757,0,11.79878426,24.8091507,757,0,1525.387004,123551.5961
7389,F070801030605_39,37.81222153,1,2009,108c,1,,F070801030605_39,37.81222153,1,2009,1724.874458,153054.4819,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,14860,2477,130.9982147,11.79850197,24.80855751,938,0,11.79850197,24.80855751,938,0,1724.874458,153054.4819
