OBJECTID,FBndID,Shape_Length,Shape_Area,opAcres,DirectCost,OpportunityCost,bioYield,energyPot,CO2red,N2Ored,cropAcres,pctWScropAcres,cpNO3load,cpNO3LoadReduced,cpWSNO3LoadPct,cpSEDload,cpSEDloadlbs,cpSEDLoadReduced,cpWSSEDLoadPct,TotalCost,DCredNO3,TCredNO3,DCredSED,TCredSED,MLRA,HUC12,GHG_total
569,F070801030601_525,1466.25149,57733.933,14.26028156,2367.206787,2463.891357,48.19975281,561.8551025,13.97507572,3.992878914,14.26028156,0.001612683,402.4404602,366.2208252,0.002005923,58.17283249,116345.6719,58.17283249,0.000222043,4831.098145,6.463878155,13.19176292,40.69264984,83.04732513,105,070801030601,17.96795464
570,F070801030601_528,1009.960405,57238.95229,14.13802147,2346.911621,1613.147827,47.78651428,557.0380249,13.85526085,3.958646059,14.13802147,0.001598857,398.9757996,363.0679626,0.001988654,68.65381622,137307.6406,68.65381622,0.000262049,3960.05957,6.464110851,10.90721321,34.1847229,57.68156433,105,070801030601,17.81390762
571,F070801030602_36,1037.507381,65717.63988,16.23225784,2694.554688,2487.106201,54.8650322,639.5509644,15.9076128,4.545032024,16.23225784,0.001835693,402.7002258,366.4572144,0.002007218,4.101148129,8202.296875,4.101148129,1.56539E-05,5181.661133,7.352985859,14.13988018,657.0244751,1263.465942,104,070801030602,20.45264435
572,F070801030602_68,2722.45153,310675.0366,76.73673248,12738.29785,21764.07031,259.3701477,3023.427246,75.20199585,21.48628426,76.73673248,0.008678094,1903.765991,1732.427002,0.009489126,40.54777908,81095.5625,40.54777908,0.000154769,34502.36719,7.352862835,19.91562462,314.1552429,850.9064331,104,070801030602,96.6882782
573,F070801030602_75,3656.64788,636743.2082,157.2755737,26107.74609,26148.63477,531.5914307,6196.657715,154.1300659,44.03715897,157.2755737,0.017786164,3901.834229,3550.669189,0.019448292,40.22644043,80452.88281,40.22644043,0.000153543,52256.38281,7.352908611,14.71733379,649.0195313,1299.055542,104,070801030602,198.1672211
574,F070801030602_88,4453.574186,483756.6458,119.4878922,19834.99023,25319.48242,403.8690796,4707.822754,117.0981369,33.45661163,119.4878922,0.013512786,3178.923096,2892.820068,0.015845016,25.33512497,50670.25,25.33512497,9.67031E-05,45154.47266,6.856627941,15.60915375,782.9047852,1782.287354,104,070801030602,150.5547485
575,F070801030602_105,2667.019704,287892.9363,71.10955811,11804.18652,15068.11328,240.3503113,2801.716553,69.6873703,19.91067696,71.10955811,0.008041721,1962.268311,1785.664185,0.009780725,29.10270882,58205.41797,29.10270882,0.000111084,26872.30078,6.6105299,15.04891109,405.6044006,923.3608398,104,070801030602,89.59804535
576,F070801030602_107,2135.150845,174556.7454,43.11551666,7157.175781,12790.64844,145.7304535,1698.751343,42.25320816,12.07234478,43.11551666,0.004875898,1069.649292,973.3808594,0.005331557,30.99042702,61980.85547,30.99042702,0.000118289,19947.82422,7.352903843,20.49333954,230.9479523,643.677002,104,070801030602,54.32555389
577,F070801030602_142,696.0460048,23772.50239,5.871808052,974.7201538,1550.510132,19.84671211,231.3492432,5.75437212,1.644106269,5.871808052,0.000664038,171.5249329,156.0876923,0.000854948,,,,,2525.230225,6.244695663,16.17827988,,,104,070801030602,7.398478508
578,F070801030602_165,1070.673547,63611.07224,15.71193504,2608.181152,2356.161865,53.10634232,619.0502319,15.3976965,4.399341583,15.71193504,0.00177685,433.5910645,394.5678711,0.00216119,15.9278698,31855.73828,15.9278698,6.0796E-05,4964.342773,6.610221863,12.58172035,163.749527,311.6765137,104,070801030602,19.79703903
579,F070801030602_186,1643.317545,73865.97533,18.24489594,3028.652832,2736.003906,61.6677475,718.848877,17.87999725,5.108571053,18.24489594,0.0020633,452.6445618,411.9065552,0.00225616,12.69307899,25386.1582,12.69307899,4.84489E-05,5764.656738,7.352766991,13.99505901,238.6066284,454.1574707,104,070801030602,22.98856735
580,F070801030602_203,1347.993788,62962.02613,15.55162048,2581.569092,1622.345459,52.56447601,612.7338257,15.24058819,4.354453564,15.55162048,0.00175872,429.169281,390.5440369,0.00213915,3.085815668,6171.631348,3.085815668,1.17784E-05,4203.914551,6.610187054,10.76425266,836.5921021,1362.334961,104,070801030602,19.59504128
581,F070801030602_204,1575.250648,110048.1107,27.18188286,4512.192383,2658.388184,91.87476349,1070.966187,26.63824463,7.610927105,27.18188286,0.003073976,803.2200317,730.9302368,0.004003568,7.200825691,14401.65137,7.200825691,2.74852E-05,7170.580566,6.173218727,9.810212135,626.621521,995.7997437,104,070801030602,34.24917221
582,F070801030602_206,1312.371286,88395.9138,21.83378983,3624.40918,3701.264404,73.79821014,860.2513428,21.3971138,6.113461018,21.83378983,0.002469165,570.5952759,519.2416992,0.002844074,5.837831974,11675.66406,5.837831974,2.22828E-05,7325.673828,6.980196476,14.10840797,620.8485107,1254.862061,104,070801030602,27.51057434
583,F070801030602_208,2466.229556,288879.4253,71.35321808,11844.63379,15817.58301,241.1738739,2811.316895,69.92615509,19.97890091,71.35321808,0.008069276,1770.21167,1610.892578,0.008823438,33.24726105,66494.51563,33.24726105,0.000126903,27662.2168,7.352838993,17.17198181,356.2589417,832.0148926,104,070801030602,89.90505981
584,F070801030602_211,3101.898213,311004.5839,76.81813049,12751.80957,15526.48047,259.6452942,3026.634277,75.2817688,21.50907707,76.81813049,0.008687299,1905.759277,1734.240967,0.009499061,32.85044098,65700.88281,32.85044098,0.000125389,28278.28906,7.352962971,16.30585861,388.1777344,860.8191528,104,070801030602,96.79084778
585,F070801030602_226,1436.084772,81033.91905,20.01537895,3322.552979,4110.758301,67.65197754,788.605957,19.61507225,5.604306221,20.01537895,0.002263522,496.5669556,451.8759155,0.002475087,11.77471161,23549.42188,11.77471161,4.49436E-05,7433.311523,7.352799416,16.44989586,282.177002,631.2945557,104,070801030602,25.21937943
586,F070801030602_269,1667.744666,88293.3916,21.80846786,3620.205566,4336.829102,73.7126236,859.2536621,21.37229919,6.106370926,21.80846786,0.002466301,541.0640259,492.3682556,0.002696878,3.165478706,6330.95752,3.165478706,1.20825E-05,7957.034668,7.352638245,16.16073799,1143.651855,2513.690674,104,070801030602,27.47867012
587,F070801030602_271,1965.17899,238051.4877,58.7987175,9760.586914,10734.29199,198.7396698,2316.669434,57.6227417,16.46364021,58.7987175,0.006649498,1458.729492,1327.443848,0.007270887,9.953957558,19907.91406,9.953957558,3.79938E-05,20494.87891,7.352919102,15.4393568,980.5734863,2058.967773,104,070801030602,74.08638
588,F070801030602_280,3633.721847,719562.7506,177.7319946,29503.51172,41137.84766,600.7341309,7002.640625,174.1773529,49.76495743,177.7319946,0.020099564,5252.060547,4779.375,0.026178354,36.08095169,72161.89844,36.08095169,0.000137719,70641.35938,6.173089981,14.7804594,817.7032471,1957.857422,104,070801030602,223.9423065
589,F070801030602_307,924.6607911,40719.10604,10.05761909,1669.564819,1639.39209,33.99475098,396.2702026,9.856466293,2.816133261,10.05761909,0.001137408,297.1952209,270.4476624,0.001481339,,,,,3308.957031,6.173337936,12.23511028,,,104,070801030602,12.67259979
590,F070801030602_310,739.027763,26217.05905,6.475613594,1074.951904,1351.071899,21.88757324,255.1391754,6.346101284,1.813171864,6.475613594,0.000732322,178.6772308,162.596283,0.000890598,,,,,2426.023926,6.611171246,14.92053699,,,104,070801030602,8.159273148
591,F070801030602_311,585.5865743,20627.01276,5.094871998,845.7487793,896.9012451,17.22066689,200.7379608,4.992974758,1.426564217,5.094871998,0.000576175,140.6018677,127.9477005,0.000700816,,,,,1742.650024,6.610113144,13.62001801,,,104,070801030602,6.419538975
592,F070801030602_362,1546.305222,154205.8996,38.08885574,6322.75,7326.010742,128.7403259,1500.700928,37.32707977,10.6648798,38.08885574,0.004307437,995.3999634,905.8139648,0.004961469,15.43109894,30862.19727,15.43109894,5.88998E-05,13648.76074,6.980185986,15.0679512,409.7407532,884.4970093,104,070801030602,47.99195862
593,F070801030602_372,1822.28245,193233.6238,47.72870636,7922.965332,9802.521484,161.3230286,1880.510986,46.77413177,13.36403751,47.72870636,0.0053976,1184.112793,1077.542603,0.005902088,25.93372726,51867.45313,25.93372726,9.89879E-05,17725.48633,7.352809429,16.44991684,305.5081482,683.4916382,104,070801030602,60.13816833
594,F070801030602_398,1570.097074,155927.3379,38.51405334,6393.333008,8788.90625,130.1775055,1517.453735,37.7437706,10.78393459,38.51405334,0.004355522,1147.030884,1043.798096,0.005717258,22.90932655,45818.65234,22.90932655,8.74439E-05,15182.23926,6.125066757,14.54518795,279.0711975,662.7099609,104,070801030602,48.52770615
595,F070801030602_408,1429.17344,112507.5754,27.78937149,4613.035645,4710.854492,93.9280777,1094.901245,27.23358345,7.781023979,27.78937149,0.003142677,689.444397,627.3944092,0.003436465,6.548792362,13097.58496,6.548792362,2.49965E-05,9323.890625,7.352688313,14.86129093,704.4100952,1423.757202,104,070801030602,35.01460648
596,F070801030602_419,3812.740598,569477.1913,140.6608734,23349.70508,24761.9375,475.4337463,5542.038574,137.8476563,39.3850441,140.6608734,0.015907221,3742.243408,3405.441406,0.018652827,36.4033165,72806.63281,36.4033165,0.00013895,48111.64063,6.856586933,14.12787247,641.4169922,1321.62793,104,070801030603,177.2326965
597,F070801030602_533,2482.371519,115530.3243,28.53598976,4736.974121,6232.829102,96.4516449,1124.317993,27.96526909,7.990077019,28.53598976,0.003227111,707.9627075,644.2460938,0.003528767,3.579739332,7159.478516,3.579739332,1.36637E-05,10969.80273,7.352740288,17.02734756,1323.273438,3064.413818,104,070801030602,35.95534515
598,F070801030602_584,2061.087404,72482.97798,17.90329552,2971.947021,3735.343262,60.51313782,705.3898315,17.54522896,5.012922764,17.90329552,0.002024669,512.9542847,466.7883911,0.002556768,22.35731888,44714.64063,22.35731888,8.53369E-05,6707.290039,6.36679697,14.36901665,132.9294891,300.0042114,104,070801030602,22.55815125
599,F070801030603_34,2961.177752,491704.2135,121.450943,20160.85742,31674.40625,410.5041809,4785.166992,119.0219269,34.00626373,121.450943,0.013734786,3013.041748,2741.86792,0.015018197,47.37592697,94751.85156,47.37592697,0.000180832,51835.26563,7.352964401,18.90509224,425.5506592,1094.126709,108,070801030603,153.0281982
600,F070801030603_35,1883.330635,93909.91266,23.19574928,3850.494385,5368.887695,78.40163422,913.9125366,22.73183441,6.494809628,23.19574928,0.002623188,575.4779663,523.6849365,0.002868411,50.96779633,101935.5859,50.96779633,0.000194542,9219.381836,7.352692604,17.60482597,75.54759216,180.8864136,108,070801030603,29.22664452
601,F070801030603_88,1454.205808,109305.7193,26.99851227,4481.75293,6513.121094,91.25497437,1063.741333,26.45854187,7.559583664,26.99851227,0.003053239,669.7932129,609.5118408,0.003338516,19.09307861,38186.15625,19.09307861,7.28775E-05,10994.87402,7.353020191,18.03882027,234.7318115,575.8565063,108,070801030603,34.01812744
602,F070801030603_117,2371.548291,337246.1412,83.29979706,13827.7666,21724.58789,281.5533142,3282.011963,81.63380432,23.32394409,83.29979706,0.009420305,2176.879395,1980.960205,0.010850431,32.92467117,65849.34375,32.92467117,0.000125672,35552.35547,6.980335236,17.94703102,419.9819336,1079.80896,108,070801030603,104.9577484
603,F070801030603_122,1644.842792,146061.0838,36.0770874,5988.796387,9173.681641,121.9405518,1421.437256,35.35554504,10.10158443,36.0770874,0.004079928,959.8275757,873.4431152,0.004784162,47.48400879,94968.01563,47.48400879,0.000181244,15162.47852,6.856538773,17.35943413,126.1223831,319.3175659,108,070801030603,45.45713043
604,F070801030603_160,3268.645234,478169.6798,118.1079102,19605.91406,24642.03516,399.2047424,4653.45166,115.7457504,33.07021332,118.1079102,0.013356725,2930.103027,2666.393799,0.014604798,18.90999794,37819.99609,18.90999794,7.21787E-05,44247.94922,7.352970123,16.59467888,1036.801514,2339.923584,108,070801030603,148.8159637
605,F070801030603_168,3511.599021,609824.1523,150.6265717,25004.01172,43702.79297,509.1177979,5934.687012,147.6140442,42.17544174,150.6265717,0.017034233,,,,127.7824402,255564.875,127.7824402,0.00048774,68706.80469,,,195.6764374,537.685791,108,070801030605,189.7894897
606,F070801030603_178,2400.743366,318076.4084,78.56487274,13041.76855,12806.07422,265.5492554,3095.456055,76.99357605,21.99816513,78.56487274,0.008884836,2339.844238,2129.258301,0.011662713,31.15883827,62317.67578,31.15883827,0.000118932,25847.84375,6.125029087,12.1393652,418.5575867,829.5509644,108,070801030603,98.991745
607,F070801030603_181,2486.06447,322855.406,79.74528503,13237.71777,16638.05664,269.5390625,3141.964111,78.150383,22.32868004,79.74528503,0.009018328,2374.981689,2161.233398,0.011837852,47.70613861,95412.27344,47.70613861,0.000182092,29875.77344,6.12507534,13.82348347,277.4845886,626.2459106,108,070801030603,100.4790649
608,F070801030603_191,1114.478203,64087.4267,15.82959461,2627.712646,4283.171875,53.50402832,623.6860352,15.5130024,4.432286263,15.82959461,0.001790156,392.7216797,357.3767395,0.001957481,4.372276783,8744.553711,4.372276783,1.66888E-05,6910.884766,7.352780342,19.33781433,600.9941406,1580.614624,108,070801030603,19.94528961
609,F070801030603_210,1396.128272,31172.552,7.699620247,1278.136963,1531.14624,26.02471733,303.3650513,7.545628071,2.155893564,7.699620247,0.000870744,201.2292175,183.1185913,0.001003006,2.395407915,4790.81543,2.395407915,9.14317E-06,2809.283203,6.979831696,15.34133244,533.5780029,1172.778687,108,070801030603,9.701521873
610,F070801030603_215,1919.313661,170654.2277,42.15159607,6997.165039,10306.06348,142.4723969,1660.772827,41.30856323,11.80244732,42.15159607,0.004766889,1045.738892,951.6223755,0.005212378,5.274528027,10549.05664,5.274528027,2.01326E-05,17303.22852,7.352880001,18.18287277,1326.595459,3280.526367,108,070801030603,53.11101151
611,F070801030603_283,415.9740157,11109.28915,2.743994474,455.5030823,545.6706543,9.274701118,108.1133804,2.689114571,0.768318474,2.743994474,0.000310316,75.68354034,68.87202454,0.000377237,,,,,1001.173706,6.613760471,14.53672504,,,108,070801030603,3.457432985
612,F070801030603_286,3497.818333,595307.7272,147.0410156,24408.80859,41224.41406,496.9986267,5793.416016,144.1001892,41.1714859,147.0410156,0.016628746,4057.606445,3692.421875,0.020224722,157.8766327,315753.2813,157.8766327,0.000602608,65633.21875,6.610514641,17.77511406,154.606842,415.7247314,108,070801030603,185.2716675
613,F070801030603_292,1574.566778,154902.8887,38.26101303,6351.328125,10726.85742,129.3222198,1507.483887,37.49579239,10.71308327,38.26101303,0.004326906,999.8868408,909.8970337,0.004983833,30.60814476,61216.28906,30.60814476,0.00011683,17078.18555,6.980271339,18.7693615,207.5045166,557.9620972,108,070801030603,48.20887756
614,F070801030603_300,1156.451978,61262.79741,15.13191128,2511.897217,3502.432373,51.14585876,596.1973267,14.82927322,4.236935139,15.13191128,0.001711255,395.4556885,359.8646851,0.001971108,47.76875305,95537.50781,47.76875305,0.000182331,6014.32959,6.980115891,16.7127533,52.58452606,125.905098,108,070801030603,19.06620789
615,F070801030603_302,2326.027376,294555.7745,72.75527954,12077.37598,14705.29688,245.9128418,2866.558105,71.3001709,20.37147903,72.75527954,0.008227834,1935.601318,1761.397217,0.009647806,231.0866852,462173.375,231.0866852,0.000882048,26782.67188,6.856702328,15.20535564,52.26340103,115.8988113,108,070801030603,91.67164612
616,F070801030603_303,1306.469676,59397.58831,14.67120457,2435.419922,2726.203125,49.58867264,578.0454712,14.37778091,4.107937336,14.67120457,0.001659154,383.4231262,348.9150391,0.001911133,,,,,5161.623047,6.979979992,14.79335213,,,108,070801030603,18.48571777
617,F070801030603_332,1276.638834,89993.95115,22.22850609,3689.932129,5434.869629,75.13234711,875.8031616,21.78393555,6.223981857,22.22850609,0.002513803,551.4585571,501.827301,0.002748688,3.984738588,7969.477051,3.984738588,1.52096E-05,9124.801758,7.352992058,18.18315125,926.0161133,2289.937256,108,070801030603,28.0079174
618,F070801030603_343,1045.08515,19599.03344,4.840961456,803.5996094,1388.774902,16.36244965,190.7338867,4.744142056,1.355469227,4.840961456,0.00054746,133.5593872,121.5390396,0.000665713,,,,,2192.374512,6.61186409,18.0384388,,,108,070801030603,6.099611282
619,F070801030603_352,1615.582247,158086.1461,39.04727936,6481.848145,9801.647461,131.9797974,1538.462769,38.26633453,10.93323803,39.04727936,0.004415824,1077.52124,980.5443115,0.005370794,31.79228783,63584.57813,31.79228783,0.00012135,16283.49609,6.610459328,16.60658836,203.8811493,512.1838379,108,070801030603,49.19957352
620,F070801030603_391,1980.372601,235451.5921,58.15654373,9653.986328,10237.87891,196.5691223,2291.36792,56.99341202,16.28383255,58.15654373,0.006576875,1442.774414,1312.924683,0.00719136,14.11114597,28222.29297,14.11114597,5.38616E-05,19891.86523,7.353038788,15.15080452,684.1390991,1409.65625,104,070801030603,73.27724457
621,F070801030603_407,891.1586194,48139.78492,11.89052677,1973.827393,969.0779419,40.18997955,468.4867554,11.65271664,3.32934761,11.89052677,0.00134469,316.3607483,287.8882751,0.001576868,16.26571465,32531.42969,16.26571465,6.20855E-05,2942.905273,6.856226921,10.22238636,121.3489532,180.9268951,108,070801030603,14.98206425
622,F070801030603_464,2412.606955,326154.888,80.56025696,13373.00293,15494.95996,272.2936707,3174.074219,78.9490509,22.55687141,80.56025696,0.009110493,2105.323242,1915.844116,0.010493767,23.23204613,46464.09375,23.23204613,8.86757E-05,28867.96289,6.980214596,15.06801224,575.6274414,1242.592407,104,070801030603,101.5059204
623,F070801030603_482,5218.992491,791240.828,195.4364777,32442.45508,35678.88672,660.5753174,7700.197266,191.5277405,54.72221375,195.4364777,0.022101749,4848.524414,4412.157227,0.024166971,175.0879974,350176,175.0879974,0.000668303,68121.34375,7.35296917,15.43946457,185.2922821,389.0691833,104,070801030603,246.2499542
624,F070801030603_485,1984.208202,234679.4544,57.96582413,9622.327148,15684.39355,195.9244843,2283.853516,56.80650711,16.2304306,57.96582413,0.006555307,1712.909668,1558.747803,0.008537822,15.60309887,31206.19727,15.60309887,5.95564E-05,25306.7207,6.173113346,16.23528862,616.6933594,1621.903442,104,070801030603,73.03694153
625,F070801030603_499,4328.618273,683688.3343,168.8710175,28032.58984,36334.28906,570.7840576,6653.518066,165.4935913,47.28388596,168.8710175,0.019097483,4189.474121,3812.421387,0.020882003,68.01132202,136022.6406,68.01132202,0.000259596,64366.87891,7.352962017,16.88346481,412.175354,946.4141846,104,070801030603,212.7774811
626,F070801030603_517,1612.306917,162491.3996,40.13537598,6662.472656,10205.62109,135.6575775,1581.333862,39.3326683,11.2379055,40.13537598,0.004538876,995.6925659,906.0802612,0.004962927,8.499947548,16999.89453,8.499947548,3.24439E-05,16868.09375,7.353071213,18.61655617,783.8251343,1984.493896,108,070801030603,50.5705719
627,F070801030603_519,3304.516414,478274.2575,118.1337433,19610.20117,24262.30664,399.2920532,4654.469727,115.7710648,33.0774498,118.1337433,0.013359646,2930.734863,2666.96875,0.014607946,50.92715836,101854.3203,50.92715836,0.000194387,43872.50781,7.352992535,16.45032692,385.0637207,861.475647,104,070801030603,148.8485107
628,F070801030603_539,1359.761891,87717.32678,21.66617966,3596.585938,4308.537109,73.23168945,853.6474609,21.23285675,6.066530228,21.66617966,0.00245021,537.5317383,489.1538696,0.002679272,5.005159378,10010.31836,5.005159378,1.91045E-05,7905.123047,7.352667809,16.16081047,718.5756836,1579.394897,108,070801030603,27.29938698
629,F070801030603_560,2743.661052,378549.2589,93.50166321,15521.27637,14935.95703,316.035614,3683.965576,91.63162994,26.1804657,93.50166321,0.010574025,2319.660156,2110.890625,0.011562107,33.62160873,67243.21875,33.62160873,0.000128332,30457.23438,7.352951527,14.42861843,461.6458435,905.8826904,108,070801030603,117.8120956
630,F070801030603_597,2417.050847,323846.2597,79.99002838,13278.34473,15646.0498,270.3663025,3151.607178,78.39022827,22.39720726,79.99002838,0.009046006,1984.438599,1805.839111,0.00989123,20.53238869,41064.77734,20.53238869,7.83713E-05,28924.39453,7.353005409,16.01714897,646.7023926,1408.720337,104,070801030603,100.7874374
631,F070801030603_609,2462.593392,274020.4043,67.6830368,11235.38379,14342.03711,228.7686615,2666.71167,66.32937622,18.95125008,67.6830368,0.007654218,1867.694824,1699.602295,0.009309333,21.96027756,43920.55859,21.96027756,8.38214E-05,25577.42188,6.610595703,15.04906273,511.6230469,1164.713013,104,070801030603,85.28062439
632,F070801030603_620,3812.179263,611586.199,151.0617981,25076.25781,26100.45703,510.5888672,5951.834961,148.0405579,42.29730225,151.0617981,0.017083453,3747.657959,3410.368652,0.018679814,41.95924759,83918.5,41.95924759,0.000160157,51176.71484,7.352946281,15.00621223,597.633667,1219.676636,104,070801030603,190.3378601
633,F070801030603_678,2442.763311,333145.0296,82.28681946,13659.6123,16900.06641,278.1294556,3242.100586,80.64108276,23.04030991,82.28681946,0.009305748,2041.414795,1857.6875,0.010175223,48.29694748,96593.89844,48.29694748,0.000184347,30559.67969,7.353019238,16.45038795,282.825592,632.7455444,104,070801030603,103.6813965
634,F070801030603_682,663.4576882,24454.3584,6.04022646,1002.677612,1673.746826,20.41596603,237.9849243,5.91942215,1.691263437,6.04022646,0.000683084,166.6958771,151.6932526,0.000830879,,,,,2676.424316,6.609902382,17.6436615,,,108,070801030603,7.610685349
635,F070801030603_694,2214.698812,284591.4684,70.29409027,11668.81934,17874.38281,237.5940247,2769.587158,68.88820648,19.68234444,70.29409027,0.0079495,1983.777832,1805.237793,0.009887937,28.1159935,56231.98438,28.1159935,0.000107318,29543.20313,6.463868141,16.36526871,415.0242615,1050.761475,108,070801030603,88.57054901
636,F070801030603_710,889.4224449,47275.9033,11.67714787,1938.406494,2093.712891,39.46876144,460.0796204,11.44360447,3.269601345,11.67714787,0.001320559,322.1906433,293.1934814,0.001605926,,,,,4032.119385,6.611356258,13.75241852,,,108,070801030603,14.71320534
637,F070801030603_738,1563.30119,135368.892,33.43611526,5550.39502,6213.098145,113.0140686,1317.382935,32.7673912,9.362112045,33.43611526,0.003781262,995.8008423,906.178772,0.004963467,13.93072891,27861.45703,13.93072891,5.3173E-05,11763.49316,6.125055313,12.98142624,398.4281921,844.4276733,108,070801030603,42.12950134
638,F070801030603_745,1435.533832,94473.0887,23.33485222,3873.585449,5857.516113,78.87180328,919.3931885,22.86815453,6.53375864,23.33485222,0.002638919,609.8135376,554.9302979,0.003039553,10.32249165,20644.98438,10.32249165,3.94005E-05,9731.101563,6.980309963,17.53571892,375.2568359,942.7086182,108,070801030603,29.40191269
639,F070801030603_778,1689.332658,119356.9211,29.48115921,4893.872559,4228.777344,99.64631653,1161.557617,28.89153671,8.254724503,29.48115921,0.003334,731.3850708,665.5604248,0.003645514,17.50279427,35005.58594,17.50279427,6.68074E-05,9122.650391,7.353010178,13.70672035,279.6052246,521.2110596,104,070801030603,37.14626312
640,F070801030603_794,1932.529368,142850.6257,35.28410339,5857.161133,6556.494141,119.2602692,1390.193726,34.57842255,9.879549026,35.28410339,0.00399025,875.3442383,796.5632324,0.004363063,7.894593716,15789.1875,7.894593716,3.01333E-05,12413.65527,7.353039742,15.58401775,741.9205322,1572.424805,108,070801030603,44.45796967
641,F070801030603_802,1209.741474,80937.5958,19.99158669,3318.603271,3649.664307,67.57156372,787.6685181,19.59175491,5.597644329,19.99158669,0.002260832,495.9508667,451.3152771,0.002472016,4.913064957,9826.129883,4.913064957,1.8753E-05,6968.267578,7.353181839,15.43991089,675.4649658,1418.313721,108,070801030603,25.18939972
642,F070801030604_239,2181.090797,198501.8603,49.02996063,8138.973633,8791.071289,165.7212677,1931.780396,48.04936218,13.72838879,49.02996063,0.005544757,1216.385132,1106.910522,0.006062947,10.99217224,21984.34375,10.99217224,4.19567E-05,16930.04492,7.352873802,15.29486275,740.4335938,1540.19104,104,070801030604,61.77775192
643,F070801030604_453,1289.904871,72206.85689,17.83509445,2960.625732,3837.398438,60.28261948,702.7026978,17.47839165,4.993826389,17.83509445,0.002016956,442.4918823,402.6676025,0.002205555,9.265106201,18530.21289,9.265106201,3.53645E-05,6798.024414,7.352530479,16.88247108,319.5458069,733.7233276,104,070801030604,22.47221756
644,F070801030605_13,3126.125479,610078.2717,150.6893311,25014.42969,26036.10352,509.3299255,5937.159668,147.6755371,42.19301224,150.6893311,0.017041331,3738.423096,3401.965088,0.018633787,39.98065567,79961.3125,39.98065567,0.000152604,51050.53125,7.352935314,15.00618935,625.6633301,1276.880737,108,070801030605,189.8685455
645,F070801030605_15,908.1540328,44602.52614,11.01682377,1828.792725,1400.678955,37.236866,434.0628662,10.79648685,3.084710598,11.01682377,0.001245883,287.919281,262.0065308,0.001435104,4.015925884,8031.852051,4.015925884,1.53286E-05,3229.47168,6.979950905,12.3259201,455.3850708,804.1661377,108,070801030605,13.88119698
646,F070801030605_85,2351.661445,270452.0073,66.80164337,11089.07324,20035.14844,225.7895508,2631.984863,65.46560669,18.70446014,66.80164337,0.007554542,1843.399292,1677.493408,0.009188235,40.62036133,81240.71875,40.62036133,0.000155046,31124.22266,6.610501766,18.55400658,272.992981,766.222229,108,070801030605,84.17006683
647,F070801030605_95,4270.368382,631377.0208,155.950119,25887.7207,47280.95703,527.1113892,6144.43457,152.8311157,43.6660347,155.950119,0.017636269,3868.927734,3520.724121,0.019284273,90.6942749,181388.5469,90.6942749,0.000346176,73168.67969,7.352953434,20.78228188,285.4394226,806.7618408,108,070801030605,196.4971466
648,F070801030605_137,2112.757041,263862.139,65.1739502,10818.87598,18697.10156,220.2879486,2567.853516,63.87047195,18.24870682,65.1739502,0.007370468,1703.200073,1549.912109,0.008489426,60.07711029,120154.2266,60.07711029,0.000229312,29515.97656,6.980315685,19.04364586,180.0831604,491.3015442,108,070801030605,82.11917877
649,F070801030605_177,3489.975896,157475.4083,38.89642715,6456.807129,11031.80371,131.4699249,1532.519287,38.11849976,10.89099979,38.89642715,0.004398765,1016.505432,925.0199585,0.005066667,22.20793533,44415.86719,22.20793533,8.47667E-05,17488.61133,6.980181217,18.9061985,290.7432556,787.4937744,108,070801030605,49.0094986
650,F070801030605_207,1279.77596,100693.3716,24.8712635,4128.629883,7053.988281,84.06487274,979.9277954,24.37383842,6.963953972,24.8712635,0.002812671,617.0082397,561.477478,0.003075414,24.96339989,49926.80078,24.96339989,9.52842E-05,11182.61816,7.353153229,19.91641426,165.3873291,447.9605408,108,070801030605,31.33779144
651,F070801030605_233,1468.026251,106073.9467,26.20026398,4349.243652,6320.551758,88.5568924,1032.290405,25.67625809,7.336073875,26.20026398,0.002962966,650.0130615,591.5119019,0.003239923,6.196352005,12392.7041,6.196352005,2.36512E-05,10669.79492,7.352757454,18.03817368,701.9039307,1721.947876,108,070801030605,33.01233292
652,F070801030605_251,525.1718554,18090.24894,4.468291283,741.7363281,0,15.10282421,176.0506744,4.378925323,1.251121521,4.468291283,0.000505315,123.3145828,112.2162704,0.000614649,,,,,741.7363281,6.609882355,6.609882355,,,108,070801030605,5.630046844
653,F070801030605_252,2768.092705,142448.6398,35.18481445,5840.679199,6767.445801,118.924675,1386.281738,34.48111725,9.851748466,35.18481445,0.003979021,872.8798218,794.3206177,0.00435078,,,,,12608.125,7.353049755,15.87284088,,,108,070801030605,44.33286667
654,F070801030605_259,3110.874791,373405.3622,92.23112488,15310.36719,23151.85742,311.7412109,3633.90625,90.38650513,25.82471466,92.23112488,0.010430341,2288.126953,2082.195557,0.011404933,112.646843,225293.6875,112.646843,0.000429968,38462.22656,7.352992058,18.47195625,135.9147491,341.4407959,108,070801030605,116.2112198
655,F070801030605_269,3024.067088,261432.4789,64.57382202,10719.25488,11578.08594,218.2595215,2544.208496,63.28234482,18.0806694,64.57382202,0.007302599,1781.948242,1621.572876,0.008881938,,,,,22297.33984,6.610405922,13.75043964,,,108,070801030605,81.36301422
